Algorithm,Log Source,Log,P-Value,Window Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Martjushev J,with_noise_5,log_37_1692952363,0.55,450,[],"[1282, 2321]",,,00:05:02,302.5073149446398,0.08391326350752838
