Algorithm,Log Source,Log,P-Value,Window Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Martjushev J,with_noise_5,log_96_1692952629,0.55,200,"[2263, 2669, 4117, 4517, 5988, 6388, 6816, 7216]","[1087, 2286, 3016, 4084, 4958, 5962, 6779]",0.5333333333333333,29.75,00:03:20,200.71083602122962,0.02551300826506033
