Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Maaradji Runs,with_noise_10,log_91_1687182059,100,2,[],"[806, 1021, 2361, 2754, 3407, 3685]",,,00:00:47,47.44105705246329,0.009226187680370146
