Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Bose J,with_noise_10,log_26_1692952272,150,2,"[1470, 1972, 2928, 3522, 4120, 5474, 6704, 10416, 11834, 12436, 12640]","[1263, 1769, 2996, 3623, 4914, 5584, 6650, 7268, 8328, 9041, 10411, 11880, 12742]",0.5833333333333334,69.42857142857143,00:14:47,887.7122501172125,0.06343973773438237
Bose WC,with_noise_10,log_26_1692952272,150,2,"[5500, 6716, 10418, 11834]","[1263, 1769, 2996, 3623, 4914, 5584, 6650, 7268, 8328, 9041, 10411, 11880, 12742]",0.47058823529411764,50.75,00:13:47,827.5866926684976,0.05914290664392893
