Algorithm,Log Source,Log,P-Value,Min Adaptive Window,Max Adaptive Window,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Process Graph Metrics,without_noise,log_51_1692952412,0.005,400,600,"[1297, 2676, 4502, 5281]","[1211, 2415, 3134, 4190, 5042]",0.22222222222222224,86.0,00:00:13,13.057935368269682,0.002075983365384687
