Algorithm,Log Source,Log,P-Value,Min Adaptive Window,Max Adaptive Window,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Process Graph Metrics,without_noise,log_36_1687181970,0.05,400,600,"[845, 1728, 3393]","[754, 1601, 2593]",0.6666666666666666,109.0,00:00:21,21.826257929205894,0.005926217195005673
