Algorithm,Log Source,Log,Complete-Window Size,Detection-Window Size,Stable Period,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
LCDD,with_noise_15,log_9_1687181928,800,800,5,"[1438, 2348, 3148]","[1135, 1916, 2696, 2989]",0.28571428571428575,159.0,00:00:00,0.09231691714376211,2.0578893701239883e-05
