Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Bose J,with_noise_5,log_95_1692952617,150,2,"[2804, 5628, 6508, 6794, 7904, 8476, 10988]","[1156, 1959, 2970, 4425, 5628, 6797, 7689, 9067, 9689, 11170, 11993]",0.4444444444444444,87.75,00:15:10,910.527716929093,0.06879175860751685
Bose WC,with_noise_5,log_95_1692952617,150,2,"[5626, 6796]","[1156, 1959, 2970, 4425, 5628, 6797, 7689, 9067, 9689, 11170, 11993]",0.3076923076923077,1.5,00:15:12,912.7952003870159,0.06896307044326201
