Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Bose J,with_noise_5,log_96_1692952629,500,2,"[1124, 2902, 4310, 6476]","[1087, 2286, 3016, 4084, 4958, 5962, 6779]",0.36363636363636365,75.5,00:02:56,176.41322418488562,0.022424459665042026
Bose WC,with_noise_5,log_96_1692952629,500,2,"[930, 2660]","[1087, 2286, 3016, 4084, 4958, 5962, 6779]",0.22222222222222224,157.0,00:03:22,202.45892937108874,0.025735214105896624
