Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Bose J,with_noise_10,log_55_1687182006,600,2,[1362],"[1185, 1392]",0.6666666666666666,30.0,00:00:20,20.791046338155866,0.007554886024039195
Bose WC,with_noise_10,log_55_1687182006,600,2,[1362],"[1185, 1392]",0.6666666666666666,30.0,00:00:21,21.639112115837634,0.007863049460696814
