Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Bose J,with_noise_10,log_56_1692952426,350,2,"[1166, 2748, 3440, 5132, 6954, 8224, 9390, 9742]","[1162, 2602, 3692, 5083, 5750, 6960, 8196, 9356, 10281]",0.7058823529411765,44.5,00:02:51,171.7961792256683,0.015114919868526158
Bose WC,with_noise_10,log_56_1692952426,350,2,"[1100, 2626, 3538, 5092, 6490, 6842, 8004, 9386]","[1162, 2602, 3692, 5083, 5750, 6960, 8196, 9356, 10281]",0.823529411764706,84.14285714285714,00:03:17,197.53166637010872,0.017379171772840818
