Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Bose J,with_noise_10,log_70_1692952508,200,2,[458],"[1422, 2050, 3140, 3964, 5285, 5909]",,,00:02:29,149.3260559272021,0.020576830085049208
Bose WC,with_noise_10,log_70_1692952508,200,2,"[468, 5658]","[1422, 2050, 3140, 3964, 5285, 5909]",,,00:02:55,175.60253766737878,0.02419767640448929
