Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Bose J,without_noise,log_35_1692952322,500,2,"[1044, 1352, 2814, 3552, 3830, 5090, 6372, 7002, 8842, 9506, 10464, 10810, 12314, 13126, 13626]","[1452, 2862, 3554, 4954, 6341, 7205, 8282, 8926, 10355, 11253, 12328, 13284]",0.6666666666666665,75.77777777777777,00:30:28,1828.2793425675482,0.12580192269782894
Bose WC,without_noise,log_35_1692952322,500,2,"[1042, 3552, 5006, 6558, 8500, 9544, 10750, 11612, 12270, 13126, 13626]","[1452, 2862, 3554, 4954, 6341, 7205, 8282, 8926, 10355, 11253, 12328, 13284]",0.34782608695652173,67.5,00:26:52,1612.0075072292238,0.11092049179310699
