Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Bose J,with_noise_10,log_96_1692952629,500,2,"[1388, 2592, 4508, 6726]","[1087, 2286, 3016, 4084, 4958, 5962, 6779]",0.18181818181818182,53.0,00:02:44,164.46567691117525,0.020905768007013506
Bose WC,with_noise_10,log_96_1692952629,500,2,"[1014, 2274]","[1087, 2286, 3016, 4084, 4958, 5962, 6779]",0.4444444444444445,42.5,00:03:12,192.3209302201867,0.024446540005108264
