Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Bose J,with_noise_5,log_46_1692952395,350,2,"[1546, 2428, 3784]","[1416, 2620, 3913]",1.0,150.33333333333334,00:01:32,92.30679136142135,0.017250381491575657
Bose WC,with_noise_5,log_46_1692952395,350,2,[1668],"[1416, 2620, 3913]",,,00:01:43,103.40087751112878,0.01932365492639297
