Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Bose J,without_noise,log_7_1692952178,450,2,"[1850, 4126, 5676, 6934, 8350, 10020, 11770, 14494, 16826]","[1311, 2256, 3605, 4597, 5681, 6939, 8352, 9584, 10457, 11681, 12486, 13960, 14957, 16422, 17190]",0.33333333333333337,25.25,00:02:26,146.93948856927454,0.008043545465802198
Bose WC,without_noise,log_7_1692952178,450,2,"[1988, 4220, 5424, 6986, 8512, 10340, 11616, 13064, 14624, 16520]","[1311, 2256, 3605, 4597, 5681, 6939, 8352, 9584, 10457, 11681, 12486, 13960, 14957, 16422, 17190]",0.4,97.4,00:02:50,170.6052893511951,0.009339023940836166
