Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Bose J,with_noise_5,log_12_1692952196,250,2,"[1414, 1684, 3820, 4090, 5682, 6034]","[1187, 2142, 3311, 3901, 5376, 6349]",0.16666666666666666,81.0,00:03:04,184.36627429537475,0.02442584450124202
Bose WC,with_noise_5,log_12_1692952196,250,2,[],"[1187, 2142, 3311, 3901, 5376, 6349]",,,00:03:07,187.84435502439737,0.02488663951038651
