Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Bose J,with_noise_10,log_49_1692952403,400,2,"[1490, 3926, 4876, 6864, 8656, 10322]","[1207, 2115, 3260, 3826, 4852, 5704, 6865, 8311, 8890, 10017, 10880]",0.3529411764705882,41.666666666666664,00:02:51,171.95786678418517,0.013976905371387887
Bose WC,with_noise_10,log_49_1692952403,400,2,"[1482, 3870, 5024, 6910, 8188, 10174]","[1207, 2115, 3260, 3826, 4852, 5704, 6865, 8311, 8890, 10017, 10880]",0.5882352941176471,108.2,00:03:40,220.9711346756667,0.017960752229185296
