Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Bose J,with_noise_5,log_72_1692952515,500,2,"[1272, 2768, 3384, 4156, 5534, 6896, 7574, 9006, 10420]","[1301, 2400, 3024, 4162, 5434, 6322, 7584, 8880, 10111]",0.5555555555555556,54.2,00:02:11,131.0937737841159,0.01156335660087465
Bose WC,with_noise_5,log_72_1692952515,500,2,"[874, 3386, 4156, 5706, 7578, 8958, 10276]","[1301, 2400, 3024, 4162, 5434, 6322, 7584, 8880, 10111]",0.5,63.75,00:02:06,126.7199624683708,0.011177556890568121
