Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Maaradji Runs,without_noise,log_81_1692952556,200,2,"[3456, 4780, 5290]","[1270, 2223, 3514, 4835, 5383]",0.7499999999999999,68.66666666666667,00:01:48,108.42434690706432,0.01576164368470189
