Category,Parameter,F1,Precision,Recall
Martjushev ADWIN J,"(100.0, 400.0, 0.4, 20.0)",0.5647840531561462,0.6692913385826772,0.4885057471264368
Martjushev ADWIN J,"(100.0, 400.0, 0.4, 50.0)",0.3816793893129771,0.6666666666666666,0.26737967914438504
Martjushev ADWIN J,"(100.0, 500.0, 0.4, 10.0)",0.48178137651821856,0.5862068965517241,0.40893470790378006
Martjushev ADWIN J,"(100.0, 500.0, 0.4, 20.0)",0.3974358974358974,0.6595744680851063,0.28440366972477066
Martjushev ADWIN J,"(100.0, 500.0, 0.4, 50.0)",0.4954128440366972,0.7105263157894737,0.38028169014084506
Martjushev ADWIN J,"(100.0, 600.0, 0.4, 10.0)",0.42048517520215634,0.5342465753424658,0.3466666666666667
Martjushev ADWIN J,"(100.0, 600.0, 0.4, 20.0)",0.4210526315789474,0.6428571428571429,0.3130434782608696
Martjushev ADWIN J,"(100.0, 600.0, 0.4, 50.0)",0.4935064935064935,0.6785714285714286,0.3877551020408163
Martjushev ADWIN J,"(100.0, 700.0, 0.4, 10.0)",0.46647230320699706,0.6201550387596899,0.37383177570093457
Martjushev ADWIN J,"(100.0, 700.0, 0.4, 20.0)",0.5771428571428572,0.6474358974358975,0.520618556701031
Martjushev ADWIN J,"(100.0, 700.0, 0.4, 50.0)",0.4034582132564842,0.6730769230769231,0.2880658436213992
Martjushev ADWIN J,"(200.0, 400.0, 0.4, 10.0)",0.45079365079365086,0.6574074074074074,0.34299516908212563
Martjushev ADWIN J,"(200.0, 400.0, 0.4, 20.0)",0.5077399380804953,0.7130434782608696,0.3942307692307692
Martjushev ADWIN J,"(200.0, 400.0, 0.4, 50.0)",0.41317365269461076,0.7040816326530612,0.2923728813559322
Martjushev ADWIN J,"(200.0, 500.0, 0.4, 10.0)",0.47030878859857483,0.6513157894736842,0.3680297397769517
Martjushev ADWIN J,"(200.0, 500.0, 0.4, 20.0)",0.46153846153846156,0.7346938775510204,0.3364485981308411
Martjushev ADWIN J,"(200.0, 500.0, 0.4, 50.0)",0.48031496062992124,0.7093023255813954,0.3630952380952381
Martjushev ADWIN J,"(200.0, 600.0, 0.4, 10.0)",0.48453608247422686,0.706766917293233,0.3686274509803922
Martjushev ADWIN J,"(200.0, 600.0, 0.4, 20.0)",0.41456582633053224,0.6491228070175439,0.3045267489711934
Martjushev ADWIN J,"(200.0, 600.0, 0.4, 50.0)",0.5102880658436214,0.6888888888888889,0.40522875816993464
Martjushev ADWIN J,"(200.0, 700.0, 0.4, 10.0)",0.514792899408284,0.6850393700787402,0.41232227488151657
Martjushev ADWIN J,"(200.0, 700.0, 0.4, 20.0)",0.4910179640718563,0.7735849056603774,0.35964912280701755
Martjushev ADWIN J,"(200.0, 700.0, 0.4, 50.0)",0.4953560371517028,0.7207207207207207,0.37735849056603776
Martjushev ADWIN J,"(300.0, 400.0, 0.4, 10.0)",0.4675324675324675,0.7086614173228346,0.3488372093023256
Martjushev ADWIN J,"(300.0, 400.0, 0.4, 20.0)",0.39852398523985233,0.72,0.2755102040816326
Martjushev ADWIN J,"(300.0, 400.0, 0.4, 50.0)",0.4930555555555556,0.7802197802197802,0.3604060913705584
Martjushev ADWIN J,"(300.0, 500.0, 0.4, 10.0)",0.35526315789473684,0.6428571428571429,0.24545454545454545
Martjushev ADWIN J,"(300.0, 500.0, 0.4, 20.0)",0.4969325153374233,0.7297297297297297,0.3767441860465116
Martjushev ADWIN J,"(300.0, 500.0, 0.4, 50.0)",0.5185185185185186,0.7777777777777778,0.3888888888888889
Martjushev ADWIN J,"(300.0, 600.0, 0.4, 10.0)",0.48148148148148145,0.697986577181208,0.3674911660777385
Martjushev ADWIN J,"(300.0, 600.0, 0.4, 20.0)",0.45132743362831856,0.6986301369863014,0.3333333333333333
Martjushev ADWIN J,"(300.0, 600.0, 0.4, 50.0)",0.4203389830508475,0.775,0.28837209302325584
Martjushev ADWIN J,"(300.0, 700.0, 0.4, 10.0)",0.39772727272727276,0.7777777777777778,0.26717557251908397
Martjushev ADWIN J,"(300.0, 700.0, 0.4, 20.0)",0.37681159420289856,0.6753246753246753,0.2613065326633166
Martjushev ADWIN J,"(300.0, 700.0, 0.4, 50.0)",0.5271629778672032,0.7443181818181818,0.40809968847352024
Martjushev ADWIN J,"(400.0, 400.0, 0.4, 10.0)",0.41131105398457585,0.6837606837606838,0.29411764705882354
Martjushev ADWIN J,"(400.0, 400.0, 0.4, 20.0)",0.4577114427860696,0.7540983606557377,0.32857142857142857
Martjushev ADWIN J,"(400.0, 400.0, 0.4, 50.0)",0.46153846153846156,0.7878787878787878,0.3263598326359833
Martjushev ADWIN J,"(400.0, 500.0, 0.4, 10.0)",0.5183098591549296,0.7419354838709677,0.39826839826839827
Martjushev ADWIN J,"(400.0, 500.0, 0.4, 20.0)",0.46984126984126984,0.7326732673267327,0.34579439252336447
Martjushev ADWIN J,"(400.0, 500.0, 0.4, 50.0)",0.35555555555555557,0.75,0.23300970873786409
Martjushev ADWIN J,"(400.0, 600.0, 0.4, 10.0)",0.42424242424242425,0.7070707070707071,0.30303030303030304
Martjushev ADWIN J,"(400.0, 600.0, 0.4, 20.0)",0.5116279069767442,0.7623762376237624,0.385
Martjushev ADWIN J,"(400.0, 600.0, 0.4, 50.0)",0.46794871794871795,0.7934782608695652,0.33181818181818185
Martjushev ADWIN J,"(400.0, 700.0, 0.4, 10.0)",0.5813449023861171,0.7486033519553073,0.475177304964539
Martjushev ADWIN J,"(400.0, 700.0, 0.4, 20.0)",0.41732283464566927,0.7464788732394366,0.2896174863387978
Martjushev ADWIN J,"(400.0, 700.0, 0.4, 50.0)",0.34024896265560167,0.7454545454545455,0.22043010752688172
Process Graph Metrics,"(100.0, 400.0, 0.0001)",0.47581441263573543,0.6657458563535912,0.37019969278033793
Process Graph Metrics,"(100.0, 400.0, 0.005)",0.5317527519051651,0.5924528301886792,0.4823348694316436
Process Graph Metrics,"(100.0, 400.0, 0.05)",0.5303030303030303,0.523168908819133,0.5376344086021505
Process Graph Metrics,"(100.0, 400.0, 0.1)",0.5272206303724929,0.49395973154362416,0.565284178187404
Process Graph Metrics,"(100.0, 500.0, 0.0001)",0.4690873405299313,0.6494565217391305,0.3671274961597542
Process Graph Metrics,"(100.0, 500.0, 0.005)",0.5052264808362369,0.5835010060362174,0.445468509984639
Process Graph Metrics,"(100.0, 500.0, 0.05)",0.5034116755117513,0.49700598802395207,0.5099846390168971
Process Graph Metrics,"(100.0, 500.0, 0.1)",0.5062362435803375,0.4845505617977528,0.5299539170506913
Process Graph Metrics,"(100.0, 600.0, 0.0001)",0.4587332053742802,0.6112531969309463,0.3671274961597542
Process Graph Metrics,"(100.0, 600.0, 0.005)",0.493006993006993,0.5720081135902637,0.43317972350230416
Process Graph Metrics,"(100.0, 600.0, 0.05)",0.47955974842767296,0.49114331723027377,0.4685099846390169
Process Graph Metrics,"(100.0, 600.0, 0.1)",0.4962852897473997,0.4805755395683453,0.5130568356374808
Process Graph Metrics,"(100.0, 700.0, 0.0001)",0.40304182509505704,0.5286783042394015,0.32565284178187404
Process Graph Metrics,"(100.0, 700.0, 0.005)",0.4069264069264069,0.4662698412698413,0.36098310291858676
Process Graph Metrics,"(100.0, 700.0, 0.05)",0.4268774703557312,0.43973941368078173,0.4147465437788018
Process Graph Metrics,"(100.0, 700.0, 0.1)",0.4246575342465753,0.42081447963800905,0.42857142857142855
Process Graph Metrics,"(200.0, 400.0, 0.0001)",0.4965786901270772,0.6827956989247311,0.3901689708141321
Process Graph Metrics,"(200.0, 400.0, 0.005)",0.5121951219512195,0.5915492957746479,0.45161290322580644
Process Graph Metrics,"(200.0, 400.0, 0.05)",0.5177358490566037,0.5089020771513353,0.5268817204301075
Process Graph Metrics,"(200.0, 400.0, 0.1)",0.518413597733711,0.480946123521682,0.5622119815668203
Process Graph Metrics,"(200.0, 500.0, 0.0001)",0.5048355899419729,0.6814621409921671,0.4009216589861751
Process Graph Metrics,"(200.0, 500.0, 0.005)",0.48738033072236725,0.5622489959839357,0.43010752688172044
Process Graph Metrics,"(200.0, 500.0, 0.05)",0.5241379310344827,0.5229357798165137,0.5253456221198156
Process Graph Metrics,"(200.0, 500.0, 0.1)",0.49707602339181284,0.47419804741980476,0.522273425499232
Process Graph Metrics,"(200.0, 600.0, 0.0001)",0.4548104956268222,0.6190476190476191,0.35944700460829493
Process Graph Metrics,"(200.0, 600.0, 0.005)",0.4792219274977896,0.5645833333333333,0.4162826420890937
Process Graph Metrics,"(200.0, 600.0, 0.05)",0.4632411067193676,0.4771986970684039,0.4500768049155146
Process Graph Metrics,"(200.0, 600.0, 0.1)",0.4814264487369985,0.46618705035971225,0.4976958525345622
Process Graph Metrics,"(200.0, 700.0, 0.0001)",0.4195672624647225,0.5412621359223301,0.3425499231950845
Process Graph Metrics,"(200.0, 700.0, 0.005)",0.4211453744493392,0.493801652892562,0.3671274961597542
Process Graph Metrics,"(200.0, 700.0, 0.05)",0.4091279543602282,0.4357638888888889,0.38556067588325654
Process Graph Metrics,"(200.0, 700.0, 0.1)",0.4314329738058551,0.4327666151468315,0.43010752688172044
Process Graph Metrics,"(300.0, 400.0, 0.0001)",0.4857423795476893,0.674863387978142,0.3794162826420891
Process Graph Metrics,"(300.0, 400.0, 0.005)",0.5216637781629115,0.5984095427435387,0.46236559139784944
Process Graph Metrics,"(300.0, 400.0, 0.05)",0.5248661055853099,0.5228658536585366,0.5268817204301075
Process Graph Metrics,"(300.0, 400.0, 0.1)",0.5257879656160459,0.49261744966442955,0.5637480798771122
Process Graph Metrics,"(300.0, 500.0, 0.0001)",0.5,0.6816976127320955,0.39477726574500765
Process Graph Metrics,"(300.0, 500.0, 0.005)",0.5026362038664324,0.5872689938398358,0.4393241167434716
Process Graph Metrics,"(300.0, 500.0, 0.05)",0.5188087774294671,0.5296,0.5084485407066052
Process Graph Metrics,"(300.0, 500.0, 0.1)",0.5215453194650818,0.5050359712230216,0.5391705069124424
Process Graph Metrics,"(300.0, 600.0, 0.0001)",0.4300867888138862,0.5777202072538861,0.3425499231950845
Process Graph Metrics,"(300.0, 600.0, 0.005)",0.4639718804920914,0.5420944558521561,0.4055299539170507
Process Graph Metrics,"(300.0, 600.0, 0.05)",0.4676775738228252,0.4867109634551495,0.4500768049155146
Process Graph Metrics,"(300.0, 600.0, 0.1)",0.4645849200304646,0.4607250755287009,0.4685099846390169
Process Graph Metrics,"(300.0, 700.0, 0.0001)",0.41456582633053224,0.5285714285714286,0.34101382488479265
Process Graph Metrics,"(300.0, 700.0, 0.005)",0.41666666666666663,0.49266247379454925,0.36098310291858676
Process Graph Metrics,"(300.0, 700.0, 0.05)",0.40979591836734697,0.4372822299651568,0.38556067588325654
Process Graph Metrics,"(300.0, 700.0, 0.1)",0.406099518459069,0.42521008403361343,0.38863287250384027
Process Graph Metrics,"(400.0, 400.0, 0.0001)",0.48871442590775266,0.6766304347826086,0.3824884792626728
Process Graph Metrics,"(400.0, 400.0, 0.005)",0.5227272727272727,0.6064908722109533,0.4592933947772657
Process Graph Metrics,"(400.0, 400.0, 0.05)",0.5119402985074627,0.49782293178519593,0.5268817204301075
Process Graph Metrics,"(400.0, 400.0, 0.1)",0.5231646471846044,0.488031914893617,0.5637480798771122
Process Graph Metrics,"(400.0, 500.0, 0.0001)",0.4961389961389961,0.6675324675324675,0.39477726574500765
Process Graph Metrics,"(400.0, 500.0, 0.005)",0.4872021182700794,0.5726141078838174,0.423963133640553
Process Graph Metrics,"(400.0, 500.0, 0.05)",0.5218068535825545,0.5292259083728278,0.5145929339477726
Process Graph Metrics,"(400.0, 500.0, 0.1)",0.5033407572383073,0.4870689655172414,0.5207373271889401
Process Graph Metrics,"(400.0, 600.0, 0.0001)",0.4576436222005842,0.625,0.36098310291858676
Process Graph Metrics,"(400.0, 600.0, 0.005)",0.456540825285338,0.5327868852459017,0.39938556067588327
Process Graph Metrics,"(400.0, 600.0, 0.05)",0.45796637309847876,0.4782608695652174,0.4393241167434716
Process Graph Metrics,"(400.0, 600.0, 0.1)",0.4939759036144578,0.4844903988183161,0.5038402457757296
Process Graph Metrics,"(400.0, 700.0, 0.0001)",0.3954802259887006,0.5109489051094891,0.3225806451612903
Process Graph Metrics,"(400.0, 700.0, 0.005)",0.397537379067722,0.46502057613168724,0.34715821812596004
Process Graph Metrics,"(400.0, 700.0, 0.05)",0.4065040650406504,0.4317789291882556,0.38402457757296465
Process Graph Metrics,"(400.0, 700.0, 0.1)",0.4232299124900557,0.4389438943894389,0.40860215053763443
Zheng DBSCAN,"(300.0, 30.0)",0.20978473581213308,0.12020632428795694,0.8233486943164362
Zheng DBSCAN,"(300.0, 60.0)",0.32925170068027215,0.2335907335907336,0.5576036866359447
Zheng DBSCAN,"(300.0, 90.0)",0.37893296853625175,0.34155363748458695,0.4254992319508449
Zheng DBSCAN,"(300.0, 120.0)",0.38720538720538716,0.42830540037243947,0.3533026113671275
Zheng DBSCAN,"(300.0, 150.0)",0.3759398496240602,0.48426150121065376,0.30721966205837176
Zheng DBSCAN,"(400.0, 40.0)",0.26687763713080165,0.16109519261381725,0.7772657450076805
Zheng DBSCAN,"(400.0, 80.0)",0.38457529963522674,0.2910094637223975,0.5668202764976958
Zheng DBSCAN,"(400.0, 120.0)",0.4277286135693215,0.41134751773049644,0.445468509984639
Zheng DBSCAN,"(400.0, 160.0)",0.4213286713286713,0.48884381338742394,0.37019969278033793
Zheng DBSCAN,"(400.0, 200.0)",0.3919308357348703,0.5230769230769231,0.31336405529953915
Zheng DBSCAN,"(500.0, 50.0)",0.32005792903692976,0.20937944102321174,0.6789554531490015
Zheng DBSCAN,"(500.0, 100.0)",0.43152972611890444,0.3817966903073286,0.49615975422427033
Zheng DBSCAN,"(500.0, 150.0)",0.4408510638297872,0.49427480916030536,0.3978494623655914
Zheng DBSCAN,"(500.0, 200.0)",0.4427184466019417,0.6015831134564644,0.35023041474654376
Zheng DBSCAN,"(500.0, 250.0)",0.407826982492276,0.61875,0.30414746543778803
Zheng DBSCAN,"(600.0, 60.0)",0.32446226759022967,0.2127151051625239,0.6835637480798771
Zheng DBSCAN,"(600.0, 120.0)",0.40903054448871184,0.36023391812865496,0.4731182795698925
Zheng DBSCAN,"(600.0, 180.0)",0.39273356401384085,0.4495049504950495,0.3486943164362519
Zheng DBSCAN,"(600.0, 240.0)",0.36852589641434264,0.5240793201133145,0.28417818740399386
Zheng DBSCAN,"(600.0, 300.0)",0.336864406779661,0.5426621160409556,0.24423963133640553
