Algorithm,Log Source,Log,MRID,Epsilon,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Zheng DBSCAN,without_noise,log_25_1692952268,300,60.0,"[978.0, 1268.0, 1360.0, 1449.0, 1905.0, 2238.0, 3734.0, 3805.0, 4034.0, 4245.0, 4334.5, 5250.0, 5708.333333333333, 5783.0, 5898.0, 6052.0, 6446.5, 6754.0, 7613.0, 7806.5, 7946.0, 8045.0, 8165.0, 8270.0, 8524.0, 8680.5, 8986.5, 9478.0, 9570.5, 10223.35, 10723.227272727272, 11026.5, 11113.0, 11206.5, 11294.5, 11384.0, 11505.5, 11634.0, 11803.0]","[1268, 1983, 3460, 4362, 5712, 6676, 7809, 8764, 10077, 10808]",0.3673469387755102,56.03215488215503,00:00:00,0.9732547607272863,8.086869636288212e-05
