Category,Parameter,F1,Precision,Recall
LCDD,"(400.0, 400.0, 150.0)",0.4914229701029244,0.36084452975047987,0.7700972862263185
LCDD,"(400.0, 400.0, 200.0)",0.4914229701029244,0.36084452975047987,0.7700972862263185
LCDD,"(600.0, 600.0, 5.0)",0.47988013698630133,0.4122839279146745,0.5739887352790578
LCDD,"(600.0, 600.0, 10.0)",0.47988013698630133,0.4122839279146745,0.5739887352790578
LCDD,"(600.0, 600.0, 20.0)",0.47988013698630133,0.4122839279146745,0.5739887352790578
LCDD,"(600.0, 600.0, 50.0)",0.47988013698630133,0.4122839279146745,0.5739887352790578
LCDD,"(600.0, 600.0, 100.0)",0.47988013698630133,0.4122839279146745,0.5739887352790578
LCDD,"(600.0, 600.0, 150.0)",0.47988013698630133,0.4122839279146745,0.5739887352790578
LCDD,"(600.0, 600.0, 200.0)",0.47988013698630133,0.4122839279146745,0.5739887352790578
LCDD,"(800.0, 800.0, 5.0)",0.43692460811147055,0.4249757986447241,0.4495647721454173
LCDD,"(800.0, 800.0, 10.0)",0.43692460811147055,0.4249757986447241,0.4495647721454173
LCDD,"(800.0, 800.0, 20.0)",0.43692460811147055,0.4249757986447241,0.4495647721454173
LCDD,"(800.0, 800.0, 50.0)",0.43692460811147055,0.4249757986447241,0.4495647721454173
LCDD,"(800.0, 800.0, 100.0)",0.43692460811147055,0.4249757986447241,0.4495647721454173
LCDD,"(800.0, 800.0, 150.0)",0.43692460811147055,0.4249757986447241,0.4495647721454173
LCDD,"(800.0, 800.0, 200.0)",0.43692460811147055,0.4249757986447241,0.4495647721454173
LCDD,"(1200.0, 1200.0, 5.0)",0.4087227414330218,0.5218774860779634,0.3358934971838198
LCDD,"(1200.0, 1200.0, 10.0)",0.4087227414330218,0.5218774860779634,0.3358934971838198
LCDD,"(1200.0, 1200.0, 20.0)",0.4087227414330218,0.5218774860779634,0.3358934971838198
LCDD,"(1200.0, 1200.0, 50.0)",0.4087227414330218,0.5218774860779634,0.3358934971838198
LCDD,"(1200.0, 1200.0, 100.0)",0.4087227414330218,0.5218774860779634,0.3358934971838198
LCDD,"(1200.0, 1200.0, 150.0)",0.4087227414330218,0.5218774860779634,0.3358934971838198
LCDD,"(1200.0, 1200.0, 200.0)",0.4087227414330218,0.5218774860779634,0.3358934971838198
Maaradji Runs,"(50.0, 2.0)",0.16465116279069766,0.8984771573604061,0.09062980030721966
Maaradji Runs,"(100.0, 2.0)",0.22895927601809954,0.9844357976653697,0.1295442908346134
Maaradji Runs,"(150.0, 2.0)",0.3143955574540795,0.9484536082474226,0.18842805939580134
Maaradji Runs,"(200.0, 2.0)",0.31806615776081426,0.9259259259259259,0.19201228878648233
Maaradji Runs,"(250.0, 2.0)",0.32869785082174463,0.9285714285714286,0.19969278033794163
Maaradji Runs,"(300.0, 2.0)",0.3341772151898734,0.9496402877697842,0.20276497695852536
Maaradji Runs,"(350.0, 2.0)",0.3397813288477712,0.9505882352941176,0.20686123911930362
Maaradji Runs,"(400.0, 2.0)",0.3436454849498327,0.9362186788154897,0.21044546850998463
Martjushev ADWIN J,"(100.0, 400.0, 0.4, 10.0)",0.43703941044537004,0.583904109589041,0.3492063492063492
Martjushev ADWIN J,"(100.0, 400.0, 0.4, 20.0)",0.44991789819376027,0.6272893772893773,0.3507424475166411
Martjushev ADWIN J,"(100.0, 400.0, 0.4, 50.0)",0.4566178972439605,0.6805273833671399,0.34357398873527906
Martjushev ADWIN J,"(100.0, 500.0, 0.4, 10.0)",0.4517571884984026,0.6006796941376381,0.36200716845878134
Martjushev ADWIN J,"(100.0, 500.0, 0.4, 20.0)",0.46083550913838117,0.6354635463546354,0.3614951356886841
Martjushev ADWIN J,"(100.0, 500.0, 0.4, 50.0)",0.4709851551956815,0.6904055390702275,0.3573988735279058
Martjushev ADWIN J,"(100.0, 600.0, 0.4, 10.0)",0.4448681283762313,0.5862646566164154,0.35842293906810035
Martjushev ADWIN J,"(100.0, 600.0, 0.4, 20.0)",0.4586857514638906,0.6289027653880463,0.36098310291858676
Martjushev ADWIN J,"(100.0, 600.0, 0.4, 50.0)",0.4528936742934051,0.6604514229636899,0.34459805427547363
Martjushev ADWIN J,"(100.0, 700.0, 0.4, 10.0)",0.4778481012658228,0.6255178127589064,0.3865847414234511
Martjushev ADWIN J,"(100.0, 700.0, 0.4, 20.0)",0.48320413436692505,0.6544181977252843,0.3830005120327701
Martjushev ADWIN J,"(100.0, 700.0, 0.4, 50.0)",0.47759197324414715,0.6885245901639344,0.3655913978494624
Martjushev ADWIN J,"(200.0, 400.0, 0.4, 10.0)",0.4530349270939302,0.6706827309236948,0.3420378904249872
Martjushev ADWIN J,"(200.0, 400.0, 0.4, 20.0)",0.45535714285714285,0.6913451511991658,0.33947772657450076
Martjushev ADWIN J,"(200.0, 400.0, 0.4, 50.0)",0.46587743732590525,0.7279651795429815,0.3425499231950845
Martjushev ADWIN J,"(200.0, 500.0, 0.4, 10.0)",0.4613827993254637,0.6758893280632411,0.35023041474654376
Martjushev ADWIN J,"(200.0, 500.0, 0.4, 20.0)",0.4612771739130435,0.6851664984863775,0.34767025089605735
Martjushev ADWIN J,"(200.0, 500.0, 0.4, 50.0)",0.476551724137931,0.7296726504751848,0.3538146441372248
Martjushev ADWIN J,"(200.0, 600.0, 0.4, 10.0)",0.45436241610738254,0.6592015579357352,0.3466461853558628
Martjushev ADWIN J,"(200.0, 600.0, 0.4, 20.0)",0.45683208701563566,0.679474216380182,0.34408602150537637
Martjushev ADWIN J,"(200.0, 600.0, 0.4, 50.0)",0.4625429553264605,0.703239289446186,0.34459805427547363
Martjushev ADWIN J,"(200.0, 700.0, 0.4, 10.0)",0.47813021702838066,0.6871401151631478,0.36661546338965695
Martjushev ADWIN J,"(200.0, 700.0, 0.4, 20.0)",0.48805116122517667,0.712180746561886,0.3712237583205325
Martjushev ADWIN J,"(200.0, 700.0, 0.4, 50.0)",0.48717071501881626,0.734020618556701,0.3645673323092678
Martjushev ADWIN J,"(300.0, 400.0, 0.4, 10.0)",0.44125874125874126,0.6957001102535832,0.32309267793138763
Martjushev ADWIN J,"(300.0, 400.0, 0.4, 20.0)",0.43502824858757055,0.7007963594994312,0.3154121863799283
Martjushev ADWIN J,"(300.0, 400.0, 0.4, 50.0)",0.443568613400215,0.7386634844868735,0.3169482846902202
Martjushev ADWIN J,"(300.0, 500.0, 0.4, 10.0)",0.4437478230581679,0.6938997821350763,0.32616487455197135
Martjushev ADWIN J,"(300.0, 500.0, 0.4, 20.0)",0.4510698000701508,0.7160356347438753,0.329237071172555
Martjushev ADWIN J,"(300.0, 500.0, 0.4, 50.0)",0.45444877702942216,0.738479262672811,0.32821300563236044
Martjushev ADWIN J,"(300.0, 600.0, 0.4, 10.0)",0.4358974358974359,0.6741693461950696,0.32206861239119305
Martjushev ADWIN J,"(300.0, 600.0, 0.4, 20.0)",0.44289207125392943,0.6967032967032967,0.32462877624167946
Martjushev ADWIN J,"(300.0, 600.0, 0.4, 50.0)",0.4506346967559943,0.7236693091732729,0.3271889400921659
Martjushev ADWIN J,"(300.0, 700.0, 0.4, 10.0)",0.45661157024793386,0.6971608832807571,0.33947772657450076
Martjushev ADWIN J,"(300.0, 700.0, 0.4, 20.0)",0.45881126173096975,0.7142857142857143,0.3379416282642089
Martjushev ADWIN J,"(300.0, 700.0, 0.4, 50.0)",0.47137337548296454,0.7505592841163311,0.34357398873527906
Martjushev ADWIN J,"(400.0, 400.0, 0.4, 10.0)",0.44270462633451957,0.7257876312718786,0.318484383000512
Martjushev ADWIN J,"(400.0, 400.0, 0.4, 20.0)",0.4452397995705082,0.7395957193816884,0.318484383000512
Martjushev ADWIN J,"(400.0, 400.0, 0.4, 50.0)",0.444927536231884,0.7608426270136307,0.3143881208397337
Martjushev ADWIN J,"(400.0, 500.0, 0.4, 10.0)",0.45293701344656756,0.7331042382588774,0.3277009728622632
Martjushev ADWIN J,"(400.0, 500.0, 0.4, 20.0)",0.45706174591909154,0.7445086705202312,0.32974910394265233
Martjushev ADWIN J,"(400.0, 500.0, 0.4, 50.0)",0.45575062701540664,0.7589498806682577,0.32565284178187404
Martjushev ADWIN J,"(400.0, 600.0, 0.4, 10.0)",0.4482029598308668,0.7186440677966102,0.32565284178187404
Martjushev ADWIN J,"(400.0, 600.0, 0.4, 20.0)",0.4524822695035461,0.7358708189158016,0.3266769073220686
Martjushev ADWIN J,"(400.0, 600.0, 0.4, 50.0)",0.4564285714285714,0.7544273907910272,0.3271889400921659
Martjushev ADWIN J,"(400.0, 700.0, 0.4, 10.0)",0.4769553072625698,0.7497255762897914,0.3497183819764465
Martjushev ADWIN J,"(400.0, 700.0, 0.4, 20.0)",0.47058823529411764,0.7539503386004515,0.3420378904249872
Martjushev ADWIN J,"(400.0, 700.0, 0.4, 50.0)",0.4767977329082536,0.7735632183908046,0.34459805427547363
Process Graph Metrics,"(100.0, 400.0, 0.0001)",0.4890343698854337,0.677858439201452,0.3824884792626728
Process Graph Metrics,"(100.0, 400.0, 0.005)",0.5256849315068494,0.5938104448742747,0.4715821812596006
Process Graph Metrics,"(100.0, 400.0, 0.05)",0.5172932330827067,0.5066273932253313,0.5284178187403994
Process Graph Metrics,"(100.0, 400.0, 0.1)",0.5256379680419747,0.4919642857142857,0.5642601126472094
Process Graph Metrics,"(100.0, 500.0, 0.0001)",0.49402647723603493,0.6687062937062938,0.391705069124424
Process Graph Metrics,"(100.0, 500.0, 0.005)",0.5063731170336037,0.5830553702468312,0.44751664106502814
Process Graph Metrics,"(100.0, 500.0, 0.05)",0.5097839898348158,0.5060544904137235,0.5135688684075781
Process Graph Metrics,"(100.0, 500.0, 0.1)",0.504029304029304,0.48179271708683474,0.5284178187403994
Process Graph Metrics,"(100.0, 600.0, 0.0001)",0.452914798206278,0.6047904191616766,0.36200716845878134
Process Graph Metrics,"(100.0, 600.0, 0.005)",0.4681344148319815,0.5390260173448966,0.41372247823860725
Process Graph Metrics,"(100.0, 600.0, 0.05)",0.4554661126980006,0.46206533192834565,0.44905273937532003
Process Graph Metrics,"(100.0, 600.0, 0.1)",0.4797414864528958,0.46618357487922707,0.4941116231438812
Process Graph Metrics,"(100.0, 700.0, 0.0001)",0.4136191677175284,0.5381460213289582,0.3358934971838198
Process Graph Metrics,"(100.0, 700.0, 0.005)",0.40617715617715616,0.47126436781609193,0.3568868407578085
Process Graph Metrics,"(100.0, 700.0, 0.05)",0.41491344873501995,0.4322974472807991,0.39887352790578595
Process Graph Metrics,"(100.0, 700.0, 0.1)",0.42518480754524596,0.4233502538071066,0.4270353302611367
Process Graph Metrics,"(200.0, 400.0, 0.0001)",0.48968903436988537,0.6787658802177858,0.3830005120327701
Process Graph Metrics,"(200.0, 400.0, 0.005)",0.5208153890324433,0.5928104575163399,0.4644137224782386
Process Graph Metrics,"(200.0, 400.0, 0.05)",0.5234967155128853,0.5167082294264339,0.5304659498207885
Process Graph Metrics,"(200.0, 400.0, 0.1)",0.5205152671755725,0.4872711031710585,0.5586277521761392
Process Graph Metrics,"(200.0, 500.0, 0.0001)",0.500161342368506,0.6762652705061082,0.3968253968253968
Process Graph Metrics,"(200.0, 500.0, 0.005)",0.5036347775516138,0.5827725437415882,0.44342037890424985
Process Graph Metrics,"(200.0, 500.0, 0.05)",0.5135065603293029,0.516028955532575,0.5110087045570917
Process Graph Metrics,"(200.0, 500.0, 0.1)",0.4932449029722427,0.4740321057601511,0.5140809011776754
Process Graph Metrics,"(200.0, 600.0, 0.0001)",0.4499517219182491,0.6057192374350087,0.3579109062980031
Process Graph Metrics,"(200.0, 600.0, 0.005)",0.46350683338179705,0.5363391655450875,0.4080901177675371
Process Graph Metrics,"(200.0, 600.0, 0.05)",0.4614181438998957,0.46999468932554433,0.45314900153609833
Process Graph Metrics,"(200.0, 600.0, 0.1)",0.46679980029955065,0.4554310764734535,0.4787506400409626
Process Graph Metrics,"(200.0, 700.0, 0.0001)",0.4132075471698113,0.5354523227383863,0.33640552995391704
Process Graph Metrics,"(200.0, 700.0, 0.005)",0.40611225389362327,0.476551724137931,0.3538146441372248
Process Graph Metrics,"(200.0, 700.0, 0.05)",0.4110693175711983,0.43244771057094405,0.391705069124424
Process Graph Metrics,"(200.0, 700.0, 0.1)",0.4295647695081123,0.43212435233160623,0.4270353302611367
Process Graph Metrics,"(300.0, 400.0, 0.0001)",0.485067279291106,0.6755027422303473,0.3783922171018945
Process Graph Metrics,"(300.0, 400.0, 0.005)",0.521613832853026,0.5965721819380356,0.463389656938044
Process Graph Metrics,"(300.0, 400.0, 0.05)",0.5296502787633046,0.5243351731058705,0.5350742447516641
Process Graph Metrics,"(300.0, 400.0, 0.1)",0.5365736284889318,0.5061280072628235,0.5709165386584741
Process Graph Metrics,"(300.0, 500.0, 0.0001)",0.5006451612903227,0.6765475152571927,0.3973374295954941
Process Graph Metrics,"(300.0, 500.0, 0.005)",0.510713237452304,0.5983493810178817,0.445468509984639
Process Graph Metrics,"(300.0, 500.0, 0.05)",0.5158791634391944,0.5203125,0.511520737327189
Process Graph Metrics,"(300.0, 500.0, 0.1)",0.5114087301587301,0.4959114959114959,0.5279057859703021
Process Graph Metrics,"(300.0, 600.0, 0.0001)",0.44773238983596014,0.6020761245674741,0.3563748079877112
Process Graph Metrics,"(300.0, 600.0, 0.005)",0.4549956306437518,0.5277027027027027,0.3998975934459805
Process Graph Metrics,"(300.0, 600.0, 0.05)",0.4584770496152826,0.47577092511013214,0.4423963133640553
Process Graph Metrics,"(300.0, 600.0, 0.1)",0.4773245502913605,0.4724172517552658,0.4823348694316436
Process Graph Metrics,"(300.0, 700.0, 0.0001)",0.4111146195137354,0.5362438220757826,0.3333333333333333
Process Graph Metrics,"(300.0, 700.0, 0.005)",0.40106477373558114,0.47478991596638653,0.34715821812596004
Process Graph Metrics,"(300.0, 700.0, 0.05)",0.4155985819470957,0.44457409568261375,0.3901689708141321
Process Graph Metrics,"(300.0, 700.0, 0.1)",0.4231073595357426,0.4363438520130577,0.4106502816180235
Process Graph Metrics,"(400.0, 400.0, 0.0001)",0.4843904042063753,0.6761467889908257,0.37736815156169995
Process Graph Metrics,"(400.0, 400.0, 0.005)",0.5242944428280477,0.6071428571428571,0.46134152585765487
Process Graph Metrics,"(400.0, 400.0, 0.05)",0.5182741116751269,0.513839959738299,0.5227854582693292
Process Graph Metrics,"(400.0, 400.0, 0.1)",0.5237866410379625,0.4934359438660027,0.558115719406042
Process Graph Metrics,"(400.0, 500.0, 0.0001)",0.49756414420266315,0.6802841918294849,0.39221710189452125
Process Graph Metrics,"(400.0, 500.0, 0.005)",0.5045628495731528,0.5934903047091413,0.4388120839733743
Process Graph Metrics,"(400.0, 500.0, 0.05)",0.5124740124740125,0.5203166226912929,0.5048643113159242
Process Graph Metrics,"(400.0, 500.0, 0.1)",0.5063480209111276,0.49273255813953487,0.5207373271889401
Process Graph Metrics,"(400.0, 600.0, 0.0001)",0.4447325769854133,0.6060070671378092,0.35125448028673834
Process Graph Metrics,"(400.0, 600.0, 0.005)",0.4516886930983847,0.5296143250688705,0.3937532002048131
Process Graph Metrics,"(400.0, 600.0, 0.05)",0.45257021727609964,0.46897309170785284,0.43727598566308246
Process Graph Metrics,"(400.0, 600.0, 0.1)",0.47720906544435954,0.4746707193515704,0.4797747055811572
Process Graph Metrics,"(400.0, 700.0, 0.0001)",0.40518331226295823,0.5293146160198183,0.32821300563236044
Process Graph Metrics,"(400.0, 700.0, 0.005)",0.4045010364228605,0.47963483146067415,0.3497183819764465
Process Graph Metrics,"(400.0, 700.0, 0.05)",0.40934065934065933,0.44161232957913454,0.38146441372247825
Process Graph Metrics,"(400.0, 700.0, 0.1)",0.4215581643543223,0.4401114206128134,0.40450588837685614
Zheng DBSCAN,"(300.0, 30.0)",0.21570432723924768,0.12374556704142459,0.8397337429595494
Zheng DBSCAN,"(300.0, 60.0)",0.3374631268436578,0.23700020716801326,0.5857654889912954
Zheng DBSCAN,"(300.0, 90.0)",0.39239676644090016,0.34222560975609756,0.45980542754736303
Zheng DBSCAN,"(300.0, 120.0)",0.39644970414201186,0.41756373937677055,0.37736815156169995
Zheng DBSCAN,"(300.0, 150.0)",0.3928354584092289,0.482475764354959,0.33128520225294417
Zheng DBSCAN,"(400.0, 40.0)",0.2628120893561104,0.15852885225110971,0.7680491551459293
Zheng DBSCAN,"(400.0, 80.0)",0.39062224572536575,0.2978494623655914,0.5673323092677931
Zheng DBSCAN,"(400.0, 120.0)",0.42808219178082196,0.4098360655737705,0.44802867383512546
Zheng DBSCAN,"(400.0, 160.0)",0.418997668997669,0.4861392832995267,0.3681515616999488
Zheng DBSCAN,"(400.0, 200.0)",0.39936,0.5324232081911263,0.3195084485407066
Zheng DBSCAN,"(500.0, 50.0)",0.30820662137388116,0.19521857923497268,0.731694828469022
Zheng DBSCAN,"(500.0, 100.0)",0.42397602397602396,0.34764089121887287,0.5432667690732207
Zheng DBSCAN,"(500.0, 150.0)",0.4401260504201681,0.4517520215633423,0.42908346134152586
Zheng DBSCAN,"(500.0, 200.0)",0.4273033363942455,0.5312024353120244,0.3573988735279058
Zheng DBSCAN,"(500.0, 250.0)",0.41064891846921797,0.5865019011406845,0.3159242191500256
Zheng DBSCAN,"(600.0, 60.0)",0.35121328224776505,0.23396290624468266,0.7040450588837686
Zheng DBSCAN,"(600.0, 120.0)",0.4490861618798956,0.3904653802497162,0.5284178187403994
Zheng DBSCAN,"(600.0, 180.0)",0.4522752497225305,0.49364021804966685,0.4173067076292883
Zheng DBSCAN,"(600.0, 240.0)",0.428752374920836,0.5618257261410788,0.3466461853558628
Zheng DBSCAN,"(600.0, 300.0)",0.40543293718166384,0.6018145161290323,0.30568356374807987
