Algorithm,Log Source,Log,P-Value,Window Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Martjushev J,with_noise_10,log_46_1692952395,0.55,150,"[1352, 2619, 3910, 4800]","[1416, 2620, 3913]",0.8571428571428571,22.666666666666668,00:02:31,151.99591779708862,0.02840514255224979
