Algorithm,Log Source,Log,P-Value,Window Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Martjushev J,without_noise,log_77_1692952527,0.55,400,"[999, 1499, 2616, 3616, 5008, 6330, 6531, 7623, 8269, 9323, 10288]","[1150, 2081, 3258, 3936, 4990, 6332, 7232, 8267, 9297, 10336]",0.5714285714285713,41.166666666666664,00:22:27,1347.3633414637297,0.11723338914676149
