Algorithm,Log Source,Log,P-Value,Window Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Martjushev J,with_noise_10,log_93_1692952613,0.55,550,"[1060, 1266, 2735, 5313, 6442]","[1019, 1564, 2739, 4083, 5315, 6443]",0.7272727272727272,12.0,00:04:13,253.45134711638093,0.033152563389977886
