Algorithm,Log Source,Log,P-Value,Window Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Martjushev J,with_noise_10,log_3_1692952167,0.55,500,"[902, 1965]","[1035, 1760]",0.5,133.0,00:00:52,52.78205885924399,0.01717606861674064
