Algorithm,Log Source,Log,MRID,Epsilon,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Zheng DBSCAN,without_noise,log_15_1687181933,300,90.0,"[956.0, 1344.0]","[957, 1345]",1.0,1.0,00:00:00,0.2200026987120509,8.368303488476641e-05
Zheng DBSCAN,with_noise_20,log_15_1687181933,400,120.0,[],"[957, 1345]",,,00:00:00,0.2766928169876337,0.000105246411939
Zheng DBSCAN,with_noise_20,log_15_1687181933,400,160.0,[],"[957, 1345]",,,00:00:00,0.2766928169876337,0.000105246411939
Zheng DBSCAN,with_noise_20,log_15_1687181933,400,200.0,[],"[957, 1345]",,,00:00:00,0.2766928169876337,0.000105246411939
Zheng DBSCAN,with_noise_20,log_15_1687181933,400,40.0,[],"[957, 1345]",,,00:00:00,0.2766928169876337,0.000105246411939
Zheng DBSCAN,with_noise_20,log_15_1687181933,400,80.0,[],"[957, 1345]",,,00:00:00,0.2766928169876337,0.000105246411939
Zheng DBSCAN,without_noise,log_15_1687181933,600,120.0,"[956.0, 1344.0]","[957, 1345]",1.0,1.0,00:00:00,0.1108897160738706,4.217942794745936e-05
Zheng DBSCAN,without_noise,log_15_1687181933,600,180.0,"[956.0, 1344.0]","[957, 1345]",1.0,1.0,00:00:00,0.1108897160738706,4.217942794745936e-05
Zheng DBSCAN,without_noise,log_15_1687181933,600,240.0,"[956.0, 1344.0]","[957, 1345]",1.0,1.0,00:00:00,0.1108897160738706,4.217942794745936e-05
Zheng DBSCAN,without_noise,log_15_1687181933,600,300.0,"[956.0, 1344.0]","[957, 1345]",1.0,1.0,00:00:00,0.1108897160738706,4.217942794745936e-05
