Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Earth Mover's Distance,without_noise,log_49_1687181999,300,2,"[726, 766]","[605, 889]",1.0,122.0,00:00:00,0.233532047830522,0.0001269195912122
Earth Mover's Distance,without_noise,log_49_1687181999,400,2,"[726, 766]","[605, 889]",1.0,122.0,00:00:00,0.2391151143237948,0.0001299538664803
Earth Mover's Distance,with_noise_10,log_49_1687181999,500,2,[766],"[605, 889]",0.6666666666666666,123.0,00:00:17,17.09212067630142,0.009289196019729
Earth Mover's Distance,with_noise_10,log_4_1687181921,100,2,[1382],"[1313, 1543]",0.6666666666666666,69.0,00:00:03,3.857429303228855,0.001463920039176
Earth Mover's Distance,with_noise_20,log_4_1687181921,300,2,"[436, 1412, 2168]","[1313, 1543]",0.4,99.0,00:01:00,60.118336437270045,0.022815307945833
Earth Mover's Distance,without_noise,log_4_1687181921,400,2,"[876, 1444]","[1313, 1543]",0.5,99.0,00:00:00,0.3377733193337917,0.0001281872179634
Earth Mover's Distance,without_noise,log_4_1687181921,500,2,[1410],"[1313, 1543]",0.6666666666666666,97.0,00:00:00,0.3684936724603176,0.0001398457960001
Earth Mover's Distance,with_noise_10,log_50_1687182000,100,2,"[1316, 2216, 3760]","[1406, 1636, 2269, 2506, 3766]",0.7499999999999999,49.66666666666666,00:02:46,166.500188998878,0.0317324545452407
Earth Mover's Distance,with_noise_10,log_50_1687182000,200,2,"[1502, 2418, 2658, 3766, 4640]","[1406, 1636, 2269, 2506, 3766]",0.8000000000000002,99.25,00:05:47,347.557799317874,0.066239336633862
Earth Mover's Distance,with_noise_10,log_50_1687182000,400,2,"[1460, 2214, 3764]","[1406, 1636, 2269, 2506, 3766]",0.7499999999999999,37.0,00:11:25,685.8787427861243,0.1307182662066179
Earth Mover's Distance,with_noise_10,log_50_1687182000,500,2,"[1460, 2658, 2902, 3764]","[1406, 1636, 2269, 2506, 3766]",0.6666666666666665,69.33333333333333,00:14:47,887.0309355556965,0.1690548762255949
Earth Mover's Distance,with_noise_20,log_50_1687182000,600,2,"[1494, 2674, 3762]","[1406, 1636, 2269, 2506, 3766]",0.7499999999999999,86.66666666666667,00:27:11,1631.2299800235778,0.3108881227412955
Earth Mover's Distance,without_noise,log_51_1687182003,100,2,[868],[882],1.0,14.0,00:00:15,15.788386188447475,0.0066589566378943
Earth Mover's Distance,with_noise_20,log_51_1687182003,200,2,[890],[882],1.0,8.0,00:01:30,90.93113677483052,0.0383513862399116
Earth Mover's Distance,without_noise,log_51_1687182003,400,2,[890],[882],1.0,8.0,00:00:53,53.75508501380682,0.0226719042656291
Earth Mover's Distance,without_noise,log_51_1687182003,500,2,[890],[882],1.0,8.0,00:01:03,63.29217575956136,0.0266942959761962
Earth Mover's Distance,with_noise_20,log_52_1687182004,100,2,[],"[1221, 1560]",,,00:00:15,15.411279859952629,0.005236588467534
Earth Mover's Distance,with_noise_10,log_52_1687182004,200,2,"[1428, 2246]","[1221, 1560]",0.5,132.0,00:00:13,13.084695455618204,0.0044460399101658
Earth Mover's Distance,with_noise_20,log_52_1687182004,400,2,"[752, 1432]","[1221, 1560]",0.5,128.0,00:01:36,96.3006758466363,0.0327219421837024
Earth Mover's Distance,with_noise_20,log_52_1687182004,500,2,"[752, 1400]","[1221, 1560]",0.5,160.0,00:01:59,119.55875958595423,0.0406247908888733
Earth Mover's Distance,without_noise,log_53_1687182005,100,2,[1130],"[1024, 1283]",0.6666666666666666,106.0,00:00:01,1.0036713471636176,0.0004204739619453
Earth Mover's Distance,with_noise_20,log_53_1687182005,200,2,"[802, 1068]","[1024, 1283]",0.5,44.0,00:00:38,38.93611482344568,0.0163117364153521
Earth Mover's Distance,with_noise_20,log_53_1687182005,400,2,[1110],"[1024, 1283]",0.6666666666666666,86.0,00:01:37,97.7959214821458,0.0409702226569525
Earth Mover's Distance,without_noise,log_53_1687182005,600,2,[1136],"[1024, 1283]",0.6666666666666666,112.0,00:00:02,2.429222575388849,0.0010176885527393
Earth Mover's Distance,without_noise,log_54_1687182005,100,2,"[260, 1348, 2986, 3988, 4020]","[1171, 1523, 2987, 3886, 4123]",0.8000000000000002,95.25,00:00:00,0.5262591689825058,0.0001091371150938
Earth Mover's Distance,with_noise_10,log_54_1687182005,300,2,"[1312, 2086, 2326, 2988, 4020]","[1171, 1523, 2987, 3886, 4123]",0.6,81.66666666666667,00:00:41,41.273651126772165,0.0085594465215205
Earth Mover's Distance,without_noise,log_54_1687182005,400,2,"[1346, 2026, 2442, 2988, 4020]","[1171, 1523, 2987, 3886, 4123]",0.6,93.0,00:00:00,0.4885598570108413,0.000101318925137
Earth Mover's Distance,with_noise_20,log_54_1687182005,600,2,"[1312, 2986, 4020]","[1171, 1523, 2987, 3886, 4123]",0.7499999999999999,81.66666666666667,00:05:51,351.7635330464691,0.07294971651731
Earth Mover's Distance,without_noise,log_55_1687182006,100,2,[1360],"[1185, 1392]",0.6666666666666666,32.0,00:00:00,0.2851041741669178,0.0001035989004966
Earth Mover's Distance,without_noise,log_55_1687182006,200,2,[1262],"[1185, 1392]",0.6666666666666666,77.0,00:00:00,0.2941292719915509,0.0001068783691829
Earth Mover's Distance,with_noise_10,log_55_1687182006,400,2,[1260],"[1185, 1392]",0.6666666666666666,75.0,00:00:23,23.687814954668283,0.0086074908992253
Earth Mover's Distance,with_noise_20,log_55_1687182006,500,2,[1166],"[1185, 1392]",0.6666666666666666,19.0,00:01:34,94.96110064908862,0.0345062138986513
Earth Mover's Distance,with_noise_10,log_55_1687182006,600,2,[1264],"[1185, 1392]",0.6666666666666666,79.0,00:00:35,35.04422344826162,0.0127340928227694
Earth Mover's Distance,with_noise_20,log_56_1687182007,100,2,"[1308, 2230]","[999, 1336]",0.5,28.0,00:01:39,99.12509007845074,0.0367947624641613
Earth Mover's Distance,without_noise,log_56_1687182007,300,2,"[506, 1532, 1834, 2230]","[999, 1336]",0.3333333333333333,196.0,00:02:48,168.65849296655506,0.0626052312422253
Earth Mover's Distance,with_noise_10,log_56_1687182007,400,2,"[894, 1624, 1854]","[999, 1336]",0.4,105.0,00:05:25,325.0033286679536,0.1206396914134942
Earth Mover's Distance,with_noise_20,log_56_1687182007,500,2,[1446],"[999, 1336]",0.6666666666666666,110.0,00:10:43,643.6743497848511,0.2389288603507242
Earth Mover's Distance,with_noise_20,log_57_1687182008,100,2,"[1336, 1890, 2608, 3602, 4368, 5024]","[1216, 1576, 2324, 2698, 4174, 4390]",0.5,77.33333333333333,00:00:41,41.52877312619239,0.0073346473200622
Earth Mover's Distance,with_noise_20,log_57_1687182008,300,2,"[1416, 2582, 3584, 4308]","[1216, 1576, 2324, 2698, 4174, 4390]",0.6,119.33333333333331,00:02:37,157.2038004649803,0.0277647121979831
Earth Mover's Distance,with_noise_20,log_57_1687182008,400,2,"[458, 1416, 2524, 3636, 4308]","[1216, 1576, 2324, 2698, 4174, 4390]",0.5454545454545454,138.66666666666666,00:03:31,211.9198423847556,0.037428442667742
Earth Mover's Distance,with_noise_20,log_58_1687182010,100,2,[560],[566],1.0,6.0,00:00:09,9.953454392962158,0.0060105400923684
Earth Mover's Distance,without_noise,log_58_1687182010,300,2,"[566, 1034]",[566],0.6666666666666666,0.0,00:00:00,0.3371933568269014,0.0002036191768278
Earth Mover's Distance,with_noise_20,log_58_1687182010,500,2,[],[566],,,00:00:43,43.64457914792001,0.0263554221907729
Earth Mover's Distance,with_noise_10,log_58_1687182010,600,2,[],[566],,,00:00:14,14.206401106901469,0.0085787446297714
Earth Mover's Distance,without_noise,log_59_1687182010,100,2,"[2050, 3104]","[788, 1187, 2051, 3036, 3241]",0.5714285714285715,34.5,00:08:21,501.3036950584501,0.1297369811227872
Earth Mover's Distance,with_noise_10,log_59_1687182010,300,2,"[932, 1586, 2050, 3128]","[788, 1187, 2051, 3036, 3241]",0.6666666666666665,79.0,00:28:37,1717.8608554163948,0.4445809667226694
Earth Mover's Distance,without_noise,log_59_1687182010,500,2,"[970, 2050, 3128]","[788, 1187, 2051, 3036, 3241]",0.7499999999999999,91.66666666666669,00:38:47,2327.9055001232773,0.6024600155598544
Earth Mover's Distance,with_noise_10,log_5_1687181922,100,2,"[378, 1254]","[689, 980]",,,00:01:05,65.23263532016426,0.0384399736712812
Earth Mover's Distance,without_noise,log_5_1687181922,200,2,"[834, 1318]","[689, 980]",0.5,145.0,00:02:13,133.01891569327563,0.0783847470201977
Earth Mover's Distance,with_noise_20,log_5_1687181922,300,2,[834],"[689, 980]",0.6666666666666666,145.0,00:04:01,241.71502855420115,0.1424366697431945
Earth Mover's Distance,with_noise_20,log_5_1687181922,400,2,[806],"[689, 980]",0.6666666666666666,117.0,00:05:29,329.4682057155296,0.1941474400209367
Earth Mover's Distance,with_noise_10,log_5_1687181922,500,2,[756],"[689, 980]",0.6666666666666666,67.0,00:05:14,314.3648541746661,0.1852474096491845
Earth Mover's Distance,with_noise_10,log_60_1687182015,200,2,[696],[694],1.0,2.0,00:02:33,153.79725344944745,0.0723751780938576
Earth Mover's Distance,with_noise_20,log_60_1687182015,300,2,"[688, 1200]",[694],0.6666666666666666,6.0,00:05:29,329.621871965006,0.1551161750423557
Earth Mover's Distance,with_noise_20,log_60_1687182015,500,2,[696],[694],1.0,2.0,00:08:41,521.1199586614966,0.2452329217230572
Earth Mover's Distance,without_noise,log_61_1687182016,100,2,[1390],"[1128, 1415]",0.6666666666666666,25.0,00:00:00,0.1862866235896945,7.248506754462821e-05
Earth Mover's Distance,with_noise_20,log_61_1687182016,400,2,"[1270, 2012]","[1128, 1415]",0.5,142.0,00:01:13,73.69702897313982,0.0286758867599765
Earth Mover's Distance,with_noise_10,log_61_1687182016,600,2,[1126],"[1128, 1415]",0.6666666666666666,2.0,00:00:35,35.39319980330765,0.0137716730752169
Earth Mover's Distance,with_noise_20,log_62_1687182017,200,2,[538],[540],1.0,2.0,00:00:46,46.56296099349856,0.0290292774273681
Earth Mover's Distance,with_noise_10,log_62_1687182017,300,2,[538],[540],1.0,2.0,00:00:54,54.20352109055966,0.0337927188843888
Earth Mover's Distance,without_noise,log_62_1687182017,400,2,[538],[540],1.0,2.0,00:00:39,39.43661364261061,0.0245864174829243
Earth Mover's Distance,with_noise_10,log_62_1687182017,500,2,[],[540],,,00:01:18,78.96168010681868,0.0492279801164705
Earth Mover's Distance,with_noise_20,log_62_1687182017,600,2,[],[540],,,00:01:50,110.51726022083312,0.0689010350503947
Earth Mover's Distance,without_noise,log_63_1687182017,100,2,"[1732, 2706, 3780]","[727, 968, 1760, 2588, 2871]",0.5,73.0,00:00:08,8.955762107856572,0.0021087266559586
Earth Mover's Distance,with_noise_10,log_63_1687182017,200,2,"[486, 866, 1758, 2710, 3658]","[727, 968, 1760, 2588, 2871]",0.6,75.33333333333333,00:00:57,57.56755580473691,0.0135548753955113
Earth Mover's Distance,without_noise,log_63_1687182017,300,2,"[866, 1760, 2828, 3328, 3584]","[727, 968, 1760, 2588, 2871]",0.6,48.333333333333336,00:00:26,26.331215131096545,0.0061999564707079
Earth Mover's Distance,with_noise_10,log_63_1687182017,400,2,"[866, 1736, 2710, 3656]","[727, 968, 1760, 2588, 2871]",0.6666666666666665,82.66666666666667,00:02:19,139.1162090068683,0.0327563477765171
Earth Mover's Distance,without_noise,log_64_1687182018,300,2,[1364],[1359],1.0,5.0,00:07:54,474.3692901208997,0.2403086576093716
Earth Mover's Distance,with_noise_10,log_64_1687182018,400,2,"[622, 1338]",[1359],0.6666666666666666,21.0,00:11:53,713.0026861047372,0.3611969027886206
Earth Mover's Distance,without_noise,log_64_1687182018,600,2,[],[1359],,,00:11:04,664.8240602463484,0.3367903040761643
Earth Mover's Distance,without_noise,log_65_1687182020,100,2,"[910, 1500, 2142]","[909, 1496, 2099, 2410]",0.8571428571428571,16.0,00:00:38,38.72052857093513,0.0126579040768012
Earth Mover's Distance,without_noise,log_65_1687182020,200,2,"[838, 1500, 2100, 2646]","[909, 1496, 2099, 2410]",0.75,25.33333333333333,00:01:18,78.89130632020533,0.0257899007257944
Earth Mover's Distance,with_noise_10,log_65_1687182020,400,2,"[914, 1500, 2306]","[909, 1496, 2099, 2410]",0.8571428571428571,37.66666666666666,00:04:42,282.7650026669726,0.0924370718100596
Earth Mover's Distance,without_noise,log_65_1687182020,600,2,"[1502, 2180]","[909, 1496, 2099, 2410]",0.6666666666666666,43.5,00:03:55,235.81568898726252,0.0770891431798831
Earth Mover's Distance,with_noise_20,log_66_1687182022,100,2,[],"[846, 1221]",,,00:00:36,36.26025552954525,0.0209596852771937
Earth Mover's Distance,with_noise_20,log_66_1687182022,200,2,"[564, 1096]","[846, 1221]",0.5,125.0,00:01:32,92.70975202694537,0.0535894520386967
Earth Mover's Distance,with_noise_20,log_66_1687182022,300,2,[560],"[846, 1221]",,,00:02:22,142.5640492979437,0.0824069649121062
Earth Mover's Distance,with_noise_20,log_66_1687182022,400,2,[1014],"[846, 1221]",0.6666666666666666,168.0,00:03:00,180.18490745685995,0.1041531256976069
Earth Mover's Distance,with_noise_20,log_66_1687182022,600,2,[],"[846, 1221]",,,00:03:16,196.16448540147397,0.1133898759546092
Earth Mover's Distance,with_noise_20,log_67_1687182023,100,2,"[2288, 3128]","[933, 1145, 2289, 3129]",0.6666666666666666,1.0,00:00:20,20.734976657666262,0.0046647866496437
Earth Mover's Distance,with_noise_20,log_67_1687182023,300,2,"[474, 1050, 2290, 3128]","[933, 1145, 2289, 3129]",0.75,32.333333333333336,00:01:19,79.97456827480346,0.0179920288582235
Earth Mover's Distance,without_noise,log_67_1687182023,400,2,"[910, 2334, 3128]","[933, 1145, 2289, 3129]",0.8571428571428571,23.0,00:00:00,0.6815095683559775,0.0001533204878191
Earth Mover's Distance,with_noise_20,log_67_1687182023,500,2,"[1032, 2288, 3128]","[933, 1145, 2289, 3129]",0.8571428571428571,33.666666666666664,00:02:48,168.89804033283144,0.0379973094112106
Earth Mover's Distance,with_noise_10,log_68_1687182024,200,2,"[1012, 1884, 3058, 3498, 3778]","[896, 1272, 1818, 2030, 2923, 3240]",0.5454545454545454,105.66666666666669,00:05:09,309.35826009325683,0.068487549279003
Earth Mover's Distance,with_noise_20,log_68_1687182024,300,2,"[1068, 1886, 3076]","[896, 1272, 1818, 2030, 2923, 3240]",0.6666666666666666,131.0,00:11:24,684.7412243653089,0.1515920355026143
Earth Mover's Distance,without_noise,log_68_1687182024,400,2,"[1068, 1922, 3076, 3798]","[896, 1272, 1818, 2030, 2923, 3240]",0.6,143.0,00:07:03,423.72612958494574,0.0938069802047699
Earth Mover's Distance,with_noise_10,log_68_1687182024,600,2,"[1068, 1884, 3058]","[896, 1272, 1818, 2030, 2923, 3240]",0.6666666666666666,124.33333333333331,00:17:50,1070.3233584016562,0.2369544738546947
Earth Mover's Distance,with_noise_10,log_69_1687182027,100,2,"[3214, 3910]","[1354, 1741, 2389, 2676, 3199]",0.2857142857142857,15.0,00:03:05,185.33858950063583,0.043877506984052
Earth Mover's Distance,with_noise_10,log_69_1687182027,500,2,"[1494, 2608, 3196]","[1354, 1741, 2389, 2676, 3199]",0.7499999999999999,70.33333333333333,00:17:46,1066.583411347121,0.2525055424590722
Earth Mover's Distance,without_noise,log_69_1687182027,600,2,"[1464, 2598, 3200]","[1354, 1741, 2389, 2676, 3199]",0.7499999999999999,63.0,00:14:38,878.7056897683069,0.2080269151913605
Earth Mover's Distance,with_noise_10,log_6_1687181923,100,2,"[492, 2028, 3122]","[923, 1989, 3141]",0.6666666666666666,29.0,00:02:19,139.85790879279375,0.0317786659379217
Earth Mover's Distance,with_noise_20,log_6_1687181923,200,2,"[1976, 2500, 3122, 3472]","[923, 1989, 3141]",0.5714285714285715,16.0,00:06:47,407.21962156519294,0.092528884700112
Earth Mover's Distance,with_noise_20,log_6_1687181923,400,2,"[872, 1982, 2680, 3138]","[923, 1989, 3141]",0.8571428571428571,20.33333333333333,00:16:27,987.3250627107918,0.2243410730994755
Earth Mover's Distance,with_noise_20,log_6_1687181923,500,2,"[1976, 3120]","[923, 1989, 3141]",0.8,17.0,00:21:43,1303.9620270878077,0.2962876680499449
Earth Mover's Distance,with_noise_20,log_6_1687181923,600,2,"[1990, 3130]","[923, 1989, 3141]",0.8,6.0,00:26:19,1579.1152594229206,0.3588082843496752
Earth Mover's Distance,without_noise,log_70_1687182031,100,2,[],[608],,,00:00:07,7.157144846394658,0.0048654961566245
Earth Mover's Distance,with_noise_10,log_70_1687182031,600,2,[],[608],,,00:00:41,41.44869779516012,0.0281772248777431
Earth Mover's Distance,with_noise_20,log_71_1687182031,100,2,"[1020, 2096, 3490]","[940, 1158, 1961, 2167, 3303, 3626]",0.6666666666666666,95.66666666666669,00:01:44,104.95903004799038,0.0232673531474152
Earth Mover's Distance,with_noise_10,log_71_1687182031,200,2,"[1048, 2034, 3492]","[940, 1158, 1961, 2167, 3303, 3626]",0.6666666666666666,105.0,00:02:20,140.40727361198515,0.031125531725113
Earth Mover's Distance,with_noise_20,log_71_1687182031,500,2,"[1048, 2052, 3434]","[940, 1158, 1961, 2167, 3303, 3626]",0.6666666666666666,110.0,00:11:11,671.948529066518,0.1489577763392857
Earth Mover's Distance,with_noise_10,log_72_1687182033,100,2,[792],"[661, 974]",0.6666666666666666,131.0,00:01:31,91.2394093759358,0.0602638106842376
Earth Mover's Distance,without_noise,log_72_1687182033,200,2,[792],"[661, 974]",0.6666666666666666,131.0,00:02:03,123.14714664872736,0.0813389343782875
Earth Mover's Distance,with_noise_20,log_72_1687182033,300,2,[792],"[661, 974]",0.6666666666666666,131.0,00:03:59,239.2596819391474,0.1580314940152889
Earth Mover's Distance,without_noise,log_72_1687182033,400,2,[792],"[661, 974]",0.6666666666666666,131.0,00:03:08,188.4596892464906,0.1244779981813015
Earth Mover's Distance,with_noise_10,log_72_1687182033,500,2,[790],"[661, 974]",0.6666666666666666,129.0,00:03:45,225.23218413535503,0.1487663039203137
Earth Mover's Distance,with_noise_10,log_72_1687182033,600,2,[792],"[661, 974]",0.6666666666666666,131.0,00:04:14,254.8789507020265,0.1683480519828444
Earth Mover's Distance,with_noise_10,log_73_1687182035,100,2,"[1472, 2416]","[1478, 2417, 2951, 3283]",0.6666666666666666,3.5,00:00:15,15.483467538841069,0.0034778678209436
Earth Mover's Distance,with_noise_10,log_73_1687182035,300,2,"[438, 758, 1472, 2416, 2956, 3644]","[1478, 2417, 2951, 3283]",0.6,4.0,00:00:48,48.99918262567371,0.0110061057110677
Earth Mover's Distance,with_noise_10,log_73_1687182035,400,2,"[804, 1480, 2410, 2956, 3810]","[1478, 2417, 2951, 3283]",0.6666666666666665,4.666666666666667,00:01:18,78.80107317212969,0.0177001512066778
Earth Mover's Distance,without_noise,log_73_1687182035,600,2,"[828, 1472, 2416]","[1478, 2417, 2951, 3283]",0.5714285714285715,3.5,00:00:01,1.834994176402688,0.000412172995598
Earth Mover's Distance,without_noise,log_74_1687182036,100,2,[],[839],,,00:00:05,5.164129764772952,0.0036807767389686
Earth Mover's Distance,with_noise_20,log_74_1687182036,200,2,[848],[839],1.0,9.0,00:00:45,45.016008196398616,0.032085536847041
Earth Mover's Distance,with_noise_10,log_74_1687182036,300,2,[838],[839],1.0,1.0,00:00:35,35.73561523575336,0.0254708590418769
Earth Mover's Distance,with_noise_20,log_74_1687182036,600,2,[],[839],,,00:00:59,59.831852639094,0.0426456540549493
Earth Mover's Distance,with_noise_20,log_75_1687182036,100,2,[1870],"[1099, 1445]",,,00:00:26,26.766503432765603,0.0115124745947378
Earth Mover's Distance,with_noise_20,log_75_1687182036,200,2,[1372],"[1099, 1445]",0.6666666666666666,73.0,00:00:59,59.60317210759968,0.0256357729495052
Earth Mover's Distance,without_noise,log_75_1687182036,400,2,"[1044, 1234]","[1099, 1445]",0.5,55.0,00:00:06,6.540718582458794,0.0028132122935306
Earth Mover's Distance,with_noise_20,log_75_1687182036,500,2,"[1010, 1098]","[1099, 1445]",0.5,1.0,00:02:45,165.50826036557555,0.0711863485443335
Earth Mover's Distance,with_noise_10,log_76_1687182037,200,2,"[1044, 1740, 2744]","[1056, 1741, 2740]",1.0,5.666666666666667,00:00:21,21.882155136205256,0.0066856569313184
Earth Mover's Distance,with_noise_10,log_76_1687182037,300,2,"[1056, 1740, 2746]","[1056, 1741, 2740]",1.0,2.333333333333333,00:00:35,35.18056464381516,0.0107487212477284
Earth Mover's Distance,without_noise,log_76_1687182037,400,2,"[1050, 1740, 2754]","[1056, 1741, 2740]",1.0,7.0,00:00:00,0.5637408271431923,0.0001722397883113
Earth Mover's Distance,without_noise,log_76_1687182037,600,2,"[1044, 1740]","[1056, 1741, 2740]",0.8,6.5,00:00:00,0.6652968730777502,0.0002032682166445
Earth Mover's Distance,with_noise_10,log_77_1687182038,100,2,"[1744, 2084, 3150, 4040]","[560, 1784, 3134]",0.5714285714285715,28.0,00:01:10,70.1921450374648,0.0155052231140854
Earth Mover's Distance,without_noise,log_77_1687182038,300,2,"[480, 1216, 1780, 2398, 3136]","[560, 1784, 3134]",0.7499999999999999,28.666666666666668,00:01:11,71.17534164059907,0.0157224081379719
Earth Mover's Distance,with_noise_20,log_77_1687182038,400,2,"[1780, 2530, 3068]","[560, 1784, 3134]",0.6666666666666666,35.0,00:11:04,664.8809522166848,0.1468701021022056
Earth Mover's Distance,without_noise,log_77_1687182038,600,2,"[1760, 3084]","[560, 1784, 3134]",0.8,37.0,00:01:08,68.42826279904693,0.0151155870994139
Earth Mover's Distance,with_noise_20,log_78_1687182040,300,2,[742],[743],1.0,1.0,00:00:41,41.23514247313142,0.0184414769557832
Earth Mover's Distance,with_noise_10,log_78_1687182040,500,2,[742],[743],1.0,1.0,00:00:18,18.891227908432484,0.0084486707998356
Earth Mover's Distance,with_noise_10,log_78_1687182040,600,2,[742],[743],1.0,1.0,00:00:21,21.18118611443788,0.0094728023767611
Earth Mover's Distance,with_noise_20,log_79_1687182041,200,2,"[510, 1290]",[532],0.6666666666666666,22.0,00:03:09,189.30591217800972,0.1033329214945468
Earth Mover's Distance,with_noise_10,log_79_1687182041,300,2,[398],[532],1.0,134.0,00:03:32,212.10719920229167,0.1157790388658797
Earth Mover's Distance,without_noise,log_79_1687182041,500,2,[],[532],,,00:04:41,281.9977801935747,0.1539289193196368
Earth Mover's Distance,without_noise,log_79_1687182041,600,2,[1098],[532],,,00:04:24,264.7295719515532,0.1445030414582714
Earth Mover's Distance,with_noise_20,log_7_1687181925,100,2,"[916, 1982, 2722, 4296]","[920, 1720, 2103, 3052, 3413]",0.4444444444444445,62.5,00:00:27,27.22235661931336,0.005729816169083
Earth Mover's Distance,with_noise_10,log_7_1687181925,200,2,"[920, 1284, 1924, 3170, 4050, 4398]","[920, 1720, 2103, 3052, 3413]",0.5454545454545454,99.0,00:00:16,16.397635682485998,0.0034514072158463
Earth Mover's Distance,without_noise,log_7_1687181925,300,2,"[918, 1898, 1924, 3212, 3252]","[920, 1720, 2103, 3052, 3413]",1.0,136.0,00:00:00,0.6104774847626686,0.0001284945242607
Earth Mover's Distance,with_noise_10,log_7_1687181925,400,2,"[916, 1896, 3212]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,113.33333333333331,00:00:49,49.95214186795056,0.0105140269139024
Earth Mover's Distance,without_noise,log_7_1687181925,500,2,"[918, 1896, 1924, 3212, 3252]","[920, 1720, 2103, 3052, 3413]",1.0,135.6,00:00:00,0.797957425005734,0.0001679556777532
Earth Mover's Distance,with_noise_20,log_7_1687181925,600,2,"[918, 1896, 3212]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,112.66666666666669,00:04:07,247.14861780870703,0.0520203363099783
Earth Mover's Distance,with_noise_10,log_80_1687182042,100,2,"[336, 980]",[981],0.6666666666666666,1.0,00:01:15,75.79647738765925,0.0357699279790746
Earth Mover's Distance,with_noise_10,log_80_1687182042,200,2,"[382, 980]",[981],0.6666666666666666,1.0,00:02:25,145.25166223105043,0.0685472686319256
Earth Mover's Distance,without_noise,log_80_1687182042,400,2,[978],[981],1.0,3.0,00:02:28,148.48080673906952,0.0700711688244783
Earth Mover's Distance,without_noise,log_80_1687182042,500,2,[980],[981],1.0,1.0,00:03:01,181.65314384363592,0.0857258819460292
Earth Mover's Distance,with_noise_20,log_80_1687182042,600,2,[980],[981],1.0,1.0,00:08:37,517.2720628241077,0.2441114029372853
Earth Mover's Distance,without_noise,log_81_1687182043,100,2,[],"[751, 1119]",,,00:00:00,0.0858544511720538,4.671080042005104e-05
Earth Mover's Distance,with_noise_20,log_81_1687182043,200,2,[976],"[751, 1119]",0.6666666666666666,143.0,00:00:21,21.04584241099656,0.0114504039232843
Earth Mover's Distance,with_noise_10,log_81_1687182043,300,2,[948],"[751, 1119]",0.6666666666666666,171.0,00:00:09,9.348096046596766,0.0050860152593018
Earth Mover's Distance,with_noise_10,log_81_1687182043,400,2,[920],"[751, 1119]",0.6666666666666666,169.0,00:00:11,11.418991576880217,0.0062127266468336
Earth Mover's Distance,with_noise_10,log_81_1687182043,500,2,[920],"[751, 1119]",0.6666666666666666,169.0,00:00:13,13.011508350260556,0.0070791666758762
Earth Mover's Distance,with_noise_10,log_81_1687182043,600,2,[920],"[751, 1119]",0.6666666666666666,169.0,00:00:13,13.823828577063978,0.0075211254499804
Earth Mover's Distance,with_noise_20,log_82_1687182044,100,2,"[1664, 1864]",[642],,,00:01:27,87.39456700719893,0.0427148421345058
Earth Mover's Distance,with_noise_10,log_82_1687182044,200,2,[],[642],,,00:02:19,139.67266002576798,0.0682662072462209
Earth Mover's Distance,without_noise,log_82_1687182044,400,2,"[654, 1374]",[642],0.6666666666666666,12.0,00:02:43,163.5708214053884,0.079946638028049
Earth Mover's Distance,with_noise_10,log_82_1687182044,500,2,[],[642],,,00:04:28,268.3867744039744,0.131176331575745
Earth Mover's Distance,with_noise_20,log_82_1687182044,600,2,[],[642],,,00:07:40,460.1520014265552,0.2249032265036926
Earth Mover's Distance,without_noise,log_83_1687182046,200,2,"[1170, 1686, 2676, 2708]","[1171, 1687, 2573, 2813]",1.0,52.5,00:00:00,0.2381256408989429,6.534732187127963e-05
Earth Mover's Distance,with_noise_10,log_83_1687182046,300,2,"[426, 1170, 1686, 2676]","[1171, 1687, 2573, 2813]",0.75,35.0,00:00:19,19.0362777877599,0.0052240059790779
Earth Mover's Distance,with_noise_10,log_84_1687182047,100,2,"[182, 1338, 1942]",[1338],0.5,0.0,00:00:18,18.23254545591772,0.0071528228544204
Earth Mover's Distance,with_noise_20,log_84_1687182047,200,2,"[1340, 1962]",[1338],0.6666666666666666,2.0,00:01:16,76.48272828571498,0.0300049934428069
Earth Mover's Distance,with_noise_20,log_84_1687182047,300,2,"[742, 1340]",[1338],0.6666666666666666,2.0,00:01:53,113.35412348341195,0.0444700366745437
Earth Mover's Distance,without_noise,log_84_1687182047,600,2,[1338],[1338],1.0,0.0,00:00:37,37.89017590880394,0.0148647218159293
Earth Mover's Distance,without_noise,log_85_1687182048,200,2,"[438, 1480]","[1308, 1543]",0.5,63.0,00:21:49,1309.604443100281,0.506420898337309
Earth Mover's Distance,without_noise,log_85_1687182048,300,2,[1484],"[1308, 1543]",0.6666666666666666,59.0,00:33:24,2004.288874125108,0.775053702291225
Earth Mover's Distance,without_noise,log_85_1687182048,600,2,[1374],"[1308, 1543]",0.6666666666666666,66.0,00:55:33,3333.2249912684783,1.2889501126328222
Earth Mover's Distance,with_noise_10,log_86_1687182053,100,2,[],[931],,,00:00:05,5.999675978906453,0.00349427838026
Earth Mover's Distance,with_noise_20,log_86_1687182053,200,2,[896],[931],1.0,35.0,00:00:28,28.91760285757482,0.0168419352694087
