Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Earth Mover's Distance,without_noise,log_86_1687182053,400,2,[1136],[931],,,00:00:05,5.035408887080848,0.0029326784432619
Earth Mover's Distance,without_noise,log_86_1687182053,500,2,[964],[931],1.0,33.0,00:00:05,5.65327989961952,0.0032925334301802
Earth Mover's Distance,with_noise_10,log_86_1687182053,600,2,[864],[931],1.0,67.0,00:00:27,27.22579217981547,0.0158566058123561
Earth Mover's Distance,with_noise_10,log_87_1687182053,100,2,"[1384, 1782, 2866, 3808]","[1385, 2862, 3527, 3777]",0.75,12.0,00:02:10,130.0788944484666,0.0284325452346375
Earth Mover's Distance,with_noise_10,log_87_1687182053,300,2,"[1396, 1782, 2082, 2866, 3642]","[1385, 2862, 3527, 3777]",0.6666666666666665,43.333333333333336,00:07:17,437.2771205091849,0.0955796984719529
Earth Mover's Distance,with_noise_10,log_87_1687182053,500,2,"[1384, 2260, 2864, 3700]","[1385, 2862, 3527, 3777]",0.75,26.666666666666668,00:13:42,822.1972610512748,0.1797152483172185
Earth Mover's Distance,with_noise_10,log_87_1687182053,600,2,"[1386, 2862, 3696]","[1385, 2862, 3527, 3777]",0.8571428571428571,27.33333333333333,00:17:02,1022.8761524436997,0.2235794868729398
Earth Mover's Distance,with_noise_10,log_88_1687182055,100,2,"[2092, 3194]","[1401, 1950, 2206, 3218, 3462]",0.5714285714285715,69.0,00:00:18,18.528111246414483,0.0043523869500621
Earth Mover's Distance,with_noise_20,log_88_1687182055,200,2,"[452, 1470, 2092, 3348]","[1401, 1950, 2206, 3218, 3462]",0.6666666666666665,99.0,00:01:53,113.592340759933,0.0266836600328712
Earth Mover's Distance,with_noise_10,log_88_1687182055,300,2,"[454, 1430, 2092, 3424]","[1401, 1950, 2206, 3218, 3462]",0.6666666666666665,60.333333333333336,00:00:58,58.56540136132389,0.0137574351330335
Earth Mover's Distance,with_noise_20,log_88_1687182055,400,2,"[1364, 2092, 3292]","[1401, 1950, 2206, 3218, 3462]",0.7499999999999999,75.0,00:04:45,285.82187719270587,0.0671416202003067
Earth Mover's Distance,with_noise_10,log_88_1687182055,500,2,"[1454, 2092, 3362]","[1401, 1950, 2206, 3218, 3462]",0.7499999999999999,89.0,00:01:46,106.776846379973,0.025082651252049
Earth Mover's Distance,with_noise_20,log_88_1687182055,600,2,"[1400, 2092, 3318]","[1401, 1950, 2206, 3218, 3462]",0.7499999999999999,71.66666666666667,00:07:11,431.9271055366844,0.1014627919982815
Earth Mover's Distance,without_noise,log_89_1687182057,100,2,"[1144, 1942, 2484]","[1144, 1943, 2486]",1.0,1.0,00:00:05,5.19117477722466,0.0016091676308817
Earth Mover's Distance,with_noise_20,log_89_1687182057,300,2,"[570, 1144, 1940, 2480]","[1144, 1943, 2486]",0.8571428571428571,3.0,00:02:42,162.52380068507046,0.0503793554510447
Earth Mover's Distance,with_noise_10,log_89_1687182057,400,2,"[570, 1130, 1938, 2474]","[1144, 1943, 2486]",0.8571428571428571,10.333333333333334,00:01:38,98.22908366657794,0.0304491889853
Earth Mover's Distance,with_noise_20,log_89_1687182057,500,2,"[1136, 1942, 2486]","[1144, 1943, 2486]",1.0,3.0,00:04:49,289.1664975117892,0.0896362360544913
Earth Mover's Distance,with_noise_10,log_89_1687182057,600,2,"[1136, 1890, 2542]","[1144, 1943, 2486]",1.0,39.0,00:01:47,107.10152137186378,0.0331994796564983
Earth Mover's Distance,with_noise_20,log_8_1687181927,100,2,"[966, 1418]","[778, 1133]",0.5,167.0,00:01:22,82.59757261816412,0.0363066253266655
Earth Mover's Distance,with_noise_20,log_8_1687181927,200,2,"[406, 758]","[778, 1133]",0.5,20.0,00:02:59,179.78393313474953,0.0790259046746151
Earth Mover's Distance,without_noise,log_8_1687181927,300,2,"[1016, 1456]","[778, 1133]",0.5,117.0,00:01:51,111.64701586402953,0.0490756113688041
Earth Mover's Distance,without_noise,log_8_1687181927,500,2,"[962, 1250]","[778, 1133]",1.0,150.5,00:02:22,142.45873422082514,0.0626192238333297
Earth Mover's Distance,with_noise_10,log_90_1687182058,100,2,"[650, 1712]",[652],0.6666666666666666,2.0,00:00:15,15.45289286132902,0.0082239983296056
Earth Mover's Distance,without_noise,log_90_1687182058,200,2,"[648, 1096]",[652],0.6666666666666666,4.0,00:00:15,15.385305082425475,0.0081880282503594
Earth Mover's Distance,with_noise_10,log_90_1687182058,300,2,"[650, 1074]",[652],0.6666666666666666,2.0,00:00:47,47.86385195888579,0.0254730452149472
Earth Mover's Distance,with_noise_20,log_90_1687182058,500,2,[652],[652],1.0,0.0,00:01:59,119.6402253266424,0.0636722859641524
Earth Mover's Distance,without_noise,log_90_1687182058,600,2,[],[652],,,00:00:29,29.405969217419624,0.0156497973482808
Earth Mover's Distance,with_noise_20,log_91_1687182059,100,2,"[606, 1098, 1812, 2688, 3672]","[806, 1021, 2361, 2754, 3407, 3685]",0.7272727272727272,89.0,00:05:45,345.3426111061126,0.0671611456838025
Earth Mover's Distance,with_noise_10,log_91_1687182059,200,2,"[992, 1318, 1612, 2684, 3660, 4150]","[806, 1021, 2361, 2754, 3407, 3685]",0.5,41.333333333333336,00:12:41,761.7814155314118,0.1481488556070423
Earth Mover's Distance,with_noise_20,log_91_1687182059,400,2,"[636, 866, 2486, 3630]","[806, 1021, 2361, 2754, 3407, 3685]",0.8,126.25,00:32:58,1978.4360079830512,0.3847600171106673
Earth Mover's Distance,with_noise_10,log_91_1687182059,500,2,"[756, 2486, 3514, 3672, 4176, 4414]","[806, 1021, 2361, 2754, 3407, 3685]",0.6666666666666666,73.75,00:32:15,1935.8233975088224,0.3764728505462509
Earth Mover's Distance,without_noise,log_91_1687182059,600,2,"[2484, 3514]","[806, 1021, 2361, 2754, 3407, 3685]",0.5,115.0,00:29:21,1761.8597108041868,0.3426409394796162
Earth Mover's Distance,without_noise,log_92_1687182064,100,2,[1056],[1041],1.0,15.0,00:01:26,86.5001889243722,0.0385645068766706
Earth Mover's Distance,with_noise_20,log_92_1687182064,200,2,"[580, 1044]",[1041],0.6666666666666666,3.0,00:04:31,271.5782375605777,0.1210781264202308
Earth Mover's Distance,with_noise_10,log_92_1687182064,400,2,"[500, 1050]",[1041],0.6666666666666666,9.0,00:06:30,390.64607393555343,0.1741623156199525
Earth Mover's Distance,with_noise_20,log_92_1687182064,500,2,[1040],[1041],1.0,1.0,00:10:15,615.8334186887369,0.2745579218407208
Earth Mover's Distance,without_noise,log_92_1687182064,600,2,[1040],[1041],1.0,1.0,00:06:07,367.5403033159673,0.1638610358073862
Earth Mover's Distance,with_noise_20,log_93_1687182065,300,2,"[860, 1938, 3000]","[761, 990, 1771, 2107, 2887, 3146]",0.6666666666666666,126.33333333333331,00:07:33,453.9250998422504,0.105319048687297
Earth Mover's Distance,without_noise,log_93_1687182065,400,2,"[858, 1972, 2996]","[761, 990, 1771, 2107, 2887, 3146]",0.6666666666666666,113.66666666666669,00:02:34,154.6205635368824,0.0358748407278149
Earth Mover's Distance,without_noise,log_93_1687182065,600,2,"[858, 1972, 3004]","[761, 990, 1771, 2107, 2887, 3146]",0.6666666666666666,116.33333333333331,00:04:19,259.7460705526173,0.0602659096409784
Earth Mover's Distance,with_noise_20,log_94_1687182067,100,2,"[680, 1996, 3040]","[517, 868, 1998, 2959, 3215]",0.7499999999999999,82.0,00:00:19,19.40252334252,0.0045577926573925
Earth Mover's Distance,without_noise,log_94_1687182067,200,2,"[692, 1996, 2520, 3070, 3102]","[517, 868, 1998, 2959, 3215]",0.8000000000000002,100.25,00:00:00,0.4723879806697368,0.0001109673433567
Earth Mover's Distance,with_noise_20,log_94_1687182067,400,2,"[726, 1996, 3070]","[517, 868, 1998, 2959, 3215]",0.7499999999999999,85.0,00:01:45,105.80975204519928,0.0248554738184635
Earth Mover's Distance,without_noise,log_94_1687182067,500,2,"[692, 1996, 3070, 3102]","[517, 868, 1998, 2959, 3215]",0.888888888888889,100.25,00:00:00,0.3699230132624507,8.68975835711653e-05
Earth Mover's Distance,without_noise,log_94_1687182067,600,2,"[1996, 3102]","[517, 868, 1998, 2959, 3215]",0.5714285714285715,57.5,00:00:00,0.7673477223142982,0.0001802555138159
Earth Mover's Distance,with_noise_20,log_95_1687182068,100,2,"[288, 738, 1690, 2506, 4210]","[561, 936, 2338, 2712, 4212]",0.6,115.66666666666669,00:07:41,461.12738451361656,0.081745680644144
Earth Mover's Distance,without_noise,log_95_1687182068,200,2,"[346, 800, 1400, 2602, 4210, 4674]","[561, 936, 2338, 2712, 4212]",0.5454545454545454,82.66666666666667,00:12:59,779.1935450481251,0.138130392669407
Earth Mover's Distance,without_noise,log_95_1687182068,300,2,"[800, 1408, 2660, 4186]","[561, 936, 2338, 2712, 4212]",0.6666666666666665,71.33333333333333,00:21:13,1273.9037471646443,0.225829418040178
Earth Mover's Distance,without_noise,log_95_1687182068,500,2,"[736, 2508, 4210]","[561, 936, 2338, 2712, 4212]",0.7499999999999999,115.66666666666669,00:38:03,2283.6038997881114,0.4048225314284899
Earth Mover's Distance,without_noise,log_95_1687182068,600,2,"[800, 2510, 4210]","[561, 936, 2338, 2712, 4212]",0.7499999999999999,103.33333333333331,00:45:33,2733.548119407147,0.4845857329209621
Earth Mover's Distance,without_noise,log_96_1687182073,100,2,"[1898, 3090]","[805, 1076, 1645, 1910, 2579, 2949]",0.5,76.5,00:00:00,0.6299218786880374,0.0001527824105476
Earth Mover's Distance,without_noise,log_96_1687182073,300,2,"[352, 924, 1794, 2806]","[805, 1076, 1645, 1910, 2579, 2949]",0.6,126.0,00:00:00,0.9051322638988496,0.0002195324433419
Earth Mover's Distance,with_noise_20,log_96_1687182073,500,2,"[956, 1762, 2776]","[805, 1076, 1645, 1910, 2579, 2949]",0.6666666666666666,136.66666666666666,00:04:36,276.9256205232814,0.067166049120369
Earth Mover's Distance,without_noise,log_96_1687182073,600,2,"[954, 1740, 2836]","[805, 1076, 1645, 1910, 2579, 2949]",0.6666666666666666,110.0,00:00:01,1.2112953625619411,0.0002937898041624
Earth Mover's Distance,with_noise_20,log_97_1687182074,200,2,"[1150, 1954, 2332, 3576, 4456, 4698]","[1151, 2334, 3469, 3787]",0.6,36.66666666666666,00:03:31,211.94427284784612,0.0425164037809119
Earth Mover's Distance,with_noise_20,log_97_1687182074,300,2,"[1150, 2334, 3600, 4452]","[1151, 2334, 3469, 3787]",0.75,44.0,00:05:42,342.47927886340767,0.0687019616576544
Earth Mover's Distance,without_noise,log_97_1687182074,400,2,"[1150, 2332, 3652, 4498]","[1151, 2334, 3469, 3787]",0.75,46.0,00:02:59,179.91415055468678,0.0360911034212009
Earth Mover's Distance,without_noise,log_97_1687182074,600,2,"[1150, 2332, 3654]","[1151, 2334, 3469, 3787]",0.8571428571428571,45.333333333333336,00:04:44,284.6311009293422,0.0570975127240405
Earth Mover's Distance,with_noise_10,log_98_1687182076,100,2,[1106],"[896, 1153]",0.6666666666666666,47.0,00:00:04,4.545569916255772,0.0025783153240248
Earth Mover's Distance,with_noise_20,log_98_1687182076,300,2,[1074],"[896, 1153]",0.6666666666666666,79.0,00:00:50,50.08090035710484,0.0284066366177565
Earth Mover's Distance,with_noise_10,log_98_1687182076,400,2,[1074],"[896, 1153]",0.6666666666666666,79.0,00:00:18,18.86486303992569,0.0107004328076719
Earth Mover's Distance,with_noise_10,log_98_1687182076,500,2,[1072],"[896, 1153]",0.6666666666666666,81.0,00:00:21,21.75302422605455,0.0123386410811426
Earth Mover's Distance,with_noise_10,log_98_1687182076,600,2,[1038],"[896, 1153]",0.6666666666666666,115.0,00:00:21,21.47507370263338,0.0121809833820949
Earth Mover's Distance,with_noise_10,log_99_1687182077,100,2,"[700, 1400, 1502, 2068]","[555, 837, 2088, 2767]",0.5,78.5,00:00:22,22.3470754371956,0.0065649457806097
Earth Mover's Distance,with_noise_10,log_99_1687182077,200,2,"[700, 1202, 2002, 2750]","[555, 837, 2088, 2767]",0.75,80.0,00:00:53,53.39147815108299,0.0156849230761113
Earth Mover's Distance,with_noise_20,log_99_1687182077,300,2,"[696, 1166, 1484, 1978, 2720]","[555, 837, 2088, 2767]",0.6666666666666665,99.33333333333331,00:03:02,182.72433551121503,0.0536792995038822
Earth Mover's Distance,with_noise_20,log_99_1687182077,400,2,"[662, 1150, 2076, 2756]","[555, 837, 2088, 2767]",0.75,43.333333333333336,00:04:35,275.0715028773993,0.0808083145938305
Earth Mover's Distance,without_noise,log_99_1687182077,500,2,"[698, 1976, 2768]","[555, 837, 2088, 2767]",0.8571428571428571,84.0,00:00:31,31.24511100165546,0.0091789397772195
Earth Mover's Distance,with_noise_20,log_99_1687182077,600,2,[2070],"[555, 837, 2088, 2767]",0.4,18.0,00:07:45,465.5207963678986,0.1367569907073732
Earth Mover's Distance,with_noise_20,log_9_1687181928,100,2,"[856, 1134, 1442, 1916, 2842, 3454, 3864]","[1135, 1916, 2696, 2989]",0.5454545454545454,49.0,00:00:33,33.162330854684114,0.0073924054513339
Earth Mover's Distance,with_noise_20,log_9_1687181928,200,2,"[798, 1132, 1914, 2842, 3480, 3854]","[1135, 1916, 2696, 2989]",0.6,50.333333333333336,00:01:10,70.15676582697779,0.015639047219567
Earth Mover's Distance,with_noise_10,log_9_1687181928,400,2,"[1134, 1916, 2842]","[1135, 1916, 2696, 2989]",0.8571428571428571,49.0,00:00:55,55.16913150250912,0.0122980676554857
Earth Mover's Distance,with_noise_20,log_9_1687181928,500,2,"[1134, 1914, 2842]","[1135, 1916, 2696, 2989]",0.8571428571428571,49.66666666666666,00:03:59,239.76664751116184,0.0534477591420334
Earth Mover's Distance,without_noise,log_9_1687181928,600,2,"[1134, 1914, 2842]","[1135, 1916, 2696, 2989]",0.8571428571428571,49.66666666666666,00:00:01,1.0225659795105455,0.000227946049824
