Algorithm,Log Source,Log,P-Value,Min Adaptive Window,Max Adaptive Window,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Process Graph Metrics,with_noise_20,log_100_1687182078,0.0001,100,400,[1253],[1133],1.0,120.0,00:00:02,2.4679036447778344,0.0010404315534476
Process Graph Metrics,with_noise_10,log_100_1687182078,0.0001,100,500,[1281],[1133],1.0,148.0,00:00:08,8.036748141981661,0.0033881737529433
Process Graph Metrics,with_noise_10,log_100_1687182078,0.0001,100,600,[1265],[1133],1.0,132.0,00:00:06,6.871700407937169,0.0028970069173428
Process Graph Metrics,with_noise_20,log_100_1687182078,0.0001,100,700,[1274],[1133],1.0,141.0,00:00:04,4.836574971675873,0.0020390282342647
Process Graph Metrics,with_noise_10,log_100_1687182078,0.0001,200,500,[1281],[1133],1.0,148.0,00:00:07,7.9229550482705235,0.0033402002733012
Process Graph Metrics,with_noise_10,log_100_1687182078,0.0001,200,600,[1265],[1133],1.0,132.0,00:00:04,4.136805362999439,0.0017440157516861
Process Graph Metrics,with_noise_20,log_100_1687182078,0.0001,200,700,[1274],[1133],1.0,141.0,00:00:03,3.619616888463497,0.001525976765794
Process Graph Metrics,with_noise_20,log_100_1687182078,0.0001,300,400,[1253],[1133],1.0,120.0,00:00:04,4.3912167847156525,0.0018512718316676
Process Graph Metrics,with_noise_20,log_100_1687182078,0.0001,300,700,[1274],[1133],1.0,141.0,00:00:05,5.128062562085688,0.0021619150767646
Process Graph Metrics,without_noise,log_100_1687182078,0.0001,400,400,[1230],[1133],1.0,97.0,00:00:02,2.5274030212312937,0.0010655156076017
Process Graph Metrics,with_noise_10,log_100_1687182078,0.005,100,400,[1236],[1133],1.0,103.0,00:00:03,3.877348996698856,0.0016346327979337
Process Graph Metrics,with_noise_20,log_100_1687182078,0.005,100,500,[1258],[1133],1.0,125.0,00:00:07,7.521602099761367,0.0031709958262063
Process Graph Metrics,with_noise_10,log_100_1687182078,0.005,100,600,[1227],[1133],1.0,94.0,00:00:05,5.6024249363690615,0.0023618992143208
Process Graph Metrics,without_noise,log_100_1687182078,0.005,100,700,[1218],[1133],1.0,85.0,00:00:03,3.5798611529171467,0.0015092163376547
Process Graph Metrics,with_noise_20,log_100_1687182078,0.005,200,500,[1258],[1133],1.0,125.0,00:00:07,7.901458001695573,0.003331137437477
Process Graph Metrics,with_noise_10,log_100_1687182078,0.005,200,600,[1227],[1133],1.0,94.0,00:00:04,4.44523327704519,0.0018740443832399
Process Graph Metrics,with_noise_10,log_100_1687182078,0.005,200,700,[1232],[1133],1.0,99.0,00:00:04,4.776062477380037,0.0020135170646627
Process Graph Metrics,without_noise,log_100_1687182078,0.005,300,400,[1215],[1133],1.0,82.0,00:00:02,2.3280580416321754,0.0009814747224418
Process Graph Metrics,with_noise_10,log_100_1687182078,0.005,300,500,[1239],[1133],1.0,106.0,00:00:05,5.900499987415969,0.0024875632324687
Process Graph Metrics,with_noise_10,log_100_1687182078,0.005,300,600,[1227],[1133],1.0,94.0,00:00:05,5.659293574281037,0.0023858741881454
Process Graph Metrics,with_noise_10,log_100_1687182078,0.005,300,700,[1232],[1133],1.0,99.0,00:00:04,4.980729692615569,0.0020998017253859
Process Graph Metrics,with_noise_20,log_100_1687182078,0.005,400,500,[1258],[1133],1.0,125.0,00:00:07,7.52333842497319,0.0031717278351488
Process Graph Metrics,with_noise_10,log_100_1687182078,0.005,400,600,[1227],[1133],1.0,94.0,00:00:05,5.098946886137128,0.0021496403398554
Process Graph Metrics,with_noise_20,log_100_1687182078,0.05,100,400,[1210],[1133],1.0,77.0,00:00:03,3.4443499902263284,0.0014520868424225
Process Graph Metrics,with_noise_10,log_100_1687182078,0.05,100,500,[1218],[1133],1.0,85.0,00:00:09,9.38357891049236,0.0039559776182514
Process Graph Metrics,with_noise_10,log_100_1687182078,0.05,100,600,[1218],[1133],1.0,85.0,00:00:04,4.986039461567998,0.0021020402451804
Process Graph Metrics,with_noise_20,log_100_1687182078,0.05,100,700,[1202],[1133],1.0,69.0,00:00:04,4.279238258488476,0.0018040633467489
Process Graph Metrics,without_noise,log_100_1687182078,0.05,200,500,[1215],[1133],1.0,82.0,00:00:07,7.679085441865027,0.0032373884662162
Process Graph Metrics,without_noise,log_100_1687182078,0.05,200,700,[1190],[1133],1.0,57.0,00:00:02,2.6928569432348013,0.0011352685258156
Process Graph Metrics,with_noise_20,log_100_1687182078,0.05,300,400,[1210],[1133],1.0,77.0,00:00:03,3.1157335257157683,0.0013135470175867
Process Graph Metrics,without_noise,log_100_1687182078,0.05,400,400,[1194],[1133],1.0,61.0,00:00:01,1.746134141460061,0.0007361442417622
Process Graph Metrics,with_noise_10,log_100_1687182078,0.05,400,600,[1218],[1133],1.0,85.0,00:00:02,2.4447477450594306,0.0010306693697552
Process Graph Metrics,with_noise_20,log_100_1687182078,0.05,400,700,[1199],[1133],1.0,66.0,00:00:16,16.134501740336418,0.0068020665009849
Process Graph Metrics,with_noise_10,log_100_1687182078,0.1,100,400,[1215],[1133],1.0,82.0,00:00:03,3.0901310089975595,0.0013027533764745
Process Graph Metrics,without_noise,log_100_1687182078,0.1,100,500,[1204],[1133],1.0,71.0,00:00:07,7.254739963449538,0.0030584907097173
Process Graph Metrics,with_noise_10,log_100_1687182078,0.1,100,600,[1215],[1133],1.0,82.0,00:00:02,2.5147692197933798,0.0010601893843985
Process Graph Metrics,without_noise,log_100_1687182078,0.1,100,700,[1188],[1133],1.0,55.0,00:00:01,1.5198215376585722,0.0006407342064327
Process Graph Metrics,without_noise,log_100_1687182078,0.1,200,400,[1194],[1133],1.0,61.0,00:00:03,3.222505390644073,0.0013585604513676
Process Graph Metrics,with_noise_10,log_100_1687182078,0.1,200,600,[1215],[1133],1.0,82.0,00:00:04,4.245152457617223,0.001789693278928
Process Graph Metrics,with_noise_20,log_100_1687182078,0.1,200,700,[1189],[1133],1.0,56.0,00:00:03,3.4602204402908683,0.0014587775886555
Process Graph Metrics,without_noise,log_100_1687182078,0.1,300,400,[1194],[1133],1.0,61.0,00:00:03,3.091070454567671,0.0013031494327856
Process Graph Metrics,without_noise,log_100_1687182078,0.1,300,500,[1204],[1133],1.0,71.0,00:00:06,6.906642124988139,0.0029117378267234
Process Graph Metrics,without_noise,log_100_1687182078,0.1,300,600,[1204],[1133],1.0,71.0,00:00:03,3.5929582081735134,0.0015147378617932
Process Graph Metrics,with_noise_10,log_100_1687182078,0.1,400,400,[1215],[1133],1.0,82.0,00:00:02,2.87063648737967,0.0012102177434147
Process Graph Metrics,with_noise_20,log_100_1687182078,0.1,400,500,[1215],[1133],1.0,82.0,00:00:09,9.35371070727706,0.0039433856270139
Process Graph Metrics,with_noise_20,log_100_1687182078,0.1,400,600,[1189],[1133],1.0,56.0,00:00:07,7.36992980260402,0.0031070530365109
Process Graph Metrics,without_noise,log_100_1687182078,0.1,400,700,[1187],[1133],1.0,54.0,00:00:11,11.005975727923214,0.0046399560404398
Process Graph Metrics,with_noise_20,log_10_1687181929,0.0001,100,500,"[1279, 1606]","[1446, 1821]",0.5,160.0,00:00:29,29.40334588475525,0.011409913032501
Process Graph Metrics,with_noise_20,log_10_1687181929,0.0001,100,600,"[1279, 1680]","[1446, 1821]",1.0,154.0,00:01:42,102.06926481518894,0.0396077861137714
Process Graph Metrics,with_noise_10,log_10_1687181929,0.0001,100,700,"[850, 1300, 1796]","[1446, 1821]",0.8,85.5,00:00:12,12.238952145911751,0.0047493023461046
Process Graph Metrics,with_noise_20,log_10_1687181929,0.0001,200,400,"[1340, 1880]","[1446, 1821]",1.0,82.5,00:00:05,5.901787689886987,0.0022901776056992
Process Graph Metrics,with_noise_20,log_10_1687181929,0.0001,200,500,"[1279, 1606]","[1446, 1821]",0.5,160.0,00:00:27,27.831377485767007,0.0107999136537706
Process Graph Metrics,with_noise_10,log_10_1687181929,0.0001,200,600,"[756, 1068, 1607, 1934]","[1446, 1821]",0.6666666666666666,137.0,00:00:09,9.462870683521032,0.0036720491593019
Process Graph Metrics,without_noise,log_10_1687181929,0.0001,200,700,"[850, 1300, 1750, 2772]","[1446, 1821]",0.6666666666666666,108.5,00:01:00,60.13625267334282,0.0233357596714562
Process Graph Metrics,with_noise_20,log_10_1687181929,0.0001,300,400,"[1340, 1880]","[1446, 1821]",1.0,82.5,00:00:05,5.425702679902315,0.0021054337135825
Process Graph Metrics,with_noise_10,log_10_1687181929,0.0001,300,600,"[756, 1068, 1607, 1934]","[1446, 1821]",0.6666666666666666,137.0,00:00:08,8.839230577461421,0.0034300467898569
Process Graph Metrics,with_noise_10,log_10_1687181929,0.0001,300,700,"[850, 1300, 1796]","[1446, 1821]",0.8,85.5,00:00:12,12.00984880141914,0.0046603992244544
Process Graph Metrics,without_noise,log_10_1687181929,0.0001,400,700,"[850, 1300, 1750, 2772]","[1446, 1821]",0.6666666666666666,108.5,00:01:01,61.66479048971087,0.0239289058943387
Process Graph Metrics,without_noise,log_10_1687181929,0.005,100,400,"[446, 989, 1578, 1814]","[1446, 1821]",0.6666666666666666,69.5,00:00:16,16.77022256422788,0.0065076533039301
Process Graph Metrics,without_noise,log_10_1687181929,0.005,100,500,"[446, 989, 1651, 2299]","[1446, 1821]",0.3333333333333333,170.0,00:00:13,13.626355559565129,0.0052876816296333
Process Graph Metrics,with_noise_20,log_10_1687181929,0.005,100,600,"[757, 1069, 1607, 1934]","[1446, 1821]",0.6666666666666666,137.0,00:00:11,11.012584749609232,0.0042734127860338
Process Graph Metrics,with_noise_10,log_10_1687181929,0.005,200,400,"[620, 935, 1265, 1602, 1924]","[1446, 1821]",0.5714285714285715,129.5,00:00:10,10.212142049334943,0.0039628025026522
Process Graph Metrics,with_noise_10,log_10_1687181929,0.005,200,600,"[756, 1068, 1606, 1929]","[1446, 1821]",0.6666666666666666,134.0,00:00:07,7.090104998089373,0.0027513019006943
Process Graph Metrics,without_noise,log_10_1687181929,0.005,200,700,"[850, 1300, 1750, 2769]","[1446, 1821]",0.6666666666666666,108.5,00:00:58,58.96303319185972,0.0228804940597049
Process Graph Metrics,with_noise_10,log_10_1687181929,0.005,300,400,"[620, 935, 1265, 1602, 1924]","[1446, 1821]",0.5714285714285715,129.5,00:00:09,9.555020506493747,0.0037078077246774
Process Graph Metrics,without_noise,log_10_1687181929,0.005,300,500,"[1105, 1645, 2293]","[1446, 1821]",0.4,176.0,00:00:13,13.262789155356586,0.0051466003707243
Process Graph Metrics,with_noise_10,log_10_1687181929,0.005,300,600,"[756, 1068, 1606, 1929]","[1446, 1821]",0.6666666666666666,134.0,00:00:04,4.959178572520614,0.001924399911727
Process Graph Metrics,without_noise,log_10_1687181929,0.005,400,400,"[762, 1059, 1356, 1687]","[1446, 1821]",0.6666666666666666,112.0,00:00:08,8.80534291267395,0.0034168967453139
Process Graph Metrics,with_noise_10,log_10_1687181929,0.005,400,500,"[1235, 1482, 1784, 2274]","[1446, 1821]",0.6666666666666666,36.5,00:00:16,16.165584438480437,0.0062730246171829
Process Graph Metrics,with_noise_10,log_10_1687181929,0.005,400,600,"[756, 1068, 1606, 1929]","[1446, 1821]",0.6666666666666666,134.0,00:00:04,4.222945583984256,0.0016387060861405
Process Graph Metrics,without_noise,log_10_1687181929,0.005,400,700,"[850, 1300, 1750, 2769]","[1446, 1821]",0.6666666666666666,108.5,00:00:59,59.51014728099108,0.0230928006523054
Process Graph Metrics,without_noise,log_10_1687181929,0.05,100,600,"[444, 985, 1533, 2073]","[1446, 1821]",0.3333333333333333,87.0,00:00:08,8.657769395038486,0.0033596311195337
Process Graph Metrics,with_noise_10,log_10_1687181929,0.05,100,700,"[446, 986, 1533, 2073]","[1446, 1821]",0.3333333333333333,87.0,00:00:12,12.7510335277766,0.004948014562583
Process Graph Metrics,without_noise,log_10_1687181929,0.05,200,400,"[603, 861, 1016, 1199, 1499, 1768, 2244, 2709]","[1446, 1821]",0.4,53.0,00:00:10,10.35452332533896,0.0040180532888393
Process Graph Metrics,without_noise,log_10_1687181929,0.05,300,400,"[603, 861, 1016, 1199, 1499, 1768, 2244, 2709]","[1446, 1821]",0.4,53.0,00:00:09,9.645382857881486,0.0037428726650684
Process Graph Metrics,with_noise_10,log_10_1687181929,0.05,300,500,"[955, 1405, 1855, 2667]","[1446, 1821]",0.6666666666666666,37.5,00:00:05,5.521751204505563,0.0021427051627883
Process Graph Metrics,with_noise_10,log_10_1687181929,0.05,300,600,"[750, 1062, 1447, 1793, 2186]","[1446, 1821]",0.5714285714285715,14.5,00:00:16,16.081112692132592,0.0062402455149913
Process Graph Metrics,with_noise_10,log_10_1687181929,0.05,300,700,"[850, 1030, 1210, 1426, 1866, 2168]","[1446, 1821]",0.5,32.5,00:00:07,7.0060411943122745,0.0027186810998495
Process Graph Metrics,with_noise_10,log_10_1687181929,0.05,400,400,"[616, 928, 1538, 1822]","[1446, 1821]",0.6666666666666666,46.5,00:00:04,4.94817319419235,0.0019201292953792
Process Graph Metrics,without_noise,log_10_1687181929,0.05,400,700,"[850, 1000, 1150, 1309, 1569, 1857, 2186]","[1446, 1821]",0.4444444444444445,79.5,00:00:07,7.4684117110446095,0.0028981031086707
Process Graph Metrics,with_noise_10,log_10_1687181929,0.1,100,400,"[376, 1036, 1296, 1564, 1824, 2274]","[1446, 1821]",0.5,60.5,00:00:04,4.938899628818035,0.0019165307057889
Process Graph Metrics,with_noise_10,log_10_1687181929,0.1,100,500,"[376, 1024, 1672, 2337]","[1446, 1821]",0.3333333333333333,149.0,00:00:06,6.8718299781903625,0.0026666006900234
Process Graph Metrics,with_noise_20,log_10_1687181929,0.1,100,700,"[445, 985, 1533, 2073]","[1446, 1821]",0.3333333333333333,87.0,00:00:13,13.61773014999926,0.0052843345556846
Process Graph Metrics,without_noise,log_10_1687181929,0.1,200,600,"[750, 1062, 1435, 1748, 2198, 2738]","[1446, 1821]",0.5,42.0,00:00:07,7.111716738902032,0.0027596882960426
Process Graph Metrics,with_noise_20,log_10_1687181929,0.1,200,700,"[850, 1000, 1414, 1606, 1803, 2746]","[1446, 1821]",0.5,25.0,00:01:06,66.70466983690858,0.0258846215897976
Process Graph Metrics,with_noise_10,log_10_1687181929,0.1,300,400,"[616, 928, 1538, 1822]","[1446, 1821]",0.6666666666666666,46.5,00:00:05,5.339216373860836,0.0020718728652933
Process Graph Metrics,with_noise_10,log_10_1687181929,0.1,300,500,"[952, 1402, 1852, 2302]","[1446, 1821]",0.6666666666666666,37.5,00:00:03,3.6222006594762206,0.0014055881488072
Process Graph Metrics,with_noise_20,log_10_1687181929,0.1,300,600,"[750, 1062, 1450, 1913, 2246, 2728]","[1446, 1821]",0.5,48.0,00:00:12,12.181122483685613,0.0047268616545151
Process Graph Metrics,with_noise_10,log_10_1687181929,0.1,400,500,"[952, 1402, 1852, 2302]","[1446, 1821]",0.6666666666666666,37.5,00:00:03,3.4744197307154536,0.0013482420375302
Process Graph Metrics,with_noise_20,log_10_1687181929,0.1,400,600,"[750, 1062, 1450, 1913, 2246, 2728]","[1446, 1821]",0.5,48.0,00:00:11,11.48249164223671,0.0044557592713374
Process Graph Metrics,with_noise_20,log_10_1687181929,0.1,400,700,"[850, 1000, 1414, 1606, 1803, 2746]","[1446, 1821]",0.5,25.0,00:01:12,72.41015745326877,0.0280986253214081
Process Graph Metrics,with_noise_10,log_11_1687181931,0.0001,100,400,[1047],[1012],1.0,35.0,00:00:06,6.455482998862863,0.0038085445421019
Process Graph Metrics,without_noise,log_11_1687181931,0.0001,100,500,[1101],[1012],1.0,89.0,00:00:03,3.5148766888305545,0.0020736735627318
Process Graph Metrics,with_noise_10,log_11_1687181931,0.0001,100,600,[1048],[1012],1.0,36.0,00:00:02,2.2138697979971766,0.0013061178749245
Process Graph Metrics,with_noise_10,log_11_1687181931,0.0001,200,400,[1047],[1012],1.0,35.0,00:00:06,6.493711951188743,0.0038310984962765
Process Graph Metrics,with_noise_20,log_11_1687181931,0.0001,200,500,[1066],[1012],1.0,54.0,00:00:05,5.629734810441732,0.0033213774692871
Process Graph Metrics,with_noise_20,log_11_1687181931,0.0001,200,600,[1062],[1012],1.0,50.0,00:00:04,4.925157859921455,0.002905697852461
Process Graph Metrics,with_noise_10,log_11_1687181931,0.0001,200,700,[1045],[1012],1.0,33.0,00:00:12,12.465683167800307,0.0073543853497346
Process Graph Metrics,with_noise_10,log_11_1687181931,0.0001,300,500,[1047],[1012],1.0,35.0,00:00:05,5.0381292924284935,0.0029723476651495
Process Graph Metrics,without_noise,log_11_1687181931,0.0001,300,600,[1092],[1012],1.0,80.0,00:00:02,2.480302327312529,0.0014633052078539
Process Graph Metrics,without_noise,log_11_1687181931,0.0001,300,700,[1134],[1012],1.0,122.0,00:00:08,8.828544670715928,0.005208580926676
Process Graph Metrics,with_noise_20,log_11_1687181931,0.0001,400,400,[1069],[1012],1.0,57.0,00:00:04,4.253944389522076,0.0025097017047327
Process Graph Metrics,without_noise,log_11_1687181931,0.0001,400,500,[1101],[1012],1.0,89.0,00:00:03,3.406003857031465,0.0020094418035583
Process Graph Metrics,without_noise,log_11_1687181931,0.0001,400,600,[1092],[1012],1.0,80.0,00:00:02,2.4865842582657933,0.0014670113618087
Process Graph Metrics,without_noise,log_11_1687181931,0.005,100,700,[1113],[1012],1.0,101.0,00:00:13,13.548606596887112,0.0079932782282519
Process Graph Metrics,with_noise_20,log_11_1687181931,0.005,200,600,[1053],[1012],1.0,41.0,00:00:04,4.361642096191645,0.0025732401747443
Process Graph Metrics,with_noise_10,log_11_1687181931,0.005,200,700,[1035],[1012],1.0,23.0,00:00:11,11.290380536578596,0.006660991467008
Process Graph Metrics,without_noise,log_11_1687181931,0.005,300,600,[1079],[1012],1.0,67.0,00:00:02,2.117865393869579,0.0012494781084776
Process Graph Metrics,without_noise,log_11_1687181931,0.005,300,700,[1113],[1012],1.0,101.0,00:00:13,13.231965425424278,0.0078064692775364
Process Graph Metrics,with_noise_10,log_11_1687181931,0.005,400,400,[1037],[1012],1.0,25.0,00:00:02,2.864835592918098,0.0016901684913971
Process Graph Metrics,with_noise_10,log_11_1687181931,0.005,400,600,[1033],[1012],1.0,21.0,00:00:13,13.129843963310122,0.0077462206273216
Process Graph Metrics,without_noise,log_11_1687181931,0.005,400,700,[1118],[1012],1.0,106.0,00:00:07,7.359428601339459,0.0043418457825011
Process Graph Metrics,with_noise_10,log_11_1687181931,0.05,100,400,[1031],[1012],1.0,19.0,00:00:05,5.638398193754256,0.0033264886098845
Process Graph Metrics,without_noise,log_11_1687181931,0.05,100,500,[1068],[1012],1.0,56.0,00:00:05,5.230973142199218,0.0030861198479051
Process Graph Metrics,with_noise_10,log_11_1687181931,0.05,100,700,[1030],[1012],1.0,18.0,00:00:08,8.393722699023783,0.0049520487899845
Process Graph Metrics,without_noise,log_11_1687181931,0.05,200,500,[1068],[1012],1.0,56.0,00:00:05,5.012136558070779,0.0029570127186258
Process Graph Metrics,with_noise_20,log_11_1687181931,0.05,200,600,[1047],[1012],1.0,35.0,00:00:04,4.285564074292779,0.0025283563860134
Process Graph Metrics,with_noise_20,log_11_1687181931,0.05,200,700,[1041],[1012],1.0,29.0,00:00:13,13.184014747850595,0.0077781797922422
Process Graph Metrics,with_noise_10,log_11_1687181931,0.05,300,400,[1031],[1012],1.0,19.0,00:00:05,5.272832375951111,0.0031108155610331
Process Graph Metrics,with_noise_10,log_11_1687181931,0.05,300,500,[1031],[1012],1.0,19.0,00:00:04,4.617708967998624,0.0027243120755154
Process Graph Metrics,with_noise_20,log_11_1687181931,0.05,300,600,[1047],[1012],1.0,35.0,00:00:04,4.03932239394635,0.0023830810583754
Process Graph Metrics,with_noise_20,log_11_1687181931,0.05,400,500,[1050],[1012],1.0,38.0,00:00:05,5.534656563773751,0.003265284108421
Process Graph Metrics,with_noise_20,log_11_1687181931,0.05,400,700,[1046],[1012],1.0,34.0,00:00:15,15.936529152095318,0.0094020820956314
Process Graph Metrics,without_noise,log_11_1687181931,0.1,100,400,[1069],[1012],1.0,57.0,00:00:06,6.397873147390783,0.0037745564291391
Process Graph Metrics,with_noise_10,log_11_1687181931,0.1,100,500,[1029],[1012],1.0,17.0,00:00:04,4.530365763232112,0.0026727821611988
Process Graph Metrics,without_noise,log_11_1687181931,0.1,100,700,[1089],[1012],1.0,77.0,00:00:05,5.988538195379078,0.0035330608822295
Process Graph Metrics,without_noise,log_11_1687181931,0.1,200,400,[1069],[1012],1.0,57.0,00:00:06,6.546374898403883,0.0038621680816542
Process Graph Metrics,with_noise_20,log_11_1687181931,0.1,200,500,[1047],[1012],1.0,35.0,00:00:05,5.634789709933102,0.0033243597108749
Process Graph Metrics,without_noise,log_11_1687181931,0.1,200,600,[1058],[1012],1.0,46.0,00:00:03,3.444060486741364,0.0020318940924727
Process Graph Metrics,without_noise,log_11_1687181931,0.1,200,700,[1087],[1012],1.0,75.0,00:00:13,13.076990841887891,0.0077150388447716
Process Graph Metrics,with_noise_10,log_11_1687181931,0.1,300,400,[1030],[1012],1.0,18.0,00:00:02,2.883957901038229,0.0017014500891081
Process Graph Metrics,with_noise_20,log_11_1687181931,0.1,400,400,[1044],[1012],1.0,32.0,00:00:06,6.46439671702683,0.0038138033728771
Process Graph Metrics,with_noise_10,log_11_1687181931,0.1,400,500,[1029],[1012],1.0,17.0,00:00:04,4.255846537649632,0.0025108239160174
Process Graph Metrics,with_noise_20,log_11_1687181931,0.1,400,700,[1042],[1012],1.0,30.0,00:00:16,16.28324524126947,0.0096066343606309
Process Graph Metrics,without_noise,log_12_1687181931,0.0001,100,400,[],"[969, 1263]",,,00:00:06,6.64260274078697,0.0037423114032602
Process Graph Metrics,with_noise_10,log_12_1687181931,0.0001,100,700,[],"[969, 1263]",,,00:00:13,13.857922988012431,0.0078072805566267
Process Graph Metrics,with_noise_10,log_12_1687181931,0.0001,200,400,[],"[969, 1263]",,,00:00:09,9.05433909688145,0.0051010361109191
Process Graph Metrics,with_noise_10,log_12_1687181931,0.0001,200,500,[],"[969, 1263]",,,00:00:04,4.832614818587899,0.0027225998977959
Process Graph Metrics,with_noise_10,log_12_1687181931,0.0001,200,700,[],"[969, 1263]",,,00:00:14,14.243110459297895,0.008024287582703
Process Graph Metrics,with_noise_10,log_12_1687181931,0.0001,300,400,[],"[969, 1263]",,,00:00:04,4.685375047847629,0.0026396479142803
Process Graph Metrics,with_noise_20,log_12_1687181931,0.0001,300,700,[],"[969, 1263]",,,00:00:14,14.099274667911232,0.0079432533340344
Process Graph Metrics,with_noise_20,log_12_1687181931,0.0001,400,400,[],"[969, 1263]",,,00:00:10,10.34511443786323,0.0058282334861201
Process Graph Metrics,with_noise_20,log_12_1687181931,0.0001,400,500,[],"[969, 1263]",,,00:00:00,0.8950968245044351,0.0005042799011292
Process Graph Metrics,with_noise_20,log_12_1687181931,0.0001,400,600,[],"[969, 1263]",,,00:00:20,20.563639496453103,0.0115851490120862
Process Graph Metrics,with_noise_20,log_12_1687181931,0.0001,400,700,[],"[969, 1263]",,,00:00:14,14.003531108610332,0.0078893133006255
Process Graph Metrics,with_noise_10,log_12_1687181931,0.005,100,400,[],"[969, 1263]",,,00:00:10,10.821359492838384,0.0060965405593455
Process Graph Metrics,with_noise_20,log_12_1687181931,0.005,100,500,[1369],"[969, 1263]",0.6666666666666666,106.0,00:00:08,8.13023643847555,0.0045804148949158
Process Graph Metrics,with_noise_10,log_12_1687181931,0.005,100,600,[1399],"[969, 1263]",0.6666666666666666,136.0,00:00:04,4.827418467961252,0.0027196723763161
Process Graph Metrics,without_noise,log_12_1687181931,0.005,100,700,[1127],"[969, 1263]",0.6666666666666666,136.0,00:00:06,6.433080233633518,0.0036242705541597
Process Graph Metrics,with_noise_20,log_12_1687181931,0.005,200,400,[1340],"[969, 1263]",0.6666666666666666,77.0,00:00:00,0.7493912056088448,0.000422192228512
Process Graph Metrics,with_noise_10,log_12_1687181931,0.005,200,700,[1460],"[969, 1263]",0.6666666666666666,197.0,00:00:05,5.582889147102833,0.0031452896603396
Process Graph Metrics,with_noise_10,log_12_1687181931,0.005,300,500,[1399],"[969, 1263]",0.6666666666666666,136.0,00:00:07,7.365760562941432,0.004149724260812
Process Graph Metrics,with_noise_20,log_12_1687181931,0.005,300,600,[1369],"[969, 1263]",0.6666666666666666,106.0,00:00:02,2.357575211673975,0.0013282113868585
Process Graph Metrics,with_noise_10,log_12_1687181931,0.005,400,500,[1399],"[969, 1263]",0.6666666666666666,136.0,00:00:07,7.801429959014058,0.0043951718078952
Process Graph Metrics,with_noise_20,log_12_1687181931,0.005,400,600,[1369],"[969, 1263]",0.6666666666666666,106.0,00:00:04,4.4508333979174495,0.0025075117734746
Process Graph Metrics,with_noise_20,log_12_1687181931,0.05,100,500,[1228],"[969, 1263]",0.6666666666666666,35.0,00:00:07,7.797765548340976,0.004393107351178
Process Graph Metrics,without_noise,log_12_1687181931,0.05,100,600,"[156, 979]","[969, 1263]",0.5,10.0,00:00:01,1.5477026449516416,0.0008719451520854
Process Graph Metrics,with_noise_20,log_12_1687181931,0.05,100,700,[1213],"[969, 1263]",0.6666666666666666,50.0,00:00:01,1.3041272209957242,0.0007347195611243
Process Graph Metrics,with_noise_20,log_12_1687181931,0.05,200,500,[1228],"[969, 1263]",0.6666666666666666,35.0,00:00:07,7.719207779504359,0.0043488494532418
Process Graph Metrics,without_noise,log_12_1687181931,0.05,200,600,[1210],"[969, 1263]",0.6666666666666666,53.0,00:00:01,1.914855806156993,0.0010787920034687
Process Graph Metrics,with_noise_20,log_12_1687181931,0.05,200,700,[1213],"[969, 1263]",0.6666666666666666,50.0,00:00:02,2.4602706879377365,0.0013860679932043
Process Graph Metrics,with_noise_10,log_12_1687181931,0.05,400,400,[1419],"[969, 1263]",0.6666666666666666,156.0,00:00:02,2.093207076191902,0.0011792715922207
Process Graph Metrics,with_noise_10,log_12_1687181931,0.05,400,500,[1252],"[969, 1263]",0.6666666666666666,11.0,00:00:03,3.1139071248471737,0.0017543138731533
Process Graph Metrics,with_noise_20,log_12_1687181931,0.05,400,600,[1154],"[969, 1263]",0.6666666666666666,109.0,00:00:01,1.0174603601917624,0.0005732171043333
Process Graph Metrics,with_noise_10,log_12_1687181931,0.1,100,400,[],"[969, 1263]",,,00:00:06,6.732269197702408,0.0037928277170154
Process Graph Metrics,without_noise,log_12_1687181931,0.1,100,500,"[150, 1158]","[969, 1263]",0.5,105.0,00:00:00,0.7203875090926886,0.0004058521177986
Process Graph Metrics,without_noise,log_12_1687181931,0.1,100,600,"[150, 938]","[969, 1263]",0.5,31.0,00:00:00,0.634859673678875,0.0003576674217909
Process Graph Metrics,with_noise_10,log_12_1687181931,0.1,200,400,[],"[969, 1263]",,,00:00:08,8.552073271945119,0.0048180694489831
Process Graph Metrics,with_noise_10,log_12_1687181931,0.1,200,600,[1244],"[969, 1263]",0.6666666666666666,19.0,00:00:03,3.2436715150251985,0.0018274205718451
Process Graph Metrics,without_noise,log_12_1687181931,0.1,200,700,[965],"[969, 1263]",0.6666666666666666,4.0,00:00:02,2.291413535363972,0.0012909372030219
Process Graph Metrics,with_noise_10,log_12_1687181931,0.1,300,500,[1248],"[969, 1263]",0.6666666666666666,15.0,00:00:03,3.133826859295368,0.0017655362587579
Process Graph Metrics,with_noise_10,log_12_1687181931,0.1,300,600,[1244],"[969, 1263]",0.6666666666666666,19.0,00:00:03,3.1609006179496646,0.001780789080535
Process Graph Metrics,with_noise_20,log_12_1687181931,0.1,300,700,[1213],"[969, 1263]",0.6666666666666666,50.0,00:00:02,2.2735159397125244,0.0012808540505422
Process Graph Metrics,with_noise_10,log_12_1687181931,0.1,400,400,[],"[969, 1263]",,,00:00:08,8.028389962390065,0.0045230365985296
