Algorithm,Log Source,Log,P-Value,Min Adaptive Window,Max Adaptive Window,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Process Graph Metrics,with_noise_10,log_62_1687182017,0.1,300,400,"[467, 1450]",[540],0.6666666666666666,73.0,00:00:01,1.644344825297594,0.0010251526342254
Process Graph Metrics,with_noise_10,log_62_1687182017,0.1,300,500,[467],[540],1.0,73.0,00:00:02,2.144706572405994,0.0013370988606022
Process Graph Metrics,with_noise_10,log_62_1687182017,0.1,300,600,[467],[540],1.0,73.0,00:00:02,2.1959248390048742,0.0013690304482574
Process Graph Metrics,without_noise,log_62_1687182017,0.1,300,700,"[467, 1011]",[540],0.6666666666666666,73.0,00:00:00,0.845295500010252,0.0005269922069889
Process Graph Metrics,with_noise_20,log_62_1687182017,0.1,400,500,"[600, 1583]",[540],0.6666666666666666,60.0,00:00:01,1.1827427577227354,0.0007373707965852
Process Graph Metrics,without_noise,log_62_1687182017,0.1,400,700,"[600, 1214]",[540],0.6666666666666666,60.0,00:00:01,1.153480689972639,0.0007191276122023
Process Graph Metrics,with_noise_20,log_63_1687182017,0.0001,100,400,[],"[727, 968, 1760, 2588, 2871]",,,00:00:25,25.93633174430579,0.0061069771001426
Process Graph Metrics,with_noise_20,log_63_1687182017,0.0001,100,600,[788],"[727, 968, 1760, 2588, 2871]",0.3333333333333333,61.0,00:00:45,45.2901076618582,0.0106640234664135
Process Graph Metrics,with_noise_10,log_63_1687182017,0.0001,100,700,"[782, 1858, 2932]","[727, 968, 1760, 2588, 2871]",0.7499999999999999,71.33333333333333,00:00:14,14.358514326624572,0.0033808604489344
Process Graph Metrics,without_noise,log_63_1687182017,0.0001,200,400,[1313],"[727, 968, 1760, 2588, 2871]",,,00:00:19,19.84272387996316,0.0046721742123765
Process Graph Metrics,with_noise_10,log_63_1687182017,0.0001,200,500,"[1858, 3727]","[727, 968, 1760, 2588, 2871]",0.2857142857142857,98.0,00:00:46,46.9445834197104,0.0110535868659548
Process Graph Metrics,without_noise,log_63_1687182017,0.0001,200,600,"[750, 1998, 2956]","[727, 968, 1760, 2588, 2871]",0.5,54.0,00:00:11,11.043955630622804,0.0026004133813569
Process Graph Metrics,with_noise_20,log_63_1687182017,0.0001,300,400,[],"[727, 968, 1760, 2588, 2871]",,,00:00:13,13.042798165231943,0.0030710614940503
Process Graph Metrics,with_noise_10,log_63_1687182017,0.0001,300,500,"[1858, 3727]","[727, 968, 1760, 2588, 2871]",0.2857142857142857,98.0,00:00:46,46.54066736251116,0.0109584806598801
Process Graph Metrics,without_noise,log_63_1687182017,0.0001,300,700,"[779, 1558, 2494, 3734]","[727, 968, 1760, 2588, 2871]",0.4444444444444445,73.0,00:00:01,1.397318926639855,0.0003290131685047
Process Graph Metrics,without_noise,log_63_1687182017,0.0001,400,400,[1313],"[727, 968, 1760, 2588, 2871]",,,00:00:20,20.06002044212073,0.0047233389315094
Process Graph Metrics,with_noise_20,log_63_1687182017,0.0001,400,500,[],"[727, 968, 1760, 2588, 2871]",,,00:01:22,82.08965858537704,0.0193288576843364
Process Graph Metrics,with_noise_20,log_63_1687182017,0.0001,400,600,[],"[727, 968, 1760, 2588, 2871]",,,00:02:25,145.11779976729304,0.0341694842870951
Process Graph Metrics,with_noise_10,log_63_1687182017,0.0001,400,700,"[1032, 1914, 3701]","[727, 968, 1760, 2588, 2871]",0.5,109.0,00:00:37,37.8177232183516,0.0089045733973043
Process Graph Metrics,without_noise,log_63_1687182017,0.005,100,500,"[648, 1331, 1983, 3676]","[727, 968, 1760, 2588, 2871]",0.2222222222222222,79.0,00:00:02,2.9461499098688364,0.0006937014150856
Process Graph Metrics,with_noise_10,log_63_1687182017,0.005,100,600,"[779, 1886, 2883, 3679]","[727, 968, 1760, 2588, 2871]",0.6666666666666665,63.333333333333336,00:00:42,42.14650579355657,0.0099238299490361
Process Graph Metrics,with_noise_20,log_63_1687182017,0.005,100,700,"[779, 1854, 2970]","[727, 968, 1760, 2588, 2871]",0.7499999999999999,81.66666666666667,00:00:20,20.653674473054707,0.0048631209025323
Process Graph Metrics,without_noise,log_63_1687182017,0.005,200,600,"[750, 1519, 2946, 3696]","[727, 968, 1760, 2588, 2871]",0.4444444444444445,49.0,00:00:11,11.54318968206644,0.0027179631933285
Process Graph Metrics,with_noise_20,log_63_1687182017,0.005,300,400,"[1324, 1940]","[727, 968, 1760, 2588, 2871]",0.2857142857142857,180.0,00:00:49,49.5625445721671,0.0116700128495801
Process Graph Metrics,without_noise,log_63_1687182017,0.005,300,500,"[648, 1331, 1983, 3676]","[727, 968, 1760, 2588, 2871]",0.2222222222222222,79.0,00:00:03,3.4647473860532045,0.0008158105453386
Process Graph Metrics,without_noise,log_63_1687182017,0.005,300,700,"[648, 1331, 1983, 2944, 3879]","[727, 968, 1760, 2588, 2871]",0.4000000000000001,76.0,00:00:11,11.611614240333438,0.0027340744620516
Process Graph Metrics,with_noise_10,log_63_1687182017,0.005,400,400,"[957, 1859, 3802]","[727, 968, 1760, 2588, 2871]",0.5,55.0,00:00:55,55.545827372930944,0.0130788385620275
Process Graph Metrics,with_noise_10,log_63_1687182017,0.005,400,500,"[720, 1866]","[727, 968, 1760, 2588, 2871]",0.5714285714285715,56.5,00:00:38,38.09699058625847,0.0089703297824955
Process Graph Metrics,without_noise,log_63_1687182017,0.005,400,600,"[720, 1468, 2414, 3436, 4300]","[727, 968, 1760, 2588, 2871]",0.4000000000000001,90.5,00:00:24,24.165329427458342,0.0056899763191566
Process Graph Metrics,with_noise_10,log_63_1687182017,0.005,400,700,"[720, 1866, 2914, 3952]","[727, 968, 1760, 2588, 2871]",0.6666666666666665,52.0,00:00:20,20.82982491608709,0.0049045973430862
Process Graph Metrics,with_noise_20,log_63_1687182017,0.05,100,400,"[1879, 2431, 4352]","[727, 968, 1760, 2588, 2871]",0.5,138.0,00:00:46,46.71952624525875,0.0110005948305294
Process Graph Metrics,with_noise_20,log_63_1687182017,0.05,100,500,"[1843, 3425, 4379]","[727, 968, 1760, 2588, 2871]",0.25,83.0,00:00:49,49.82956666778773,0.0117328859589799
Process Graph Metrics,with_noise_10,log_63_1687182017,0.05,100,600,"[779, 1558, 3014]","[727, 968, 1760, 2588, 2871]",0.5,97.5,00:00:02,2.3832578286528587,0.000561162662739
Process Graph Metrics,with_noise_10,log_63_1687182017,0.05,100,700,"[779, 1558, 3014, 3914]","[727, 968, 1760, 2588, 2871]",0.4444444444444445,97.5,00:00:02,2.060245482251048,0.0004851060706972
Process Graph Metrics,with_noise_10,log_63_1687182017,0.05,200,400,"[550, 883, 1388, 1804, 2915, 3380]","[727, 968, 1760, 2588, 2871]",0.7272727272727272,87.5,00:00:29,29.818725936114788,0.0070211268980727
Process Graph Metrics,with_noise_10,log_63_1687182017,0.05,200,500,"[918, 1811, 2840, 3678]","[727, 968, 1760, 2588, 2871]",0.6666666666666665,44.0,00:00:39,39.575624326244,0.0093184893633727
Process Graph Metrics,without_noise,log_63_1687182017,0.05,200,700,"[750, 1505, 2652, 3697, 4324]","[727, 968, 1760, 2588, 2871]",0.4000000000000001,43.5,00:00:02,2.566679676063359,0.0006043512305305
Process Graph Metrics,without_noise,log_63_1687182017,0.05,300,400,"[550, 884, 1259, 1882, 2868, 3408, 3948]","[727, 968, 1760, 2588, 2871]",0.6666666666666666,96.5,00:00:06,6.374074620194733,0.0015008416812325
Process Graph Metrics,with_noise_10,log_63_1687182017,0.05,300,500,"[918, 1811, 2840, 3678]","[727, 968, 1760, 2588, 2871]",0.6666666666666665,44.0,00:00:44,44.06327196583152,0.0103751523347849
Process Graph Metrics,with_noise_20,log_63_1687182017,0.05,300,600,"[779, 1891, 2997]","[727, 968, 1760, 2588, 2871]",0.7499999999999999,103.0,00:00:49,49.70276940520853,0.0117030302343321
Process Graph Metrics,with_noise_10,log_63_1687182017,0.05,300,700,"[779, 1558, 3014, 3914]","[727, 968, 1760, 2588, 2871]",0.4444444444444445,97.5,00:00:01,1.8921437868848443,0.0004455247908841
Process Graph Metrics,with_noise_20,log_63_1687182017,0.05,400,400,"[1879, 2431, 4352]","[727, 968, 1760, 2588, 2871]",0.5,138.0,00:00:46,46.41130435094237,0.0109280208031416
Process Graph Metrics,without_noise,log_63_1687182017,0.05,400,500,"[720, 1466, 2395, 3422, 4261]","[727, 968, 1760, 2588, 2871]",0.4000000000000001,100.0,00:00:24,24.05862769111991,0.0056648522936472
Process Graph Metrics,without_noise,log_63_1687182017,0.05,400,600,"[720, 1466, 2395, 3422, 4292]","[727, 968, 1760, 2588, 2871]",0.4000000000000001,100.0,00:00:24,24.274829164147377,0.0057157591627377
Process Graph Metrics,with_noise_20,log_63_1687182017,0.05,400,700,"[720, 1871, 3039]","[727, 968, 1760, 2588, 2871]",0.7499999999999999,95.33333333333331,00:00:24,24.76905638538301,0.0058321300648417
Process Graph Metrics,with_noise_10,log_63_1687182017,0.1,100,400,"[675, 825, 1238, 1811, 2361, 2939, 3678, 4261]","[727, 968, 1760, 2588, 2871]",0.6153846153846154,78.5,00:00:11,11.47687139455229,0.0027023478678013
Process Graph Metrics,with_noise_20,log_63_1687182017,0.1,100,500,"[952, 1839, 3422, 4372]","[727, 968, 1760, 2588, 2871]",0.4444444444444445,47.5,00:00:18,18.22594835422933,0.0042914877217398
Process Graph Metrics,with_noise_20,log_63_1687182017,0.1,100,600,"[779, 1558, 3029]","[727, 968, 1760, 2588, 2871]",0.5,105.0,00:00:03,3.725954703055322,0.0008773145050754
Process Graph Metrics,with_noise_20,log_63_1687182017,0.1,100,700,"[779, 1558, 3029, 3929]","[727, 968, 1760, 2588, 2871]",0.4444444444444445,105.0,00:00:03,3.3234767876565456,0.0007825469243363
Process Graph Metrics,with_noise_20,log_63_1687182017,0.1,200,400,"[550, 925, 1788, 3672]","[727, 968, 1760, 2588, 2871]",0.6666666666666665,82.66666666666667,00:01:15,75.93577679991722,0.017879862679519
Process Graph Metrics,without_noise,log_63_1687182017,0.1,200,500,"[300, 600, 900, 1260, 1875, 2818, 3376, 3926]","[727, 968, 1760, 2588, 2871]",0.6153846153846154,90.75,00:00:09,9.167190686799586,0.0021585096978572
Process Graph Metrics,without_noise,log_63_1687182017,0.1,200,600,"[300, 600, 900, 1260, 1875, 2818, 3376, 3926]","[727, 968, 1760, 2588, 2871]",0.6153846153846154,90.75,00:00:09,9.284236527979374,0.0021860693496537
Process Graph Metrics,with_noise_10,log_63_1687182017,0.1,300,500,"[916, 1468, 2361, 2939, 3661]","[727, 968, 1760, 2588, 2871]",0.4000000000000001,60.0,00:00:23,23.233094193972647,0.005470471908164
Process Graph Metrics,without_noise,log_63_1687182017,0.1,300,600,"[648, 1306, 1954, 2626, 4380]","[727, 968, 1760, 2588, 2871]",0.6,103.66666666666669,00:00:02,2.725673947483301,0.0006417880733419
Process Graph Metrics,without_noise,log_63_1687182017,0.1,300,700,"[648, 1306, 1954, 2626, 3638, 4137]","[727, 968, 1760, 2588, 2871]",0.5454545454545454,103.66666666666669,00:00:02,2.9437123984098434,0.0006931274778455
Process Graph Metrics,with_noise_10,log_63_1687182017,0.1,400,400,"[550, 883, 1263, 1739, 2355, 2935, 3554, 4329]","[727, 968, 1760, 2588, 2871]",0.6153846153846154,86.75,00:00:17,17.328369481489062,0.0040801435087094
Process Graph Metrics,without_noise,log_63_1687182017,0.1,400,500,"[626, 1462, 1981, 2903, 3353, 3803, 4356]","[727, 968, 1760, 2588, 2871]",0.3333333333333333,66.5,00:00:06,6.0427609635517,0.0014228304599839
Process Graph Metrics,with_noise_10,log_63_1687182017,0.1,400,600,"[720, 1521, 3052, 3876]","[727, 968, 1760, 2588, 2871]",0.4444444444444445,94.0,00:00:06,6.837427703663707,0.0016099429488259
Process Graph Metrics,without_noise,log_64_1687182018,0.0001,100,400,[1380],[1359],1.0,21.0,00:00:31,31.14154479559511,0.0157758585590654
Process Graph Metrics,with_noise_20,log_64_1687182018,0.0001,100,500,"[450, 1380]",[1359],0.6666666666666666,21.0,00:00:12,12.803404714912176,0.0064860206255887
Process Graph Metrics,without_noise,log_64_1687182018,0.0001,100,600,"[1421, 2200]",[1359],0.6666666666666666,62.0,00:00:35,35.245643839240074,0.0178549360887741
Process Graph Metrics,with_noise_20,log_64_1687182018,0.0001,100,700,"[450, 1434]",[1359],0.6666666666666666,75.0,00:00:55,55.21572708617896,0.0279714929514584
Process Graph Metrics,with_noise_20,log_64_1687182018,0.0001,200,400,[1380],[1359],1.0,21.0,00:00:34,34.56077023036778,0.0175079889718175
Process Graph Metrics,with_noise_10,log_64_1687182018,0.0001,200,500,[1350],[1359],1.0,9.0,00:00:09,9.595017903484404,0.0048606980260812
Process Graph Metrics,with_noise_20,log_64_1687182018,0.0001,200,600,"[1423, 2202]",[1359],0.6666666666666666,64.0,00:00:41,41.27110396232456,0.0209073474986446
Process Graph Metrics,without_noise,log_64_1687182018,0.0001,200,700,"[900, 1800]",[1359],,,00:00:03,3.55980156455189,0.001803344257625
Process Graph Metrics,with_noise_20,log_64_1687182018,0.0001,300,400,"[450, 1380]",[1359],0.6666666666666666,21.0,00:00:15,15.928585548885168,0.0080691922740046
Process Graph Metrics,with_noise_20,log_64_1687182018,0.0001,300,600,"[450, 1434]",[1359],0.6666666666666666,75.0,00:00:54,54.99405231419951,0.0278591957012155
Process Graph Metrics,with_noise_20,log_64_1687182018,0.0001,300,700,"[450, 1434]",[1359],0.6666666666666666,75.0,00:00:50,50.72050586808473,0.0256942785552607
Process Graph Metrics,without_noise,log_64_1687182018,0.0001,400,400,[1380],[1359],1.0,21.0,00:00:29,29.00522709544748,0.0146936307474404
Process Graph Metrics,without_noise,log_64_1687182018,0.0001,400,500,[1350],[1359],1.0,9.0,00:00:08,8.63075221143663,0.0043722148994106
Process Graph Metrics,with_noise_20,log_64_1687182018,0.0001,400,600,"[1423, 2202]",[1359],0.6666666666666666,64.0,00:00:42,42.87835052981973,0.0217215554862308
Process Graph Metrics,with_noise_10,log_64_1687182018,0.0001,400,700,"[864, 1728]",[1359],,,00:00:02,2.996257659047842,0.0015178610228205
Process Graph Metrics,with_noise_10,log_64_1687182018,0.005,100,400,"[450, 1445, 1995]",[1359],0.5,86.0,00:00:05,5.116006478667259,0.0025916952779469
Process Graph Metrics,with_noise_10,log_64_1687182018,0.005,100,500,"[450, 1100, 1316, 1578, 2118]",[1359],0.3333333333333333,43.0,00:00:07,7.772596208378673,0.0039374854145788
Process Graph Metrics,with_noise_20,log_64_1687182018,0.005,100,600,"[450, 1381]",[1359],0.6666666666666666,22.0,00:00:42,42.33742130268365,0.0214475285221295
Process Graph Metrics,without_noise,log_64_1687182018,0.005,200,400,"[1105, 1321, 1597]",[1359],0.5,38.0,00:00:24,24.33973586000502,0.0123301600101342
Process Graph Metrics,with_noise_10,log_64_1687182018,0.005,200,600,"[1409, 2196]",[1359],0.6666666666666666,50.0,00:00:38,38.18388491123915,0.0193434067432822
Process Graph Metrics,without_noise,log_64_1687182018,0.005,200,700,"[789, 1539]",[1359],0.6666666666666666,180.0,00:00:13,13.309683525934815,0.0067424941874036
Process Graph Metrics,with_noise_10,log_64_1687182018,0.005,300,400,"[450, 1445, 1995]",[1359],0.5,86.0,00:00:03,3.730003101751208,0.0018895659076753
Process Graph Metrics,without_noise,log_64_1687182018,0.005,300,500,"[450, 1372]",[1359],0.6666666666666666,13.0,00:00:08,8.583473079837859,0.004348263971549
Process Graph Metrics,with_noise_20,log_64_1687182018,0.005,300,600,"[450, 1381]",[1359],0.6666666666666666,22.0,00:00:28,28.05905848555267,0.0142143153422252
Process Graph Metrics,without_noise,log_64_1687182018,0.005,300,700,"[450, 1442]",[1359],0.6666666666666666,83.0,00:00:04,4.02071852888912,0.0020368381605314
Process Graph Metrics,without_noise,log_64_1687182018,0.005,400,400,"[1105, 1321, 1597]",[1359],0.5,38.0,00:00:24,24.78275226522237,0.0125545857473264
Process Graph Metrics,with_noise_20,log_64_1687182018,0.005,400,700,"[864, 1728]",[1359],,,00:00:02,2.913038222119212,0.0014757032533531
Process Graph Metrics,with_noise_20,log_64_1687182018,0.05,100,400,"[450, 1006, 1344, 1656]",[1359],0.4,15.0,00:00:07,7.4456910733133554,0.0037718799763492
Process Graph Metrics,with_noise_20,log_64_1687182018,0.05,100,500,"[450, 1100, 1316, 1550, 2100]",[1359],0.3333333333333333,43.0,00:00:04,4.226784968748689,0.0021412284542799
Process Graph Metrics,with_noise_20,log_64_1687182018,0.05,100,600,"[450, 1375]",[1359],0.6666666666666666,16.0,00:00:39,39.359208380803466,0.0199388087035478
Process Graph Metrics,with_noise_10,log_64_1687182018,0.05,200,400,"[432, 864, 1442, 1992]",[1359],0.4,83.0,00:00:03,3.138798762112856,0.0015900702948899
Process Graph Metrics,without_noise,log_64_1687182018,0.05,200,500,"[432, 876, 1372]",[1359],0.5,13.0,00:00:12,12.889623055234551,0.00652969759637
Process Graph Metrics,without_noise,log_64_1687182018,0.05,200,600,"[432, 876, 1372]",[1359],0.5,13.0,00:00:13,13.161216035485268,0.0066672826927483
Process Graph Metrics,with_noise_20,log_64_1687182018,0.05,200,700,"[432, 864, 1369]",[1359],0.5,10.0,00:00:15,15.187659720890224,0.0076938499092655
Process Graph Metrics,with_noise_20,log_64_1687182018,0.05,300,400,"[450, 1006, 1344, 1656]",[1359],0.4,15.0,00:00:06,6.336660628207028,0.0032100611085141
Process Graph Metrics,with_noise_10,log_64_1687182018,0.05,300,500,"[450, 902, 1372]",[1359],0.5,13.0,00:00:05,5.599135110154748,0.0028364412918717
Process Graph Metrics,with_noise_20,log_64_1687182018,0.05,300,600,"[450, 1375]",[1359],0.6666666666666666,16.0,00:00:40,40.831007364206016,0.0206844008937213
Process Graph Metrics,with_noise_10,log_64_1687182018,0.05,300,700,"[450, 902, 1372]",[1359],0.5,13.0,00:00:05,5.650749022141099,0.002862588157113
Process Graph Metrics,with_noise_10,log_64_1687182018,0.05,400,400,"[833, 1428, 1986]",[1359],0.5,69.0,00:00:17,17.14570255856961,0.0086857662404101
Process Graph Metrics,with_noise_10,log_64_1687182018,0.05,400,500,"[775, 1495]",[1359],0.6666666666666666,136.0,00:00:16,16.168714290484786,0.0081908380397592
Process Graph Metrics,without_noise,log_64_1687182018,0.05,400,600,"[775, 1495]",[1359],0.6666666666666666,136.0,00:00:15,15.336445108056068,0.0077692224458237
Process Graph Metrics,with_noise_10,log_64_1687182018,0.05,400,700,"[775, 1495]",[1359],0.6666666666666666,136.0,00:00:15,15.581667914055288,0.0078934487913147
Process Graph Metrics,with_noise_10,log_64_1687182018,0.1,100,400,"[450, 900, 1369, 2029]",[1359],0.4,10.0,00:00:04,4.097584933973849,0.002075777575468
Process Graph Metrics,with_noise_20,log_64_1687182018,0.1,100,500,"[450, 960, 1410]",[1359],0.5,51.0,00:00:12,12.189441353082657,0.006174995619596
Process Graph Metrics,with_noise_20,log_64_1687182018,0.1,100,600,"[450, 960, 1410, 2189]",[1359],0.4,51.0,00:00:13,13.287164584733546,0.0067310864157718
Process Graph Metrics,with_noise_20,log_64_1687182018,0.1,100,700,"[450, 960, 1410, 2189]",[1359],0.4,51.0,00:00:13,13.074305018410088,0.0066232548218896
Process Graph Metrics,with_noise_10,log_64_1687182018,0.1,200,400,"[432, 864, 1442, 1992]",[1359],0.4,83.0,00:00:03,3.34162484202534,0.0016928190689084
Process Graph Metrics,without_noise,log_64_1687182018,0.1,200,700,"[432, 864, 1442, 2166]",[1359],0.4,83.0,00:00:03,3.471587452106178,0.0017586562573992
Process Graph Metrics,with_noise_20,log_64_1687182018,0.1,300,400,"[450, 960, 1410, 1960]",[1359],0.4,51.0,00:00:10,10.67115356400609,0.0054058528693039
Process Graph Metrics,with_noise_10,log_64_1687182018,0.1,300,500,"[450, 900, 1369]",[1359],0.5,10.0,00:00:05,5.341447681188583,0.0027059005477145
Process Graph Metrics,without_noise,log_64_1687182018,0.1,300,600,"[450, 902, 1369]",[1359],0.5,10.0,00:00:05,5.080688922666013,0.0025738039121914
Process Graph Metrics,with_noise_10,log_64_1687182018,0.1,400,400,"[806, 1396, 1976]",[1359],0.5,37.0,00:00:13,13.447624698281288,0.0068123732007503
Process Graph Metrics,with_noise_20,log_64_1687182018,0.1,400,500,"[770, 1490]",[1359],0.6666666666666666,131.0,00:00:08,8.736009730957448,0.0044255368444566
Process Graph Metrics,with_noise_20,log_64_1687182018,0.1,400,600,"[770, 1490]",[1359],0.6666666666666666,131.0,00:00:16,16.75696169026196,0.0084888357093525
Process Graph Metrics,with_noise_10,log_64_1687182018,0.1,400,700,"[772, 1492]",[1359],0.6666666666666666,133.0,00:00:15,15.999156502075492,0.0081049425035843
Process Graph Metrics,without_noise,log_65_1687182020,0.0001,100,400,"[1007, 1580, 2455]","[909, 1496, 2099, 2410]",0.8571428571428571,75.66666666666667,00:00:14,14.517472193576396,0.0047458228811952
Process Graph Metrics,with_noise_10,log_65_1687182020,0.0001,100,500,"[1002, 1579, 2292]","[909, 1496, 2099, 2410]",0.8571428571428571,98.0,00:00:13,13.066678368486464,0.0042715522616824
Process Graph Metrics,without_noise,log_65_1687182020,0.0001,100,600,"[983, 2241]","[909, 1496, 2099, 2410]",0.6666666666666666,108.0,00:00:06,6.089972446672618,0.0019908376746232
Process Graph Metrics,with_noise_10,log_65_1687182020,0.0001,200,500,"[1002, 1579, 2292]","[909, 1496, 2099, 2410]",0.8571428571428571,98.0,00:00:13,13.371389145962894,0.0043711634998244
Process Graph Metrics,with_noise_20,log_65_1687182020,0.0001,200,600,"[983, 1693, 2308]","[909, 1496, 2099, 2410]",0.8571428571428571,124.33333333333331,00:00:03,3.671621494926512,0.0012002685501557
Process Graph Metrics,with_noise_20,log_65_1687182020,0.0001,200,700,"[1059, 1959, 3359]","[909, 1496, 2099, 2410]",0.5714285714285715,145.0,00:01:09,69.41245996113867,0.02269122587811
Process Graph Metrics,with_noise_20,log_65_1687182020,0.0001,300,500,"[998, 1585, 2292]","[909, 1496, 2099, 2410]",0.8571428571428571,98.66666666666669,00:00:10,10.970999792218208,0.0035864660974887
Process Graph Metrics,with_noise_20,log_65_1687182020,0.0001,300,700,"[1047, 1982, 3371]","[909, 1496, 2099, 2410]",0.5714285714285715,127.5,00:00:59,59.706808873452246,0.0195184076081896
Process Graph Metrics,without_noise,log_65_1687182020,0.0001,400,400,"[1007, 1580, 2455]","[909, 1496, 2099, 2410]",0.8571428571428571,75.66666666666667,00:00:14,14.617191593162715,0.0047784215734431
Process Graph Metrics,without_noise,log_65_1687182020,0.0001,400,600,"[1017, 2286]","[909, 1496, 2099, 2410]",0.6666666666666666,116.0,00:00:11,11.15215315669775,0.0036456858962725
Process Graph Metrics,with_noise_20,log_65_1687182020,0.0001,400,700,"[1052, 1916, 3347]","[909, 1496, 2099, 2410]",0.5714285714285715,163.0,00:01:13,73.30190788395703,0.0239627028061317
Process Graph Metrics,with_noise_20,log_65_1687182020,0.005,100,400,"[995, 1565]","[909, 1496, 2099, 2410]",0.6666666666666666,77.5,00:00:23,23.061848546378314,0.0075390155431115
Process Graph Metrics,without_noise,log_65_1687182020,0.005,100,500,"[974, 2220]","[909, 1496, 2099, 2410]",0.6666666666666666,93.0,00:00:08,8.425523607991636,0.0027543391984281
Process Graph Metrics,with_noise_10,log_65_1687182020,0.005,100,600,"[963, 1671, 2240]","[909, 1496, 2099, 2410]",0.8571428571428571,123.33333333333331,00:00:09,9.40052278805524,0.0030730705420252
Process Graph Metrics,with_noise_20,log_65_1687182020,0.005,100,700,"[1023, 1802, 2581]","[909, 1496, 2099, 2410]",0.5714285714285715,142.5,00:00:32,32.55761934444308,0.0106432230612759
Process Graph Metrics,without_noise,log_65_1687182020,0.005,200,400,"[986, 2436]","[909, 1496, 2099, 2410]",0.6666666666666666,51.5,00:00:06,6.964533435180783,0.0022767353498466
Process Graph Metrics,without_noise,log_65_1687182020,0.005,200,600,"[960, 2326]","[909, 1496, 2099, 2410]",0.6666666666666666,67.5,00:00:22,22.744987279176712,0.007435432258639
Process Graph Metrics,without_noise,log_65_1687182020,0.005,200,700,"[1000, 2249]","[909, 1496, 2099, 2410]",0.6666666666666666,120.5,00:00:09,9.501414305530488,0.0031060524045539
Process Graph Metrics,with_noise_20,log_65_1687182020,0.005,300,500,"[986, 1699, 2316]","[909, 1496, 2099, 2410]",0.5714285714285715,85.5,00:00:05,5.1868883073329926,0.0016956156611091
Process Graph Metrics,with_noise_20,log_65_1687182020,0.005,300,600,"[1023, 1802, 2581]","[909, 1496, 2099, 2410]",0.5714285714285715,142.5,00:00:32,32.90085107460618,0.0107554269612965
Process Graph Metrics,with_noise_10,log_65_1687182020,0.005,300,700,"[1015, 1950, 3371]","[909, 1496, 2099, 2410]",0.5714285714285715,127.5,00:00:51,51.51577885914594,0.0168407253544118
Process Graph Metrics,without_noise,log_65_1687182020,0.005,400,400,"[986, 2436]","[909, 1496, 2099, 2410]",0.6666666666666666,51.5,00:00:10,10.671597295440732,0.0034885901586926
Process Graph Metrics,with_noise_10,log_65_1687182020,0.005,400,500,"[994, 1565, 2286]","[909, 1496, 2099, 2410]",0.8571428571428571,92.66666666666669,00:00:13,13.021715597249568,0.0042568537421541
Process Graph Metrics,without_noise,log_65_1687182020,0.005,400,600,"[994, 2205]","[909, 1496, 2099, 2410]",0.6666666666666666,95.5,00:00:17,17.50022249110043,0.0057208965319059
Process Graph Metrics,without_noise,log_65_1687182020,0.005,400,700,"[994, 2249]","[909, 1496, 2099, 2410]",0.6666666666666666,117.5,00:00:17,17.881288826465607,0.0058454687239181
Process Graph Metrics,with_noise_10,log_65_1687182020,0.05,100,500,"[875, 1456, 2072, 2612]","[909, 1496, 2099, 2410]",0.75,33.666666666666664,00:00:10,10.373155548237264,0.0033910282929837
Process Graph Metrics,without_noise,log_65_1687182020,0.05,100,600,"[971, 1750, 2529]","[909, 1496, 2099, 2410]",0.5714285714285715,90.5,00:00:20,20.88346758019179,0.0068268936188923
Process Graph Metrics,with_noise_20,log_65_1687182020,0.05,100,700,"[989, 1768, 2547]","[909, 1496, 2099, 2410]",0.5714285714285715,108.5,00:00:27,27.55777528695762,0.0090087529542195
Process Graph Metrics,with_noise_20,log_65_1687182020,0.05,200,400,"[982, 1692, 2425]","[909, 1496, 2099, 2410]",0.8571428571428571,94.66666666666669,00:00:12,12.624397037550809,0.0041269686294706
Process Graph Metrics,without_noise,log_65_1687182020,0.05,200,700,"[974, 2240]","[909, 1496, 2099, 2410]",0.6666666666666666,103.0,00:00:12,12.437030959874392,0.0040657178685434
Process Graph Metrics,with_noise_20,log_65_1687182020,0.05,300,400,"[982, 1692, 2425]","[909, 1496, 2099, 2410]",0.8571428571428571,94.66666666666669,00:00:12,12.623585099354386,0.0041267032034502
Process Graph Metrics,without_noise,log_65_1687182020,0.05,300,600,"[971, 1750, 2529]","[909, 1496, 2099, 2410]",0.5714285714285715,90.5,00:00:21,21.04381546843797,0.0068793120197574
Process Graph Metrics,with_noise_10,log_65_1687182020,0.05,300,700,"[987, 1766, 2545]","[909, 1496, 2099, 2410]",0.5714285714285715,106.5,00:00:24,24.083725405856967,0.0078730713977956
Process Graph Metrics,without_noise,log_65_1687182020,0.05,400,400,"[977, 2426]","[909, 1496, 2099, 2410]",0.6666666666666666,42.0,00:00:09,9.354874954558907,0.0030581480727554
Process Graph Metrics,with_noise_10,log_65_1687182020,0.05,400,500,"[875, 1456, 2072, 2612]","[909, 1496, 2099, 2410]",0.75,33.666666666666664,00:00:10,10.157560728490353,0.0033205494372312
Process Graph Metrics,with_noise_20,log_65_1687182020,0.05,400,600,"[975, 1839, 2703]","[909, 1496, 2099, 2410]",0.2857142857142857,66.0,00:00:17,17.53635016735643,0.0057327068216268
