Algorithm,Log Source,Log,P-Value,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Martjushev ADWIN J,with_noise_20,log_31_1687181960,0.4,100,600,50,"[1036, 1900, 2701, 3339]","[1043, 1868, 2070, 3338, 3677]",0.6666666666666665,13.333333333333334,00:01:19,79.03492782730609,0.0183503431221978
Martjushev ADWIN J,without_noise,log_31_1687181960,0.4,100,700,10,"[619, 2027, 3471]","[1043, 1868, 2070, 3338, 3677]",0.5,88.0,00:02:06,126.8948125122115,0.0294624593713052
Martjushev ADWIN J,with_noise_20,log_31_1687181960,0.4,200,400,20,"[639, 1080, 1881, 2702, 3223, 3904]","[1043, 1868, 2070, 3338, 3677]",0.5454545454545454,55.0,00:01:42,102.36046139523388,0.0237660695136368
Martjushev ADWIN J,with_noise_20,log_31_1687181960,0.4,200,500,10,"[1069, 1920, 3256, 3612]","[1043, 1868, 2070, 3338, 3677]",0.888888888888889,56.25,00:01:43,103.48615467455238,0.0240274331726381
Martjushev ADWIN J,without_noise,log_31_1687181960,0.4,200,600,20,"[1109, 1800, 3221, 3902]","[1043, 1868, 2070, 3338, 3677]",0.6666666666666665,83.66666666666667,00:01:35,95.59008122049272,0.0221941214814238
Martjushev ADWIN J,with_noise_20,log_31_1687181960,0.4,200,700,50,"[1055, 1900, 2701, 3339]","[1043, 1868, 2070, 3338, 3677]",0.6666666666666665,15.0,00:01:38,98.61867496930064,0.0228973008983748
Martjushev ADWIN J,with_noise_20,log_31_1687181960,0.4,300,400,10,"[639, 1030, 1931, 2692, 3315]","[1043, 1868, 2070, 3338, 3677]",0.6,33.0,00:01:47,107.4169816961512,0.0249400932658814
Martjushev ADWIN J,with_noise_20,log_31_1687181960,0.4,300,500,50,"[1061, 1925, 3351]","[1043, 1868, 2070, 3338, 3677]",0.7499999999999999,29.33333333333333,00:01:36,96.60007307399064,0.0224286215634991
Martjushev ADWIN J,with_noise_20,log_31_1687181960,0.4,300,600,20,"[1079, 1720, 3341, 3902]","[1043, 1868, 2070, 3338, 3677]",0.6666666666666665,62.333333333333336,00:01:41,101.45901579223572,0.0235567717186523
Martjushev ADWIN J,without_noise,log_31_1687181960,0.4,300,700,10,"[619, 2027, 3471]","[1043, 1868, 2070, 3338, 3677]",0.5,88.0,00:01:32,92.5538618247956,0.0214891715404679
Martjushev ADWIN J,with_noise_20,log_31_1687181960,0.4,400,400,10,"[639, 1880, 2691, 3302]","[1043, 1868, 2070, 3338, 3677]",0.4444444444444445,24.0,00:01:13,73.25936827715486,0.0170093727135256
Martjushev ADWIN J,with_noise_10,log_31_1687181960,0.4,400,500,20,"[1061, 1800, 2991, 3682]","[1043, 1868, 2070, 3338, 3677]",0.6666666666666665,30.33333333333333,00:01:25,85.48127101082355,0.0198470561901145
Martjushev ADWIN J,with_noise_20,log_31_1687181960,0.4,400,600,10,"[1079, 1720, 3341]","[1043, 1868, 2070, 3338, 3677]",0.7499999999999999,62.333333333333336,00:01:42,102.40008556004614,0.0237752694590309
Martjushev ADWIN J,with_noise_10,log_31_1687181960,0.4,400,700,20,"[959, 1800, 3371]","[1043, 1868, 2070, 3338, 3677]",0.7499999999999999,61.66666666666666,00:01:23,83.39904247876257,0.019363604011786
Martjushev ADWIN J,with_noise_10,log_32_1687181966,0.4,100,400,20,[],"[1402, 1725]",,,00:00:16,16.98013235721737,0.0056151231340004
Martjushev ADWIN J,with_noise_20,log_32_1687181966,0.4,100,500,50,[],"[1402, 1725]",,,00:00:07,7.226915714330971,0.0023898530801359
Martjushev ADWIN J,without_noise,log_32_1687181966,0.4,100,600,20,[],"[1402, 1725]",,,00:00:14,14.958451653830709,0.004946577927854
Martjushev ADWIN J,with_noise_10,log_32_1687181966,0.4,100,700,50,[],"[1402, 1725]",,,00:00:13,13.557066513225436,0.0044831569157491
Martjushev ADWIN J,with_noise_20,log_32_1687181966,0.4,200,400,10,[],"[1402, 1725]",,,00:00:22,22.583815570920702,0.0074681929798018
Martjushev ADWIN J,with_noise_10,log_32_1687181966,0.4,200,500,20,[],"[1402, 1725]",,,00:00:16,16.384050372987986,0.0054180060757235
Martjushev ADWIN J,with_noise_10,log_32_1687181966,0.4,200,700,20,[],"[1402, 1725]",,,00:00:17,17.60015521105379,0.0058201571465124
Martjushev ADWIN J,without_noise,log_32_1687181966,0.4,300,400,50,[],"[1402, 1725]",,,00:00:11,11.492346588522196,0.003800379162871
Martjushev ADWIN J,without_noise,log_32_1687181966,0.4,300,500,50,[],"[1402, 1725]",,,00:00:12,12.8027297379449,0.0042337069239235
Martjushev ADWIN J,with_noise_10,log_32_1687181966,0.4,300,600,50,[],"[1402, 1725]",,,00:00:12,12.790452531538904,0.0042296470011702
Martjushev ADWIN J,with_noise_10,log_32_1687181966,0.4,300,700,20,[],"[1402, 1725]",,,00:00:17,17.055200450122356,0.005639947238797
Martjushev ADWIN J,with_noise_10,log_32_1687181966,0.4,400,400,20,[],"[1402, 1725]",,,00:00:15,15.068777932785451,0.0049830614857094
Martjushev ADWIN J,with_noise_20,log_32_1687181966,0.4,400,500,10,[],"[1402, 1725]",,,00:00:21,21.011996548622847,0.0069484115570842
Martjushev ADWIN J,with_noise_10,log_32_1687181966,0.4,400,600,10,[],"[1402, 1725]",,,00:00:22,22.810734739527103,0.0075432323874097
Martjushev ADWIN J,with_noise_20,log_32_1687181966,0.4,400,700,10,[],"[1402, 1725]",,,00:00:22,22.779013877734545,0.007532742684436
Martjushev ADWIN J,with_noise_10,log_33_1687181967,0.4,100,400,20,[1139],[987],1.0,152.0,00:00:03,3.600299591198564,0.0023546759916275
Martjushev ADWIN J,with_noise_20,log_33_1687181967,0.4,100,500,10,[839],[987],1.0,148.0,00:00:02,2.306899642571807,0.0015087636642065
Martjushev ADWIN J,with_noise_20,log_33_1687181967,0.4,100,600,20,[539],[987],,,00:00:03,3.304760539904237,0.0021613868802512
Martjushev ADWIN J,without_noise,log_33_1687181967,0.4,100,700,10,[],[987],,,00:00:03,3.2012993302196264,0.0020937209484758
Martjushev ADWIN J,with_noise_10,log_33_1687181967,0.4,200,400,20,[1139],[987],1.0,152.0,00:00:03,3.315582839772105,0.0021684649050177
Martjushev ADWIN J,with_noise_10,log_33_1687181967,0.4,200,500,20,[929],[987],1.0,58.0,00:00:03,3.631369475275278,0.0023749963867071
Martjushev ADWIN J,without_noise,log_33_1687181967,0.4,200,600,20,[],[987],,,00:00:02,2.9409386795014143,0.0019234392933298
Martjushev ADWIN J,with_noise_20,log_33_1687181967,0.4,200,700,20,[539],[987],,,00:00:03,3.5687596229836345,0.0023340481510684
Martjushev ADWIN J,with_noise_10,log_33_1687181967,0.4,300,400,10,[1049],[987],1.0,62.0,00:00:03,3.469086234457791,0.0022688595385597
Martjushev ADWIN J,with_noise_10,log_33_1687181967,0.4,300,500,50,[949],[987],1.0,38.0,00:00:02,2.858699531294405,0.0018696530616706
Martjushev ADWIN J,with_noise_20,log_33_1687181967,0.4,300,600,10,[539],[987],,,00:00:03,3.3700093496590853,0.0022040610527528
Martjushev ADWIN J,without_noise,log_33_1687181967,0.4,300,700,10,[],[987],,,00:00:03,3.8463658140972257,0.0025156087731178
Martjushev ADWIN J,with_noise_20,log_33_1687181967,0.4,400,400,50,[],[987],,,00:00:01,1.425403461791575,0.0009322455603607
Martjushev ADWIN J,without_noise,log_33_1687181967,0.4,400,500,10,[],[987],,,00:00:03,3.299892798997462,0.0021582032694555
Martjushev ADWIN J,without_noise,log_33_1687181967,0.4,400,600,50,[],[987],,,00:00:02,2.488682160153985,0.0016276534729587
Martjushev ADWIN J,with_noise_10,log_33_1687181967,0.4,400,700,20,[1049],[987],1.0,62.0,00:00:02,2.165321407839656,0.001416168350451
Martjushev ADWIN J,without_noise,log_34_1687181968,0.4,100,400,50,[],"[1087, 1302]",,,00:00:25,25.88932970445603,0.0097328307159609
Martjushev ADWIN J,without_noise,log_34_1687181968,0.4,100,500,50,[],"[1087, 1302]",,,00:00:26,26.728399763815105,0.0100482705879004
Martjushev ADWIN J,with_noise_10,log_34_1687181968,0.4,100,600,20,[],"[1087, 1302]",,,00:00:39,39.00485113076866,0.01466347786871
Martjushev ADWIN J,without_noise,log_34_1687181968,0.4,100,700,20,[],"[1087, 1302]",,,00:00:28,28.064468435943127,0.0105505520435876
Martjushev ADWIN J,with_noise_20,log_34_1687181968,0.4,200,400,50,[],"[1087, 1302]",,,00:00:27,27.95449456293136,0.010509208482305
Martjushev ADWIN J,without_noise,log_34_1687181968,0.4,200,500,20,[],"[1087, 1302]",,,00:00:29,29.96471458114684,0.0112649302936642
Martjushev ADWIN J,without_noise,log_34_1687181968,0.4,200,600,20,[],"[1087, 1302]",,,00:00:32,32.31843394599855,0.0121497871977438
Martjushev ADWIN J,with_noise_10,log_34_1687181968,0.4,200,700,20,[],"[1087, 1302]",,,00:00:25,25.931423387490213,0.0097486554088309
Martjushev ADWIN J,without_noise,log_34_1687181968,0.4,300,400,10,[],"[1087, 1302]",,,00:00:38,38.91285483259708,0.0146288927942094
Martjushev ADWIN J,with_noise_20,log_34_1687181968,0.4,300,500,50,[],"[1087, 1302]",,,00:00:28,28.893166075460613,0.0108620925095716
Martjushev ADWIN J,with_noise_10,log_34_1687181968,0.4,300,600,20,[],"[1087, 1302]",,,00:00:37,37.24443872924894,0.0140016686952063
Martjushev ADWIN J,without_noise,log_34_1687181968,0.4,300,700,50,[],"[1087, 1302]",,,00:00:24,24.94267507828772,0.0093769455181532
Martjushev ADWIN J,with_noise_10,log_34_1687181968,0.4,400,400,50,[],"[1087, 1302]",,,00:00:29,29.177217880263925,0.0109688789023548
Martjushev ADWIN J,with_noise_10,log_34_1687181968,0.4,400,500,20,[],"[1087, 1302]",,,00:00:33,33.12218531221151,0.012451949365493
Martjushev ADWIN J,without_noise,log_34_1687181968,0.4,400,600,20,[],"[1087, 1302]",,,00:00:30,30.90527391526848,0.0116185240282964
Martjushev ADWIN J,with_noise_20,log_34_1687181968,0.4,400,700,50,[],"[1087, 1302]",,,00:00:31,31.933176244609054,0.0120049534754169
Martjushev ADWIN J,with_noise_20,log_35_1687181968,0.4,100,400,20,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:20,20.826813305728137,0.0037091386118839
Martjushev ADWIN J,with_noise_10,log_35_1687181968,0.4,100,500,10,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:32,32.05210133083165,0.0057082994355888
Martjushev ADWIN J,without_noise,log_35_1687181968,0.4,100,600,10,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:22,22.202083158306777,0.003954066457401
Martjushev ADWIN J,with_noise_20,log_35_1687181968,0.4,100,700,50,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:16,16.339144063182175,0.002909909895491
Martjushev ADWIN J,with_noise_20,log_35_1687181968,0.4,200,400,50,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:14,14.982206529937685,0.0026682469332035
Martjushev ADWIN J,without_noise,log_35_1687181968,0.4,200,500,50,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:11,11.784766227938237,0.002098800752972
Martjushev ADWIN J,with_noise_20,log_35_1687181968,0.4,200,600,20,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:20,20.735652662813663,0.0036929034127896
Martjushev ADWIN J,with_noise_20,log_35_1687181968,0.4,200,700,50,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:16,16.36221668124199,0.0029140189993307
Martjushev ADWIN J,without_noise,log_35_1687181968,0.4,300,500,10,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:18,18.90865256357938,0.0033675249445377
Martjushev ADWIN J,without_noise,log_35_1687181968,0.4,300,600,10,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:20,20.266010568477213,0.0036092627904678
Martjushev ADWIN J,with_noise_20,log_35_1687181968,0.4,300,700,10,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:30,30.79918467439711,0.0054851620079068
Martjushev ADWIN J,with_noise_10,log_35_1687181968,0.4,400,400,10,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:28,28.873417194001377,0.0051421936231525
Martjushev ADWIN J,without_noise,log_35_1687181968,0.4,400,500,20,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:14,14.91206203494221,0.0026557545921535
Martjushev ADWIN J,with_noise_10,log_35_1687181968,0.4,400,600,50,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:15,15.468783215619624,0.0027549035112412
Martjushev ADWIN J,without_noise,log_35_1687181968,0.4,400,700,50,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:12,12.402445018291472,0.0022088058803724
Martjushev ADWIN J,with_noise_10,log_36_1687181970,0.4,100,400,10,"[699, 1600, 1931, 2452, 3033]","[754, 1601, 2593]",0.7499999999999999,65.66666666666667,00:01:14,74.20735159236938,0.020148615691656
Martjushev ADWIN J,with_noise_20,log_36_1687181970,0.4,100,500,10,"[749, 1500, 2331]","[754, 1601, 2593]",0.6666666666666666,53.0,00:01:17,77.66910075675696,0.0210885421549706
Martjushev ADWIN J,with_noise_10,log_36_1687181970,0.4,100,600,50,"[599, 1500, 1951, 2452, 3053]","[754, 1601, 2593]",0.7499999999999999,132.33333333333334,00:00:52,52.93514214549214,0.0143728325130307
Martjushev ADWIN J,with_noise_20,log_36_1687181970,0.4,100,700,20,"[599, 1480, 2261, 3022]","[754, 1601, 2593]",0.5714285714285715,138.0,00:01:05,65.66988552827388,0.0178305418214156
Martjushev ADWIN J,with_noise_10,log_36_1687181970,0.4,200,400,50,"[699, 1600, 2551]","[754, 1601, 2593]",1.0,32.666666666666664,00:00:56,56.445020634680986,0.0153258269439807
Martjushev ADWIN J,with_noise_20,log_36_1687181970,0.4,200,500,20,"[749, 1500, 2341, 3042]","[754, 1601, 2593]",0.5714285714285715,53.0,00:01:05,65.27372742537409,0.0177229778510383
Martjushev ADWIN J,with_noise_10,log_36_1687181970,0.4,200,600,50,"[599, 1500, 2251, 3052]","[754, 1601, 2593]",0.5714285714285715,128.0,00:00:59,59.58256214670837,0.0161777252638361
Martjushev ADWIN J,without_noise,log_36_1687181970,0.4,200,700,50,"[599, 1500, 2551, 3052]","[754, 1601, 2593]",0.8571428571428571,99.33333333333331,00:00:31,31.65693632792681,0.0085954212131215
Martjushev ADWIN J,with_noise_20,log_36_1687181970,0.4,300,400,20,"[699, 1600, 2541]","[754, 1601, 2593]",1.0,36.0,00:01:01,61.51068620476872,0.0167012452361576
Martjushev ADWIN J,with_noise_20,log_36_1687181970,0.4,300,500,50,"[749, 1500, 2351, 3052]","[754, 1601, 2593]",0.5714285714285715,53.0,00:00:57,57.2109039593488,0.0155337778874148
Martjushev ADWIN J,with_noise_20,log_36_1687181970,0.4,300,600,50,"[599, 1500, 2251, 3052]","[754, 1601, 2593]",0.5714285714285715,128.0,00:00:58,58.46902856789529,0.0158753810936452
Martjushev ADWIN J,without_noise,log_36_1687181970,0.4,300,700,50,"[599, 1500, 2551, 3102]","[754, 1601, 2593]",0.8571428571428571,99.33333333333331,00:00:52,52.05052526667714,0.0141326432980388
Martjushev ADWIN J,with_noise_20,log_36_1687181970,0.4,400,400,20,"[699, 1600, 2541]","[754, 1601, 2593]",1.0,36.0,00:00:54,54.232929142192006,0.0147252047630171
Martjushev ADWIN J,with_noise_20,log_36_1687181970,0.4,400,500,50,"[749, 1500, 2601]","[754, 1601, 2593]",1.0,38.0,00:00:47,47.48563486989588,0.012893194371408
Martjushev ADWIN J,without_noise,log_36_1687181970,0.4,400,700,50,"[599, 1600, 2601]","[754, 1601, 2593]",1.0,54.66666666666666,00:00:52,52.85782496165484,0.014351839522578
Martjushev ADWIN J,with_noise_10,log_37_1687181973,0.4,100,500,50,[1349],[1428],1.0,79.0,00:00:15,15.982868762686849,0.0077286599432721
Martjushev ADWIN J,with_noise_20,log_37_1687181973,0.4,100,600,20,[],[1428],,,00:00:20,20.90920207183808,0.0101108327233259
Martjushev ADWIN J,with_noise_20,log_37_1687181973,0.4,100,700,20,[1229],[1428],1.0,199.0,00:00:19,19.68026407621801,0.009516568702233
Martjushev ADWIN J,with_noise_20,log_37_1687181973,0.4,200,400,20,[],[1428],,,00:00:18,18.998180650174618,0.0091867411267768
Martjushev ADWIN J,without_noise,log_37_1687181973,0.4,200,500,10,[1289],[1428],1.0,139.0,00:00:21,21.28357722144574,0.0102918651941226
Martjushev ADWIN J,without_noise,log_37_1687181973,0.4,200,600,10,[],[1428],,,00:00:23,23.04465916007757,0.0111434522050665
Martjushev ADWIN J,with_noise_20,log_37_1687181973,0.4,200,700,10,[1229],[1428],1.0,199.0,00:00:23,23.04052230063826,0.0111414517894769
Martjushev ADWIN J,with_noise_10,log_37_1687181973,0.4,300,400,10,[],[1428],,,00:00:22,22.596268255263567,0.0109266287501274
Martjushev ADWIN J,with_noise_20,log_37_1687181973,0.4,300,500,20,[1304],[1428],1.0,124.0,00:00:18,18.19548551458865,0.0087985906743658
Martjushev ADWIN J,with_noise_20,log_37_1687181973,0.4,300,600,10,[],[1428],,,00:00:21,21.03704824764281,0.01017265389151
Martjushev ADWIN J,with_noise_20,log_37_1687181973,0.4,300,700,10,[1229],[1428],1.0,199.0,00:00:22,22.67730205692351,0.0109658133737541
Martjushev ADWIN J,with_noise_20,log_37_1687181973,0.4,400,400,10,[],[1428],,,00:00:21,21.835167634300888,0.0105585916993718
Martjushev ADWIN J,with_noise_20,log_37_1687181973,0.4,400,500,20,[1304],[1428],1.0,124.0,00:00:17,17.27022677939385,0.0083511734910028
Martjushev ADWIN J,with_noise_10,log_37_1687181973,0.4,400,600,10,[],[1428],,,00:00:24,24.742316239513457,0.0119643695548904
Martjushev ADWIN J,with_noise_10,log_37_1687181973,0.4,400,700,50,[1299],[1428],1.0,129.0,00:00:17,17.51750543899834,0.0084707473109276
Martjushev ADWIN J,with_noise_20,log_38_1687181974,0.4,100,400,50,[1149],"[1060, 1266]",0.6666666666666666,89.0,00:00:43,43.78888998366892,0.0186098129977343
Martjushev ADWIN J,without_noise,log_38_1687181974,0.4,100,500,20,[],"[1060, 1266]",,,00:00:35,35.28685946948826,0.0149965403610234
Martjushev ADWIN J,without_noise,log_38_1687181974,0.4,100,600,50,[1149],"[1060, 1266]",0.6666666666666666,89.0,00:00:40,40.69634423870593,0.0172955139136021
Martjushev ADWIN J,with_noise_20,log_38_1687181974,0.4,100,700,10,[1109],"[1060, 1266]",0.6666666666666666,49.0,00:01:03,63.058354456909,0.0267991306659196
Martjushev ADWIN J,with_noise_10,log_38_1687181974,0.4,200,400,20,[1119],"[1060, 1266]",0.6666666666666666,59.0,00:00:43,43.97628800291568,0.01868945516486
Martjushev ADWIN J,with_noise_10,log_38_1687181974,0.4,200,500,10,[],"[1060, 1266]",,,00:01:02,62.94431856740266,0.0267506666244805
Martjushev ADWIN J,with_noise_10,log_38_1687181974,0.4,200,600,50,[1149],"[1060, 1266]",0.6666666666666666,89.0,00:00:37,37.89466501772404,0.0161048300117824
Martjushev ADWIN J,with_noise_20,log_38_1687181974,0.4,200,700,20,[1109],"[1060, 1266]",0.6666666666666666,49.0,00:00:52,52.66341032739729,0.0223813898543974
Martjushev ADWIN J,with_noise_10,log_38_1687181974,0.4,300,400,50,[1149],"[1060, 1266]",0.6666666666666666,89.0,00:00:42,42.99908438511193,0.0182741540098223
Martjushev ADWIN J,without_noise,log_38_1687181974,0.4,300,500,50,[1499],"[1060, 1266]",,,00:00:41,41.96184348966926,0.0178333376496681
Martjushev ADWIN J,with_noise_20,log_38_1687181974,0.4,300,600,50,[1149],"[1060, 1266]",0.6666666666666666,89.0,00:00:44,44.67446954268962,0.0189861749012705
Martjushev ADWIN J,with_noise_20,log_38_1687181974,0.4,300,700,50,[1149],"[1060, 1266]",0.6666666666666666,89.0,00:00:35,35.916409311816096,0.0152640923552129
Martjushev ADWIN J,with_noise_20,log_38_1687181974,0.4,400,400,20,[1119],"[1060, 1266]",0.6666666666666666,59.0,00:00:45,45.968019826337695,0.0195359200281928
Martjushev ADWIN J,with_noise_20,log_38_1687181974,0.4,400,500,10,[1249],"[1060, 1266]",0.6666666666666666,17.0,00:00:35,35.17682163417339,0.0149497754501374
Martjushev ADWIN J,without_noise,log_38_1687181974,0.4,400,600,50,[1149],"[1060, 1266]",0.6666666666666666,89.0,00:00:39,39.73750210925937,0.0168880161960303
Martjushev ADWIN J,with_noise_20,log_38_1687181974,0.4,400,700,50,[1149],"[1060, 1266]",0.6666666666666666,89.0,00:00:42,42.112811173312366,0.0178974973112249
Martjushev ADWIN J,with_noise_10,log_39_1687181976,0.4,100,400,10,"[119, 1250, 1581, 1832, 3433, 3924]","[706, 972, 2184, 3059, 3368]",0.1818181818181818,65.0,00:02:13,133.53350779879838,0.0318315870795705
Martjushev ADWIN J,with_noise_10,log_39_1687181976,0.4,100,500,50,[149],"[706, 972, 2184, 3059, 3368]",,,00:01:52,112.33881421480328,0.0267792167377361
Martjushev ADWIN J,with_noise_20,log_39_1687181976,0.4,100,600,50,"[149, 3250, 3951]","[706, 972, 2184, 3059, 3368]",0.25,118.0,00:01:39,99.049795569852,0.0236113934612281
Martjushev ADWIN J,without_noise,log_39_1687181976,0.4,100,700,50,"[149, 2050, 3051]","[706, 972, 2184, 3059, 3368]",0.5,71.0,00:01:40,100.15598385687916,0.0238750855439521
Martjushev ADWIN J,without_noise,log_39_1687181976,0.4,200,400,20,"[1899, 3320, 3901]","[706, 972, 2184, 3059, 3368]",0.25,48.0,00:01:50,110.15814956650138,0.0262593920301552
Martjushev ADWIN J,with_noise_10,log_39_1687181976,0.4,200,500,20,[3059],"[706, 972, 2184, 3059, 3368]",0.3333333333333333,0.0,00:01:26,86.65214822348207,0.0206560544036906
Martjushev ADWIN J,with_noise_20,log_39_1687181976,0.4,200,600,50,[3349],"[706, 972, 2184, 3059, 3368]",0.3333333333333333,19.0,00:01:51,111.12901583407074,0.0264908261821384
Martjushev ADWIN J,without_noise,log_39_1687181976,0.4,200,700,50,"[699, 2050, 3151]","[706, 972, 2184, 3059, 3368]",0.7499999999999999,77.66666666666667,00:01:36,96.25088657718152,0.0229441922710802
Martjushev ADWIN J,with_noise_20,log_39_1687181976,0.4,300,400,20,"[1899, 3320]","[706, 972, 2184, 3059, 3368]",0.2857142857142857,48.0,00:01:57,117.89974092971534,0.0281048250130429
Martjushev ADWIN J,with_noise_10,log_39_1687181976,0.4,300,500,10,[3309],"[706, 972, 2184, 3059, 3368]",0.3333333333333333,59.0,00:02:12,132.230763127096,0.0315210400779728
Martjushev ADWIN J,without_noise,log_39_1687181976,0.4,300,600,20,[3319],"[706, 972, 2184, 3059, 3368]",0.3333333333333333,49.0,00:02:05,125.97375446278602,0.030029500467887
Martjushev ADWIN J,without_noise,log_39_1687181976,0.4,300,700,50,"[699, 2050, 3151]","[706, 972, 2184, 3059, 3368]",0.7499999999999999,77.66666666666667,00:01:49,109.37833013664932,0.0260734994366267
Martjushev ADWIN J,without_noise,log_39_1687181976,0.4,400,500,20,[3059],"[706, 972, 2184, 3059, 3368]",0.3333333333333333,0.0,00:01:57,117.03873552847654,0.0278995793870027
Martjushev ADWIN J,with_noise_10,log_39_1687181976,0.4,400,600,10,[3309],"[706, 972, 2184, 3059, 3368]",0.3333333333333333,59.0,00:02:26,146.37861217744648,0.0348935905071386
Martjushev ADWIN J,without_noise,log_39_1687181976,0.4,400,700,10,"[669, 3170]","[706, 972, 2184, 3059, 3368]",0.5714285714285715,74.0,00:02:02,122.77938139624894,0.0292680289383191
Martjushev ADWIN J,with_noise_10,log_3_1687181920,0.4,100,400,10,[],"[1041, 1298]",,,00:00:47,47.05764966551215,0.0207485227802081
Martjushev ADWIN J,without_noise,log_3_1687181920,0.4,100,500,50,[],"[1041, 1298]",,,00:00:15,15.924785532988608,0.0070215103760972
Martjushev ADWIN J,with_noise_10,log_3_1687181920,0.4,100,600,10,[],"[1041, 1298]",,,00:00:39,39.37880245503038,0.0173627876785848
Martjushev ADWIN J,without_noise,log_3_1687181920,0.4,100,700,10,[],"[1041, 1298]",,,00:00:54,54.71261886134744,0.0241237296566787
Martjushev ADWIN J,with_noise_20,log_3_1687181920,0.4,200,400,20,[],"[1041, 1298]",,,00:00:41,41.25369363185018,0.0181894592733025
Martjushev ADWIN J,with_noise_10,log_3_1687181920,0.4,200,500,10,[],"[1041, 1298]",,,00:00:52,52.896226085722446,0.0233228510078141
Martjushev ADWIN J,with_noise_20,log_3_1687181920,0.4,200,600,10,[],"[1041, 1298]",,,00:00:51,51.88640640582889,0.0228776042353742
Martjushev ADWIN J,with_noise_10,log_3_1687181920,0.4,200,700,10,[],"[1041, 1298]",,,00:00:44,44.52556975930929,0.0196320854317942
Martjushev ADWIN J,with_noise_10,log_3_1687181920,0.4,300,400,50,[],"[1041, 1298]",,,00:00:32,32.35564799886197,0.0142661587296569
Martjushev ADWIN J,without_noise,log_3_1687181920,0.4,300,500,20,[],"[1041, 1298]",,,00:00:35,35.22026502620429,0.0155292173836879
Martjushev ADWIN J,with_noise_20,log_3_1687181920,0.4,300,600,20,[],"[1041, 1298]",,,00:00:25,25.723087866790596,0.0113417495003485
Martjushev ADWIN J,with_noise_10,log_3_1687181920,0.4,300,700,50,[],"[1041, 1298]",,,00:00:29,29.2145871873945,0.0128812112819199
Martjushev ADWIN J,with_noise_20,log_3_1687181920,0.4,400,400,10,[],"[1041, 1298]",,,00:00:37,37.90459009911865,0.0167127822306519
Martjushev ADWIN J,with_noise_20,log_3_1687181920,0.4,400,500,50,[],"[1041, 1298]",,,00:00:32,32.697887014597654,0.0144170577665774
Martjushev ADWIN J,with_noise_20,log_3_1687181920,0.4,400,600,10,[],"[1041, 1298]",,,00:00:49,49.94713198393583,0.022022544966462
Martjushev ADWIN J,with_noise_10,log_3_1687181920,0.4,400,700,20,[],"[1041, 1298]",,,00:00:37,37.332522766664624,0.0164605479570831
Martjushev ADWIN J,without_noise,log_40_1687181982,0.4,100,400,50,"[1205, 2113, 3438]","[1205, 2115, 3442]",1.0,2.0,00:00:10,10.15744451340288,0.0022597206926369
Martjushev ADWIN J,with_noise_20,log_40_1687181982,0.4,100,500,10,"[1159, 2097, 3443]","[1205, 2115, 3442]",1.0,21.666666666666668,00:00:15,15.325604300014676,0.0034094781535071
Martjushev ADWIN J,without_noise,log_40_1687181982,0.4,100,600,50,"[1211, 2115, 3435]","[1205, 2115, 3442]",1.0,4.333333333333333,00:00:09,9.920583373866975,0.0022070263345643
Martjushev ADWIN J,with_noise_20,log_40_1687181982,0.4,100,700,10,"[1224, 2082, 3431]","[1205, 2115, 3442]",1.0,21.0,00:00:19,19.01641055289656,0.0042305696446933
Martjushev ADWIN J,without_noise,log_40_1687181982,0.4,200,400,20,"[1219, 2115, 3448]","[1205, 2115, 3442]",1.0,6.666666666666667,00:00:12,12.411038788035512,0.0027610764823215
Martjushev ADWIN J,with_noise_20,log_40_1687181982,0.4,200,500,50,"[1174, 2100, 3432]","[1205, 2115, 3442]",1.0,18.666666666666668,00:00:11,11.284047693014143,0.0025103554378229
Martjushev ADWIN J,with_noise_10,log_40_1687181982,0.4,200,700,20,"[1224, 2100, 3438]","[1205, 2115, 3442]",1.0,12.666666666666666,00:00:13,13.39864369109273,0.0029807883628682
Martjushev ADWIN J,with_noise_20,log_40_1687181982,0.4,300,400,20,"[1219, 2090, 3423]","[1205, 2115, 3442]",1.0,19.33333333333333,00:00:12,12.228743355721235,0.0027205213249657
