Algorithm,Log Source,Log,P-Value,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Martjushev ADWIN J,without_noise,log_55_1687182006,0.4,200,400,50,"[299, 1250]","[1185, 1392]",0.5,65.0,00:00:02,2.255952812731266,0.0008197502953238
Martjushev ADWIN J,with_noise_20,log_55_1687182006,0.4,200,500,50,"[249, 1250]","[1185, 1392]",0.5,65.0,00:00:01,1.348532312549651,0.0004900190089206
Martjushev ADWIN J,with_noise_20,log_55_1687182006,0.4,200,600,20,"[329, 1315, 1661, 2102]","[1185, 1392]",0.3333333333333333,77.0,00:00:02,2.947244957089424,0.0010709465687098
Martjushev ADWIN J,with_noise_20,log_55_1687182006,0.4,200,700,10,"[314, 1312, 1651, 2082]","[1185, 1392]",0.3333333333333333,80.0,00:00:03,3.2558315293863416,0.0011830783173642
Martjushev ADWIN J,without_noise,log_55_1687182006,0.4,300,400,50,"[299, 950, 1651]","[1185, 1392]",,,00:00:01,1.849870783276856,0.0006721914183418
Martjushev ADWIN J,with_noise_20,log_55_1687182006,0.4,300,500,50,"[317, 1162]","[1185, 1392]",0.5,23.0,00:00:02,2.38381977006793,0.0008662135792398
Martjushev ADWIN J,without_noise,log_55_1687182006,0.4,300,600,10,"[299, 940]","[1185, 1392]",,,00:00:02,2.741323783993721,0.0009961205610442
Martjushev ADWIN J,with_noise_20,log_55_1687182006,0.4,300,700,50,"[317, 1162]","[1185, 1392]",0.5,23.0,00:00:02,2.4839969454333186,0.0009026151691254
Martjushev ADWIN J,with_noise_20,log_55_1687182006,0.4,400,400,20,"[1279, 2080]","[1185, 1392]",0.5,94.0,00:00:01,1.3809932926669717,0.0005018144232074
Martjushev ADWIN J,with_noise_20,log_55_1687182006,0.4,400,500,10,[1219],"[1185, 1392]",0.6666666666666666,34.0,00:00:01,1.7897149780765176,0.0006503324774987
Martjushev ADWIN J,without_noise,log_55_1687182006,0.4,400,600,20,"[299, 1200]","[1185, 1392]",0.5,15.0,00:00:02,2.51691559702158,0.0009145768884526
Martjushev ADWIN J,without_noise,log_55_1687182006,0.4,400,700,20,"[299, 1200]","[1185, 1392]",0.5,15.0,00:00:02,2.2524808617308736,0.0008184886852219
Martjushev ADWIN J,with_noise_20,log_56_1687182007,0.4,100,400,50,[1249],"[999, 1336]",0.6666666666666666,87.0,00:00:20,20.03510922100395,0.0074369373500385
Martjushev ADWIN J,with_noise_10,log_56_1687182007,0.4,100,500,20,"[889, 1600]","[999, 1336]",0.5,110.0,00:00:23,23.25727041810751,0.0086329882769515
Martjushev ADWIN J,with_noise_10,log_56_1687182007,0.4,100,600,50,"[949, 1650]","[999, 1336]",0.5,50.0,00:00:19,19.247563745826483,0.0071446042115168
Martjushev ADWIN J,with_noise_10,log_56_1687182007,0.4,100,700,10,"[1311, 1650]","[999, 1336]",0.5,25.0,00:00:28,28.273137213662267,0.0104948541995776
Martjushev ADWIN J,with_noise_10,log_56_1687182007,0.4,200,400,10,"[1254, 1630]","[999, 1336]",0.5,82.0,00:00:22,22.301764369010925,0.008278308971422
Martjushev ADWIN J,with_noise_10,log_56_1687182007,0.4,200,500,20,"[889, 1600]","[999, 1336]",0.5,110.0,00:00:19,19.82036335300654,0.0073572247041598
Martjushev ADWIN J,with_noise_20,log_56_1687182007,0.4,200,600,10,"[959, 1640]","[999, 1336]",0.5,40.0,00:00:24,24.757773153483868,0.0091899677629858
Martjushev ADWIN J,without_noise,log_56_1687182007,0.4,200,700,10,"[1171, 1640]","[999, 1336]",0.5,165.0,00:00:25,25.40394124481827,0.0094298222883512
Martjushev ADWIN J,with_noise_20,log_56_1687182007,0.4,300,400,10,"[1249, 2030]","[999, 1336]",0.5,87.0,00:00:22,22.86271612439305,0.0084865315977702
Martjushev ADWIN J,with_noise_20,log_56_1687182007,0.4,300,500,50,"[899, 1650]","[999, 1336]",0.5,100.0,00:00:19,19.51503886282444,0.0072438897040922
Martjushev ADWIN J,without_noise,log_56_1687182007,0.4,300,600,50,"[1211, 1650]","[999, 1336]",0.5,125.0,00:00:17,17.770819572731853,0.0065964437909175
Martjushev ADWIN J,with_noise_20,log_56_1687182007,0.4,300,700,50,[1099],"[999, 1336]",0.6666666666666666,100.0,00:00:19,19.498220089823008,0.0072376466554651
Martjushev ADWIN J,with_noise_10,log_56_1687182007,0.4,400,400,10,[1254],"[999, 1336]",0.6666666666666666,82.0,00:00:22,22.649968828074638,0.0084075608122029
Martjushev ADWIN J,with_noise_20,log_56_1687182007,0.4,400,500,20,"[889, 2030]","[999, 1336]",0.5,110.0,00:00:20,20.391663373447955,0.0075692885573303
Martjushev ADWIN J,with_noise_20,log_56_1687182007,0.4,400,700,20,[1254],"[999, 1336]",0.6666666666666666,82.0,00:00:23,23.297896980308,0.0086480686638114
Martjushev ADWIN J,with_noise_20,log_57_1687182008,0.4,100,500,10,"[1251, 1460, 2418, 2642, 3053, 4282]","[1216, 1576, 2324, 2698, 4174, 4390]",0.8333333333333334,81.8,00:00:18,18.902839957736436,0.0033385446763928
Martjushev ADWIN J,with_noise_10,log_57_1687182008,0.4,100,600,20,"[1299, 1500, 2426, 2582, 4225, 4424]","[1216, 1576, 2324, 2698, 4174, 4390]",1.0,77.0,00:00:09,9.781396565027537,0.0017275514950596
Martjushev ADWIN J,with_noise_20,log_57_1687182008,0.4,100,700,50,"[1311, 1450, 2276, 2652, 3503, 4254]","[1216, 1576, 2324, 2698, 4174, 4390]",0.8333333333333334,79.0,00:00:12,12.69714218378067,0.0022425189303745
Martjushev ADWIN J,with_noise_10,log_57_1687182008,0.4,200,400,20,"[1254, 1410, 2301, 2582, 4163]","[1216, 1576, 2324, 2698, 4174, 4390]",0.9090909090909092,70.8,00:00:07,7.5355353821069,0.0013308963938726
Martjushev ADWIN J,with_noise_20,log_57_1687182008,0.4,200,500,10,"[1251, 1460, 2426, 2722, 4228]","[1216, 1576, 2324, 2698, 4174, 4390]",0.9090909090909092,66.2,00:00:12,12.002665386535227,0.0021198631908398
Martjushev ADWIN J,with_noise_20,log_57_1687182008,0.4,200,700,10,"[1311, 1450, 2413, 2702, 3573, 4394]","[1216, 1576, 2324, 2698, 4174, 4390]",0.8333333333333334,63.6,00:00:16,16.367617761716247,0.0028907837798863
Martjushev ADWIN J,with_noise_10,log_57_1687182008,0.4,300,400,10,"[1204, 1372, 2466, 2692, 4160]","[1216, 1576, 2324, 2698, 4174, 4390]",0.7272727272727272,43.5,00:00:14,14.931405101902785,0.0026371255919997
Martjushev ADWIN J,with_noise_20,log_57_1687182008,0.4,300,500,10,"[1251, 1510, 2411, 2647, 3583, 4336]","[1216, 1576, 2324, 2698, 4174, 4390]",0.8333333333333334,58.6,00:00:13,13.896682764403522,0.0024543770336283
Martjushev ADWIN J,with_noise_10,log_57_1687182008,0.4,300,600,20,"[1299, 1550, 2526, 4252]","[1216, 1576, 2324, 2698, 4174, 4390]",0.8,89.75,00:00:13,13.321520254015924,0.0023527941105644
Martjushev ADWIN J,with_noise_20,log_57_1687182008,0.4,300,700,50,"[1311, 1550, 2526, 2802, 4278]","[1216, 1576, 2324, 2698, 4174, 4390]",0.7272727272727272,82.25,00:00:12,12.71888767927885,0.0022463595336062
Martjushev ADWIN J,without_noise,log_57_1687182008,0.4,400,400,10,"[1254, 1376, 2521, 4228, 4313]","[1216, 1576, 2324, 2698, 4174, 4390]",0.9090909090909092,109.2,00:00:11,11.68067956995219,0.0020629953320297
Martjushev ADWIN J,without_noise,log_57_1687182008,0.4,400,500,10,"[1295, 1490, 2441, 4210, 4313]","[1216, 1576, 2324, 2698, 4174, 4390]",0.9090909090909092,79.0,00:00:11,11.63604965992272,0.0020551129742004
Martjushev ADWIN J,with_noise_20,log_57_1687182008,0.4,400,600,50,"[1249, 1456, 2551, 4227, 4853]","[1216, 1576, 2324, 2698, 4174, 4390]",0.7272727272727272,88.25,00:00:12,12.207470527850091,0.002156035063202
Martjushev ADWIN J,without_noise,log_57_1687182008,0.4,400,700,20,"[1274, 1397, 2411, 4279]","[1216, 1576, 2324, 2698, 4174, 4390]",0.8,107.25,00:00:13,13.157718026079236,0.0023238640102577
Martjushev ADWIN J,without_noise,log_58_1687182010,0.4,100,400,50,[],[566],,,00:00:02,2.1383211836218834,0.0012912567533948
Martjushev ADWIN J,with_noise_20,log_58_1687182010,0.4,100,500,50,[799],[566],,,00:00:02,2.4519551005214453,0.0014806492152907
Martjushev ADWIN J,without_noise,log_58_1687182010,0.4,100,600,50,[],[566],,,00:00:02,2.114423202350736,0.0012768256052842
Martjushev ADWIN J,without_noise,log_58_1687182010,0.4,100,700,50,[],[566],,,00:00:02,2.442309412173927,0.0014748245242596
Martjushev ADWIN J,with_noise_10,log_58_1687182010,0.4,200,400,20,[],[566],,,00:00:02,2.838717744685709,0.0017142015366459
Martjushev ADWIN J,with_noise_20,log_58_1687182010,0.4,200,500,50,[799],[566],,,00:00:02,2.390680775046349,0.0014436478110183
Martjushev ADWIN J,with_noise_20,log_58_1687182010,0.4,200,600,50,[549],[566],1.0,17.0,00:00:01,1.341160654090345,0.0008098796220352
Martjushev ADWIN J,without_noise,log_58_1687182010,0.4,200,700,20,[],[566],,,00:00:02,2.628170627169311,0.0015870595574693
Martjushev ADWIN J,with_noise_20,log_58_1687182010,0.4,300,400,50,[],[566],,,00:00:02,2.5472626090049744,0.0015382020585778
Martjushev ADWIN J,without_noise,log_58_1687182010,0.4,300,500,10,[759],[566],1.0,193.0,00:00:02,2.379179487004876,0.001436702588771
Martjushev ADWIN J,without_noise,log_58_1687182010,0.4,300,600,10,[],[566],,,00:00:03,3.240476307459176,0.0019568093644077
Martjushev ADWIN J,with_noise_20,log_58_1687182010,0.4,300,700,50,[549],[566],1.0,17.0,00:00:01,1.224103088490665,0.0007391926862866
Martjushev ADWIN J,with_noise_20,log_58_1687182010,0.4,400,400,50,[],[566],,,00:00:02,2.5522564807906747,0.0015412176816368
Martjushev ADWIN J,with_noise_20,log_58_1687182010,0.4,400,500,20,[439],[566],1.0,127.0,00:00:02,2.379500262439251,0.0014368962937435
Martjushev ADWIN J,with_noise_10,log_58_1687182010,0.4,400,600,10,[],[566],,,00:00:03,3.708766618743539,0.0022395933688064
Martjushev ADWIN J,with_noise_10,log_58_1687182010,0.4,400,700,50,[],[566],,,00:00:02,2.396587292663753,0.0014472145487099
Martjushev ADWIN J,without_noise,log_59_1687182010,0.4,100,400,20,"[599, 900, 1201, 1582, 2033, 2334, 3105, 3306]","[788, 1187, 2051, 3036, 3241]",0.7692307692307693,55.6,00:01:08,68.25310332793742,0.017663846616961
Martjushev ADWIN J,with_noise_20,log_59_1687182010,0.4,100,500,20,"[499, 1200, 1581, 2032, 2283, 3144]","[788, 1187, 2051, 3036, 3241]",0.5454545454545454,43.0,00:01:09,69.61592468060553,0.018016543654401
Martjushev ADWIN J,without_noise,log_59_1687182010,0.4,100,600,10,"[109, 420, 791, 1072, 1798, 2054, 2355, 3141]","[788, 1187, 2051, 3036, 3241]",0.6153846153846154,55.25,00:01:16,76.97340634930879,0.0199206538171089
Martjushev ADWIN J,without_noise,log_59_1687182010,0.4,100,700,10,"[109, 420, 791, 1072, 1798, 2054, 2355, 3141]","[788, 1187, 2051, 3036, 3241]",0.6153846153846154,55.25,00:01:13,73.26164118293673,0.0189600520659774
Martjushev ADWIN J,with_noise_10,log_59_1687182010,0.4,200,400,50,"[599, 1000, 1801, 2039, 3165]","[788, 1187, 2051, 3036, 3241]",0.8000000000000002,116.0,00:01:08,68.37503634858876,0.0176954027817258
Martjushev ADWIN J,with_noise_10,log_59_1687182010,0.4,200,500,10,"[629, 1040, 1511, 2032, 2383, 3126]","[788, 1187, 2051, 3036, 3241]",0.7272727272727272,103.75,00:01:10,70.03627368062735,0.0181253296274915
Martjushev ADWIN J,with_noise_10,log_59_1687182010,0.4,200,600,50,"[499, 1200, 1663, 2352, 3103]","[788, 1187, 2051, 3036, 3241]",0.4000000000000001,40.0,00:01:05,65.89863333292305,0.0170545117321229
Martjushev ADWIN J,without_noise,log_59_1687182010,0.4,200,700,10,"[479, 1132, 1751, 2282, 3148]","[788, 1187, 2051, 3036, 3241]",0.4000000000000001,74.0,00:01:09,69.33496837317944,0.0179438323947151
Martjushev ADWIN J,without_noise,log_59_1687182010,0.4,300,400,20,"[599, 950, 2031, 2347, 3098]","[788, 1187, 2051, 3036, 3241]",0.6,81.33333333333333,00:01:03,63.506600650027394,0.0164354556547689
Martjushev ADWIN J,with_noise_20,log_59_1687182010,0.4,300,500,20,"[499, 1300, 2051, 3107]","[788, 1187, 2051, 3036, 3241]",0.6666666666666665,61.333333333333336,00:01:10,70.77238746546209,0.0183158352653887
Martjushev ADWIN J,with_noise_10,log_59_1687182010,0.4,300,600,10,"[629, 990, 1761, 2382, 3133]","[788, 1187, 2051, 3036, 3241]",0.6,151.0,00:01:04,64.60518845357001,0.0167197692685222
Martjushev ADWIN J,with_noise_20,log_59_1687182010,0.4,300,700,50,"[499, 1300, 2051, 3164]","[788, 1187, 2051, 3036, 3241]",0.6666666666666665,63.333333333333336,00:01:16,76.9142275005579,0.0199053383800615
Martjushev ADWIN J,with_noise_20,log_59_1687182010,0.4,400,400,10,"[599, 1000, 2051, 3102]","[788, 1187, 2051, 3036, 3241]",0.888888888888889,110.5,00:01:02,62.51438253372908,0.0161786704279837
Martjushev ADWIN J,with_noise_10,log_59_1687182010,0.4,400,500,20,"[629, 1040, 2041, 3142]","[788, 1187, 2051, 3036, 3241]",0.888888888888889,103.75,00:01:02,62.13213836029172,0.0160797459524564
Martjushev ADWIN J,with_noise_20,log_59_1687182010,0.4,400,600,10,"[734, 1580, 2031, 3182]","[788, 1187, 2051, 3036, 3241]",0.6666666666666665,44.333333333333336,00:00:49,49.04889459162951,0.0126938133001111
Martjushev ADWIN J,with_noise_10,log_59_1687182010,0.4,400,700,10,"[629, 1040, 2041, 3142]","[788, 1187, 2051, 3036, 3241]",0.888888888888889,103.75,00:00:50,50.22740480024368,0.0129988107661086
Martjushev ADWIN J,with_noise_10,log_5_1687181922,0.4,100,400,20,[739],"[689, 980]",0.6666666666666666,50.0,00:00:20,20.511056600138545,0.0120866568062101
Martjushev ADWIN J,with_noise_10,log_5_1687181922,0.4,100,500,20,[829],"[689, 980]",0.6666666666666666,140.0,00:00:21,21.99343800079077,0.0129601873899768
Martjushev ADWIN J,with_noise_10,log_5_1687181922,0.4,100,600,10,[839],"[689, 980]",0.6666666666666666,141.0,00:00:26,26.40134497918189,0.0155576576188461
Martjushev ADWIN J,with_noise_20,log_5_1687181922,0.4,100,700,10,[854],"[689, 980]",0.6666666666666666,126.0,00:00:27,27.372479806654155,0.0161299232802911
Martjushev ADWIN J,with_noise_10,log_5_1687181922,0.4,200,400,10,[739],"[689, 980]",0.6666666666666666,50.0,00:00:25,25.56914811208844,0.0150672646506119
Martjushev ADWIN J,without_noise,log_5_1687181922,0.4,200,500,50,[849],"[689, 980]",0.6666666666666666,131.0,00:00:17,17.266791676171124,0.0101748919718156
Martjushev ADWIN J,with_noise_10,log_5_1687181922,0.4,200,600,10,[839],"[689, 980]",0.6666666666666666,141.0,00:00:25,25.28711701929569,0.0149010707243934
Martjushev ADWIN J,without_noise,log_5_1687181922,0.4,200,700,10,[549],"[689, 980]",0.6666666666666666,140.0,00:00:23,23.65095802769065,0.0139369228212673
Martjushev ADWIN J,with_noise_20,log_5_1687181922,0.4,300,400,10,[719],"[689, 980]",0.6666666666666666,30.0,00:00:22,22.1588328294456,0.0130576504593079
Martjushev ADWIN J,with_noise_10,log_5_1687181922,0.4,300,500,50,[849],"[689, 980]",0.6666666666666666,131.0,00:00:18,18.53408865164965,0.0109216786397464
Martjushev ADWIN J,with_noise_10,log_5_1687181922,0.4,300,600,50,[599],"[689, 980]",0.6666666666666666,90.0,00:00:18,18.353388869203627,0.0108151967408389
Martjushev ADWIN J,with_noise_20,log_5_1687181922,0.4,300,700,50,[599],"[689, 980]",0.6666666666666666,90.0,00:00:18,18.559343500994142,0.0109365606959305
Martjushev ADWIN J,without_noise,log_5_1687181922,0.4,400,400,50,[749],"[689, 980]",0.6666666666666666,60.0,00:00:17,17.8902967562899,0.0105423080473128
Martjushev ADWIN J,without_noise,log_5_1687181922,0.4,400,500,50,[849],"[689, 980]",0.6666666666666666,131.0,00:00:16,16.682804143056273,0.0098307626063973
Martjushev ADWIN J,without_noise,log_5_1687181922,0.4,400,600,10,[549],"[689, 980]",0.6666666666666666,140.0,00:00:20,20.420326155610383,0.0120331916061345
Martjushev ADWIN J,with_noise_20,log_5_1687181922,0.4,400,700,10,[854],"[689, 980]",0.6666666666666666,126.0,00:00:21,21.858406184241176,0.012880616490419
Martjushev ADWIN J,without_noise,log_60_1687182015,0.4,100,400,50,[699],[694],1.0,5.0,00:00:22,22.59819000493735,0.0106344423552646
Martjushev ADWIN J,with_noise_10,log_60_1687182015,0.4,100,500,50,[674],[694],1.0,20.0,00:00:23,23.96925735846162,0.0112796505216289
Martjushev ADWIN J,with_noise_10,log_60_1687182015,0.4,100,600,20,[681],[694],1.0,13.0,00:00:29,29.486432761885226,0.0138759683585342
Martjushev ADWIN J,with_noise_20,log_60_1687182015,0.4,100,700,10,[681],[694],1.0,13.0,00:00:34,34.326037431135774,0.016153429379358
Martjushev ADWIN J,with_noise_10,log_60_1687182015,0.4,200,400,20,[729],[694],1.0,35.0,00:00:24,24.20401429757476,0.0113901243753292
Martjushev ADWIN J,with_noise_10,log_60_1687182015,0.4,200,500,20,[681],[694],1.0,13.0,00:00:16,16.34714883659035,0.0076927759231013
Martjushev ADWIN J,with_noise_20,log_60_1687182015,0.4,200,600,50,[674],[694],1.0,20.0,00:00:23,23.423799389973283,0.0110229644188109
Martjushev ADWIN J,with_noise_10,log_60_1687182015,0.4,200,700,10,[681],[694],1.0,13.0,00:00:32,32.532698654569685,0.0153095052492092
Martjushev ADWIN J,without_noise,log_60_1687182015,0.4,300,400,50,[699],[694],1.0,5.0,00:00:22,22.046630315482616,0.0103748848543447
Martjushev ADWIN J,with_noise_10,log_60_1687182015,0.4,300,500,50,[674],[694],1.0,20.0,00:00:22,22.403588541783392,0.0105428651961333
Martjushev ADWIN J,with_noise_10,log_60_1687182015,0.4,300,600,20,[681],[694],1.0,13.0,00:00:25,25.84436409920454,0.0121620536937433
Martjushev ADWIN J,with_noise_20,log_60_1687182015,0.4,300,700,10,[681],[694],1.0,13.0,00:00:30,30.50629673525691,0.0143559043460032
Martjushev ADWIN J,with_noise_10,log_60_1687182015,0.4,400,400,20,[729],[694],1.0,35.0,00:00:21,21.899064262397587,0.0103054420058341
Martjushev ADWIN J,with_noise_10,log_60_1687182015,0.4,400,500,10,[681],[694],1.0,13.0,00:00:20,20.74797525908798,0.0097637530631002
Martjushev ADWIN J,without_noise,log_60_1687182015,0.4,400,600,50,[674],[694],1.0,20.0,00:00:21,21.977563488297164,0.0103423828180221
Martjushev ADWIN J,with_noise_20,log_60_1687182015,0.4,400,700,50,[674],[694],1.0,20.0,00:00:22,22.407721245661374,0.0105448099979582
Martjushev ADWIN J,with_noise_10,log_61_1687182016,0.4,100,400,20,[],"[1128, 1415]",,,00:00:03,3.6195485908538094,0.0014083846657018
Martjushev ADWIN J,without_noise,log_61_1687182016,0.4,100,500,20,[],"[1128, 1415]",,,00:00:02,2.94011964648962,0.0011440154266496
Martjushev ADWIN J,with_noise_20,log_61_1687182016,0.4,100,600,50,[],"[1128, 1415]",,,00:00:03,3.023144661448896,0.0011763208799412
Martjushev ADWIN J,with_noise_20,log_61_1687182016,0.4,100,700,10,[],"[1128, 1415]",,,00:00:05,5.762872309423983,0.0022423627663128
Martjushev ADWIN J,with_noise_20,log_61_1687182016,0.4,200,400,50,[],"[1128, 1415]",,,00:00:02,2.905264544300735,0.0011304531300781
Martjushev ADWIN J,with_noise_10,log_61_1687182016,0.4,200,500,50,[],"[1128, 1415]",,,00:00:03,3.080838568508625,0.001198769871015
Martjushev ADWIN J,without_noise,log_61_1687182016,0.4,200,600,10,[],"[1128, 1415]",,,00:00:04,4.449884986504912,0.0017314727573949
Martjushev ADWIN J,with_noise_10,log_61_1687182016,0.4,200,700,10,[],"[1128, 1415]",,,00:00:05,5.982441367581487,0.0023277981975025
Martjushev ADWIN J,with_noise_20,log_61_1687182016,0.4,300,400,20,[],"[1128, 1415]",,,00:00:03,3.5685210982337594,0.0013885296102076
Martjushev ADWIN J,with_noise_10,log_61_1687182016,0.4,300,500,10,[],"[1128, 1415]",,,00:00:04,4.747525378130376,0.0018472861393503
Martjushev ADWIN J,with_noise_20,log_61_1687182016,0.4,300,600,50,[],"[1128, 1415]",,,00:00:02,2.8925819704309106,0.0011255182764322
Martjushev ADWIN J,with_noise_10,log_61_1687182016,0.4,300,700,20,[],"[1128, 1415]",,,00:00:04,4.111225464381278,0.0015996986242728
Martjushev ADWIN J,with_noise_10,log_61_1687182016,0.4,400,400,20,[],"[1128, 1415]",,,00:00:03,3.3894879668951035,0.0013188669131887
Martjushev ADWIN J,without_noise,log_61_1687182016,0.4,400,500,10,[],"[1128, 1415]",,,00:00:03,3.799961427226663,0.0014785842129286
Martjushev ADWIN J,with_noise_10,log_61_1687182016,0.4,400,600,50,[],"[1128, 1415]",,,00:00:02,2.7238157261163,0.001059850477088
Martjushev ADWIN J,with_noise_20,log_61_1687182016,0.4,400,700,20,[],"[1128, 1415]",,,00:00:03,3.96568804141134,0.0015430692768137
Martjushev ADWIN J,without_noise,log_62_1687182017,0.4,100,400,10,[399],[540],1.0,141.0,00:00:12,12.930369372479618,0.0080613275389523
Martjushev ADWIN J,without_noise,log_62_1687182017,0.4,100,500,50,[399],[540],1.0,141.0,00:00:05,5.695481428876519,0.0035507988958083
Martjushev ADWIN J,without_noise,log_62_1687182017,0.4,100,600,50,[399],[540],1.0,141.0,00:00:04,4.314211645163596,0.002689658132895
Martjushev ADWIN J,without_noise,log_62_1687182017,0.4,100,700,50,[399],[540],1.0,141.0,00:00:08,8.23296595737338,0.0051327717938736
Martjushev ADWIN J,without_noise,log_62_1687182017,0.4,200,400,50,[399],[540],1.0,141.0,00:00:08,8.03367016185075,0.0050085225447947
Martjushev ADWIN J,without_noise,log_62_1687182017,0.4,200,500,50,[399],[540],1.0,141.0,00:00:07,7.8559790616855025,0.0048977425571605
Martjushev ADWIN J,without_noise,log_62_1687182017,0.4,200,600,50,[399],[540],1.0,141.0,00:00:07,7.99053696077317,0.004981631521679
Martjushev ADWIN J,without_noise,log_62_1687182017,0.4,200,700,20,[399],[540],1.0,141.0,00:00:08,8.712927784770727,0.0054319998658171
Martjushev ADWIN J,without_noise,log_62_1687182017,0.4,300,500,50,[399],[540],1.0,141.0,00:00:07,7.887539049610496,0.0049174183601062
Martjushev ADWIN J,with_noise_20,log_62_1687182017,0.4,300,600,50,[449],[540],1.0,91.0,00:00:08,8.193409993313253,0.0051081109683997
Martjushev ADWIN J,with_noise_20,log_62_1687182017,0.4,300,700,10,[439],[540],1.0,101.0,00:00:05,5.311513557098806,0.0033114174296127
Martjushev ADWIN J,with_noise_10,log_62_1687182017,0.4,400,400,50,[],[540],,,00:00:08,8.516387566924095,0.0053094685579327
Martjushev ADWIN J,without_noise,log_62_1687182017,0.4,400,500,10,[399],[540],1.0,141.0,00:00:07,7.282516788691282,0.0045402224368399
Martjushev ADWIN J,with_noise_10,log_62_1687182017,0.4,400,600,50,[449],[540],1.0,91.0,00:00:07,7.692529642023146,0.0047958414227076
Martjushev ADWIN J,with_noise_20,log_62_1687182017,0.4,400,700,20,[439],[540],1.0,101.0,00:00:08,8.070099717006087,0.0050312342375349
Martjushev ADWIN J,with_noise_20,log_63_1687182017,0.4,100,400,50,[],"[727, 968, 1760, 2588, 2871]",,,00:00:25,25.078927318565547,0.0059050923754569
Martjushev ADWIN J,without_noise,log_63_1687182017,0.4,100,500,10,[],"[727, 968, 1760, 2588, 2871]",,,00:00:44,44.325646398589015,0.0104369311039766
Martjushev ADWIN J,without_noise,log_63_1687182017,0.4,100,600,20,[],"[727, 968, 1760, 2588, 2871]",,,00:00:31,31.075473985634744,0.0073170412021744
Martjushev ADWIN J,without_noise,log_63_1687182017,0.4,100,700,20,[],"[727, 968, 1760, 2588, 2871]",,,00:00:34,34.01569576840848,0.008009346778528
Martjushev ADWIN J,with_noise_20,log_63_1687182017,0.4,200,400,50,[],"[727, 968, 1760, 2588, 2871]",,,00:00:28,28.373563745059077,0.0066808485389825
Martjushev ADWIN J,with_noise_20,log_63_1687182017,0.4,200,500,20,[],"[727, 968, 1760, 2588, 2871]",,,00:00:37,37.51391177717596,0.008833037856646
Martjushev ADWIN J,with_noise_20,log_63_1687182017,0.4,200,600,20,[],"[727, 968, 1760, 2588, 2871]",,,00:00:43,43.50262918416411,0.0102431432032409
Martjushev ADWIN J,without_noise,log_63_1687182017,0.4,200,700,50,[],"[727, 968, 1760, 2588, 2871]",,,00:00:23,23.978944286704063,0.0056460900133515
Martjushev ADWIN J,with_noise_10,log_63_1687182017,0.4,300,400,20,[],"[727, 968, 1760, 2588, 2871]",,,00:00:34,34.39669009670615,0.0080990558268674
Martjushev ADWIN J,with_noise_20,log_63_1687182017,0.4,300,500,20,[],"[727, 968, 1760, 2588, 2871]",,,00:00:36,36.85731051303446,0.0086784343096384
Martjushev ADWIN J,with_noise_10,log_63_1687182017,0.4,300,600,10,[],"[727, 968, 1760, 2588, 2871]",,,00:00:57,57.08153528906405,0.0134404368469658
Martjushev ADWIN J,with_noise_10,log_63_1687182017,0.4,300,700,50,[],"[727, 968, 1760, 2588, 2871]",,,00:00:27,27.80502794124186,0.0065469809138784
Martjushev ADWIN J,without_noise,log_63_1687182017,0.4,400,400,10,[],"[727, 968, 1760, 2588, 2871]",,,00:00:38,38.43843108229339,0.0090507254726379
Martjushev ADWIN J,without_noise,log_63_1687182017,0.4,400,600,50,[],"[727, 968, 1760, 2588, 2871]",,,00:00:25,25.18302759993821,0.0059296038615347
Martjushev ADWIN J,with_noise_20,log_63_1687182017,0.4,400,700,10,[],"[727, 968, 1760, 2588, 2871]",,,00:00:41,41.66594371013343,0.0098106766447217
Martjushev ADWIN J,with_noise_20,log_64_1687182018,0.4,100,400,20,[299],[1359],,,00:00:39,39.53302951902151,0.0200268639913989
Martjushev ADWIN J,without_noise,log_64_1687182018,0.4,100,500,50,[299],[1359],,,00:00:36,36.6658557606861,0.0185743950155451
Martjushev ADWIN J,with_noise_20,log_64_1687182018,0.4,100,600,10,[289],[1359],,,00:00:47,47.60972926300019,0.0241184038819656
Martjushev ADWIN J,with_noise_20,log_64_1687182018,0.4,100,700,50,"[299, 1250]",[1359],0.6666666666666666,109.0,00:00:36,36.70053098257631,0.0185919609840812
Martjushev ADWIN J,with_noise_20,log_64_1687182018,0.4,200,400,20,[299],[1359],,,00:00:38,38.2723841490224,0.0193882391839019
Martjushev ADWIN J,with_noise_10,log_64_1687182018,0.4,200,500,20,[299],[1359],,,00:00:43,43.23392951581627,0.0219016866848106
Martjushev ADWIN J,without_noise,log_64_1687182018,0.4,200,600,50,"[299, 1200]",[1359],0.6666666666666666,159.0,00:00:33,33.96532483864576,0.0172063449030626
Martjushev ADWIN J,with_noise_10,log_64_1687182018,0.4,200,700,20,"[299, 1200]",[1359],0.6666666666666666,159.0,00:00:41,41.20889830868691,0.0208758350094665
Martjushev ADWIN J,with_noise_10,log_64_1687182018,0.4,300,400,20,"[299, 1380]",[1359],0.6666666666666666,21.0,00:00:40,40.66578459367156,0.0206007014152338
Martjushev ADWIN J,with_noise_10,log_64_1687182018,0.4,300,500,10,"[299, 1380]",[1359],0.6666666666666666,21.0,00:00:37,37.9773392053321,0.0192387736602492
