Algorithm,Log Source,Log,P-Value,Window Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Martjushev J,with_noise_10,log_45_1692952392,0.55,400,"[920, 4323]","[1127, 2438, 2995, 4480]",0.3333333333333333,157.0,00:10:55,655.0816100668162,0.11650037525641405
