Algorithm,Log Source,Log,P-Value,Window Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Martjushev J,with_noise_10,log_39_1692952369,0.55,300,[],"[1365, 2662, 3350, 4753]",,,00:07:03,423.84500331804156,0.06897396311115404
