Algorithm,Log Source,Log,P-Value,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Martjushev ADWIN J,with_noise_10,log_73_1692952519,0.4,400,600,20,[1079],"[1205, 1799, 2891, 3554, 4661, 5644]",0.2857142857142857,126.0,00:00:09,9.050432780757546,0.0013158523961555025
